ICD9_code	ICD9_label	ICD9_simpleLabel	phecode1.2_codeList	phecodeX_codeList
738.10	Unspecified acquired deformity of head	acquired deformity of head	['738']	['729', '729.2']
738.11	Zygomatic hyperplasia	zygomatic hyperplasia	['738']	['729', '729.2']
738.12	Zygomatic hypoplasia	zygomatic hypoplasia	['738']	['729', '729.2']
738.19	Other specified acquired deformity of head	other specified acquired deformity of head	['738']	['729', '729.2']
738.2	Acquired deformity of neck	acquired deformity of neck	['738']	['729', '729.3']
738.3	Acquired deformity of chest and rib	acquired deformity of chest and rib	['738']	['729', '729.5']
738.4	Acquired spondylolisthesis	acquired spondylolisthesis	['738', '738.4']	['715', '715.3']
738.5	Other acquired deformity of back or spine	other acquired deformity of back or spine	['738']	['730']
738.6	Acquired deformity of pelvis	acquired deformity of pelvis	['738']	['729', '729.7']
738.7	Cauliflower ear	cauliflower ear	['738']	['729', '729.8']
738.8	Acquired deformity of other specified site	acquired deformity of other specified site	['738']	['729']
738.9	Acquired deformity of unspecified site	acquired deformity ofsite	['738']	['729']
739	Nonallopathic lesions, not elsewhere classified	nonallopathic lesions not elsewhere classified	['769']	['730', '730.1']
739.0	Nonallopathic lesions, head region	nonallopathic lesions head region	['769']	['730', '730.1']
739.1	Nonallopathic lesions, cervical region	nonallopathic lesions cervical region	['769']	['730', '730.1']
739.2	Nonallopathic lesions, thoracic region	nonallopathic lesions thoracic region	['769']	['730', '730.1']
739.3	Nonallopathic lesions, lumbar region	nonallopathic lesions lumbar region	['769']	['730', '730.1']
739.4	Nonallopathic lesions, sacral region	nonallopathic lesions sacral region	['769']	['730', '730.1']
739.5	Nonallopathic lesions, pelvic region	nonallopathic lesions pelvic region	['769']	['730', '730.1']
739.6	Nonallopathic lesions, lower extremities	nonallopathic lesions lower extremities	['769']	['730', '730.1']
739.7	Nonallopathic lesions, upper extremities	nonallopathic lesions upper extremities	['769']	['730', '730.1']
739.8	Nonallopathic lesions, rib cage	nonallopathic lesions rib cage	['769']	['730', '730.1']
739.9	Nonallopathic lesions, abdomen and other sites	nonallopathic lesions abdomen and other sites	['769']	['730', '730.1']
740	Anencephalus and similar anomalies	anencephalus and similar anomalies	['752', '752.1']	['750', '750.1']
740.0	Anencephalus	anencephalus	['752', '752.1']	['750', '750.1', '750.12']
740.1	Craniorachischisis	craniorachischisis	['752', '752.1']	['751', '751.2']
740.2	Iniencephaly	iniencephaly	['752', '752.1']	['750', '750.5']
741	Spina bifida	spina bifida	['752', '752.1', '752.11']	['751', '751.1']
741.0	Spina bifida with hydrocephalus	spina bifida with hydrocephalus	['752', '752.1', '752.11']	['751', '751.1']
741.00	Spina bifida with hydrocephalus, unspecified region	spina bifida with hydrocephalusregion	['752', '752.1', '752.11']	['751', '751.1']
741.01	Spina bifida with hydrocephalus, cervical region	spina bifida with hydrocephalus cervical region	['752', '752.1', '752.11']	['751', '751.1']
741.02	Spina bifida with hydrocephalus, dorsal (thoracic) region	spina bifida with hydrocephalus dorsal thoracic region	['752', '752.1', '752.11']	['751', '751.1']
741.03	Spina bifida with hydrocephalus, lumbar region	spina bifida with hydrocephalus lumbar region	['752', '752.1', '752.11']	['751', '751.1']
741.9	Spina bifida without mention of hydrocephalus	spina bifida without mention of hydrocephalus	['752', '752.1', '752.11']	['751', '751.1']
741.90	Spina bifida without mention of hydrocephalus, unspecified region	spina bifida without mention of hydrocephalusregion	['752', '752.1', '752.11']	['751', '751.1']
741.91	Spina bifida without mention of hydrocephalus, cervical region	spina bifida without mention of hydrocephalus cervical region	['752', '752.1', '752.11']	['751', '751.1']
741.92	Spina bifida without mention of hydrocephalus, dorsal (thoracic) region	spina bifida without mention of hydrocephalus dorsal thoracic region	['752', '752.1', '752.11']	['751', '751.1']
741.93	Spina bifida without mention of hydrocephalus, lumbar region	spina bifida without mention of hydrocephalus lumbar region	['752', '752.1', '752.11']	['751', '751.1']
742	Other congenital anomalies of nervous system	other congenital anomalies of nervous system	['752']	['752']
742.0	Encephalocele	encephalocele	['752', '752.1']	['751', '751.3']
742.1	Microcephalus	microcephalus	['752', '752.2']	['750', '750.1', '750.11']
742.2	Congenital reduction deformities of brain	congenital reduction deformities of brain	['752', '752.2']	['750', '750.1', '750.13']
742.3	Congenital hydrocephalus	congenital hydrocephalus	['752', '752.2']	['750', '750.6']
742.4	Other specified congenital anomalies of brain	other specified congenital anomalies of brain	['752', '752.2']	['750']
742.5	Other specified congenital anomalies of spinal cord	other specified congenital anomalies of spinal cord	['752', '752.2']	['751']
742.51	Diastematomyelia	diastematomyelia	['752', '752.2']	['751', '751.4']
742.53	Hydromyelia	hydromyelia	['752', '752.2']	['751', '751.5']
742.59	Other specified congenital anomalies of spinal cord	other specified congenital anomalies of spinal cord	['752', '752.2']	['751']
742.8	Other specified congenital anomalies of nervous system	other specified congenital anomalies of nervous system	['752', '752.2']	['752']
742.9	Unspecified congenital anomaly of brain, spinal cord, and nervous system	congenital anomaly of brain spinal cord and nervous system	['752']	['752']
743	Congenital anomalies of eye	congenital anomalies of eye	['753']	['753']
743.0	Anophthalmos	anophthalmos	['753']	['753', '753.1']
743.00	Clinical anophthalmos, unspecified	clinical anophthalmos	['753']	['753', '753.1']
743.03	Cystic eyeball, congenital	cystic eyeball congenital	['753']	['753', '753.1', '753.11']
743.06	Cryptophthalmos	cryptophthalmos	['753']	['753', '753.1', '753.12']
743.1	Microphthalmos	microphthalmos	['753']	['753', '753.1', '753.12']
743.10	Microphthalmos, unspecified	microphthalmos	['753']	['753', '753.1', '753.12']
743.11	Simple microphthalmos	simple microphthalmos	['753']	['753', '753.1', '753.12']
743.12	Microphthalmos associated with other anomalies of eye and adnexa	microphthalmos associated with other anomalies of eye and adnexa	['753']	['753', '753.1', '753.12']
743.2	Buphthalmos	buphthalmos	['753']	['753', '753.3']
743.20	Buphthalmos, unspecified	buphthalmos	['753']	['753', '753.3']
743.21	Simple buphthalmos	simple buphthalmos	['753']	['753', '753.3']
743.22	Buphthalmos associated with other ocular anomalies	buphthalmos associated with other ocular anomalies	['753']	['753', '753.3']
743.3	Congenital cataract and lens anomalies	congenital cataract and lens anomalies	['753', '753.1']	['371', '753', '753.2']
743.30	Congenital cataract, unspecified	congenital cataract	['753', '753.1']	['371', '753', '753.2', '753.23']
743.31	Congenital capsular and subcapsular cataract	congenital capsular and subcapsular cataract	['753', '753.1']	['753', '753.2', '753.23']
743.32	Congenital cortical and zonular cataract	congenital cortical and zonular cataract	['753', '753.1']	['753', '753.2', '753.23']
743.33	Congenital nuclear cataract	congenital nuclear cataract	['753', '753.1']	['753', '753.2', '753.23']
743.34	Total and subtotal cataract, congenital	total and subtotal cataract congenital	['753', '753.1']	['753', '753.2', '753.23']
743.35	Congenital aphakia	congenital aphakia	['753', '753.1']	['753', '753.2', '753.21']
743.36	Congenital anomalies of lens shape	congenital anomalies of lens shape	['753', '753.1']	['753', '753.2']
743.37	Congenital ectopic lens	congenital ectopic lens	['753', '753.1']	['372', '372.2', '753', '753.2', '753.24']
743.39	Other congenital cataract and lens anomalies	other congenital cataract and lens anomalies	['753', '753.1']	['753', '753.2']
743.4	Coloboma and other anomalies of anterior segment	coloboma and other anomalies of anterior segment	['753']	['753', '753.4']
743.41	Congenital anomalies of corneal size and shape	congenital anomalies of corneal size and shape	['753']	['753', '753.6']
743.42	Corneal opacities, interfering with vision, congenital	corneal opacities interfering with vision congenital	['753']	['753', '753.6', '753.61']
743.43	Other corneal opacities, congenital	other corneal opacities congenital	['753']	['753', '753.6', '753.61']
743.44	Specified congenital anomalies of anterior chamber, chamber angle, and related structures	specified congenital anomalies of anterior chamber chamber angle and related structures	['753']	['753']
743.45	Aniridia	aniridia	['753']	['753', '753.5', '753.51']
743.46	Other specified congenital anomalies of iris and ciliary body	other specified congenital anomalies of iris and ciliary body	['753']	['753', '753.5']
743.47	Specified congenital anomalies of sclera	specified congenital anomalies of sclera	['753']	['753', '753.7']
743.48	Multiple and combined congenital anomalies of anterior segment	multiple and combined congenital anomalies of anterior segment	['753']	['753']
743.49	Other congenital anomalies of anterior segment	other congenital anomalies of anterior segment	['753']	['753']
743.5	Congenital anomalies of posterior segment	congenital anomalies of posterior segment	['753', '753.2']	['753', '753.8']
743.51	Vitreous anomalies	vitreous anomalies	['753', '753.2']	['753', '753.8', '753.81']
743.52	Fundus coloboma	fundus coloboma	['753', '753.2']	['753', '753.4']
743.53	Chorioretinal degeneration, congenital	chorioretinal degeneration congenital	['753', '753.2']	['753', '753.8', '753.84']
743.54	Congenital folds and cysts of posterior segment	congenital folds and cysts of posterior segment	['753', '753.2']	['753', '753.8']
743.55	Congenital macular changes	congenital macular changes	['753', '753.2']	['753', '753.8']
743.56	Other retinal changes, congenital	other retinal changes congenital	['753', '753.2']	['753', '753.8', '753.82']
743.57	Specified congenital anomalies of optic disc	specified congenital anomalies of optic disk	['753', '753.2']	['753', '753.8', '753.83']
743.58	Vascular anomalies	vascular anomalies	['753', '753.2']	['753', '753.8']
743.59	Other congenital anomalies of posterior segment	other congenital anomalies of posterior segment	['753', '753.2']	['753', '753.8']
743.6	Congenital anomalies of eyelids, lacrimal system, and orbit	congenital anomalies of eyelids lacrimal system and orbit	['749']	['754']
743.61	Congenital ptosis	congenital ptosis	['749']	['361', '361.3', '754', '754.1', '754.11']
743.62	Congenital deformities of eyelids	congenital deformities of eyelids	['749']	['754', '754.1']
743.63	Other specified congenital anomalies of eyelid	other specified congenital anomalies of eyelid	['749']	['754', '754.1']
743.64	Specified congenital anomalies of lacrimal gland	specified congenital anomalies of lacrimal gland	['749']	['754', '754.2']
743.65	Specified congenital anomalies of lacrimal passages	specified congenital anomalies of lacrimal passages	['749']	['754']
743.66	Specified congenital anomalies of orbit	specified congenital anomalies of orbit	['749']	['754']
743.69	Other congenital anomalies of eyelids, lacrimal system, and orbit	other congenital anomalies of eyelids lacrimal system and orbit	['749']	['754']
743.8	Other specified anomalies of eye	other specified anomalies of eye	['753']	['753']
743.9	Unspecified anomaly of eye	anomaly of eye	['753']	['753']
744	Congenital anomalies of ear, face, and neck	congenital anomalies of ear face and neck	['749']	['756']
744.0	Congenital anomalies of ear causing impairment of hearing	congenital anomalies of ear causing impairment of hearing	['749']	['755']
744.00	Unspecified anomaly of ear with impairment of hearing	anomaly of ear with impairment of hearing	['749']	['755']
744.01	Absence of external ear	absence of external ear	['749']	['755', '755.1', '755.12']
744.02	Other anomalies of external ear with impairment of hearing	other anomalies of external ear with impairment of hearing	['749']	['755']
744.03	Anomaly of middle ear, except ossicles	anomaly of middle ear except ossicles	['749']	['755', '755.7']
744.04	Anomalies of ear ossicles	anomalies of ear ossicles	['749']	['755', '755.7']
744.05	Anomalies of inner ear	anomalies of inner ear	['749']	['755', '755.8']
744.09	Other anomalies of ear causing impairment of hearing	other anomalies of ear causing impairment of hearing	['749']	['755']
744.1	Accessory auricle	accessory auricle	['749']	['755', '755.3']
744.2	Other specified congenital anomalies of ear	other specified congenital anomalies of ear	['749']	['755']
744.21	Absence of ear lobe, congenital	absence of ear lobe congenital	['749']	['755', '755.1']
744.22	Macrotia	macrotia	['749']	['755', '755.2']
744.23	Microtia	microtia	['749']	['755', '755.1', '755.11']
744.24	Specified anomalies of Eustachian tube	specified anomalies of eustachian tube	['749']	['755']
744.29	Other specified anomalies of ear	other specified anomalies of ear	['749']	['755']
744.3	Unspecified anomaly of ear	anomaly of ear	['749']	['755']
744.4	Branchial cleft cyst or fistula; preauricular sinus	branchial cleft cyst or fistula preauricular sinus	['749']	['756', '756.1']
744.41	Branchial cleft sinus or fistula	branchial cleft sinus or fistula	['749']	['756', '756.1']
744.42	Branchial cleft cyst	branchial cleft cyst	['749']	['756', '756.1']
744.43	Cervical auricle	cervical auricle	['749']	['756', '756.1']
744.46	Preauricular sinus or fistula	preauricular sinus or fistula	['749']	['756', '756.2']
744.47	Preauricular cyst	preauricular cyst	['749']	['756', '756.2']
744.49	Other branchial cleft cyst or fistula; preauricular sinus	other branchial cleft cyst or fistula preauricular sinus	['749']	['756', '756.1']
744.5	Webbing of neck	webbing of neck	['749']	['756', '756.3']
744.8	Other specified congenital anomalies of face and neck	other specified congenital anomalies of face and neck	['749']	['756']
