phecodeXupdated_code	phecodeXupdated_label	phecodeXupdated_simpleLabel	phecodeXupdated_category
MS_700.3	Systemic sclerosis	systemic sclerosis	Muscloskeletal
MS_700.4	Inflammatory myopathy	inflammatory myopathy	Muscloskeletal
MS_700.41	Myositis	myositis	Muscloskeletal
MS_700.42	Dermatomyositis	dermatomyositis	Muscloskeletal
MS_700.43	Polymyositis	polymyositis	Muscloskeletal
MS_700.44	Inclusion body myositis	inclusion body myositis	Muscloskeletal
MS_700.6	Autoinflammatory syndromes*	autoinflammatory syndromes	Muscloskeletal
MS_700.7	Multisystem inflammatory syndrome*	multisystem inflammatory syndrome	Muscloskeletal
MS_701	Osteomyelitis, periostitis, and other infections involving bone	osteomyelitis periostitis and other infections involving bone	Muscloskeletal
MS_701.1	Osteomyelitis	osteomyelitis	Muscloskeletal
MS_701.11	Acute/subacute osteomyelitis	acutesubacute osteomyelitis	Muscloskeletal
MS_701.12	Chronic osteomyelitis	chronic osteomyelitis	Muscloskeletal
MS_702	Infective and reactive arthropathies	infective and reactive arthropathies	Muscloskeletal
MS_702.1	Pyogenic arthritis [Septic arthritis]	pyogenic arthritis septic arthritis	Muscloskeletal
MS_702.2	Reiter's disease [Reactive arthritis]	reiters disease reactive arthritis	Muscloskeletal
MS_702.3	Enteropathic arthropathies	enteropathic arthropathies	Muscloskeletal
MS_703	Chrystal arthropathies	chrystal arthropathies	Muscloskeletal
MS_703.1	Gout	gout	Muscloskeletal
MS_703.2	Chondrocalcinosis	chondrocalcinosis	Muscloskeletal
MS_703.3	Hydroxyapatite deposition disease*	hydroxyapatite deposition disease	Muscloskeletal
MS_704	Systemic vasculitis	systemic vasculitis	Muscloskeletal
MS_704.1	Polyarteritis nodosa and related conditions	polyarteritis nodosa and related conditions	Muscloskeletal
MS_704.11	Polyarteritis nodosa	polyarteritis nodosa	Muscloskeletal
MS_704.12	Mucocutaneous lymph node syndrome [Kawasaki]	mucocutaneous lymph node syndrome kawasaki	Muscloskeletal
MS_704.13	ANCA-associated vasculitides*	anca-associated vasculitides	Muscloskeletal
MS_704.2	Wegener's granulomatosis	wegeners granulomatosis	Muscloskeletal
MS_704.3	Thrombotic microangiopathy	thrombotic microangiopathy	Muscloskeletal
MS_704.4	Hypersensitivity angiitis	hypersensitivity angiitis	Muscloskeletal
MS_704.5	Giant cell arteritis	giant cell arteritis	Muscloskeletal
MS_704.6	Aortic arch syndrome [Takayasu's disease]	aortic arch syndrome takayasus disease	Muscloskeletal
MS_704.7	Cerebral arteritis	cerebral arteritis	Muscloskeletal
MS_704.8	Thromboangiitis obliterans [Buerger's disease]	thromboangiitis obliterans buergers disease	Muscloskeletal
MS_704.9	Allergic purpura [Henoch-Schoenlein purpura]	allergic purpura henoch-schoenlein purpura	Muscloskeletal
MS_705	Rheumatoid arthritis and other inflammatory polyarthropathies	rheumatoid arthritis and other inflammatory polyarthropathies	Muscloskeletal
MS_705.1	Rheumatoid arthritis	rheumatoid arthritis	Muscloskeletal
MS_705.11	Rheumatoid arthritis without rheumatoid factor*	rheumatoid arthritis without rheumatoid factor	Muscloskeletal
MS_705.12	Rheumatoid arthritis with rheumatoid factor*	rheumatoid arthritis with rheumatoid factor	Muscloskeletal
MS_705.2	Juvenile rheumatoid arthritis [JRA/JIA]	juvenile rheumatoid arthritis jrajia	Muscloskeletal
MS_705.3	Polymyalgia rheumatica	polymyalgia rheumatica	Muscloskeletal
MS_705.4	Palindromic rheumatism	palindromic rheumatism	Muscloskeletal
MS_705.5	Rheumatism, unspecified	rheumatism	Muscloskeletal
MS_705.6	Chronic postrheumatic arthropathy [Jaccoud]	chronic postrheumatic arthropathy jaccoud	Muscloskeletal
MS_706	Inflammatory spondylopathies	inflammatory spondylopathies	Muscloskeletal
MS_706.1	Sacroiliitis	sacroiliitis	Muscloskeletal
MS_706.2	Ankylosing spondylitis	ankylosing spondylitis	Muscloskeletal
MS_706.3	Spinal enthesopathy	spinal enthesopathy	Muscloskeletal
MS_707	Other arthropathies	other arthropathies	Muscloskeletal
MS_707.1	Villonodular synovitis	villonodular synovitis	Muscloskeletal
MS_707.2	Traumatic arthropathy	traumatic arthropathy	Muscloskeletal
MS_707.3	Kaschin-Beck disease	kaschin-beck disease	Muscloskeletal
MS_707.8	Polyarthritis	polyarthritis	Muscloskeletal
MS_707.9	Monoarthritis	monoarthritis	Muscloskeletal
MS_708	Osteoarthritis	osteoarthritis	Muscloskeletal
MS_708.1	Osteoarthritis of more than one site	osteoarthritis of more than one site	Muscloskeletal
MS_708.11	Generalized osteoarthritis	generalized osteoarthritis	Muscloskeletal
MS_709	Acquired deformities of fingers and toes	acquired deformities of fingers and toes	Muscloskeletal
MS_709.1	Acquired deformities of fingers	acquired deformities of fingers	Muscloskeletal
MS_709.11	Mallet finger	mallet finger	Muscloskeletal
MS_709.12	Boutonniere deformity	boutonniere deformity	Muscloskeletal
MS_709.13	Swan-neck deformity	swan-neck deformity	Muscloskeletal
MS_709.2	Acquired deformities of toe	acquired deformities of toe	Muscloskeletal
MS_709.21	Hallux valgus (Bunion)	hallux valgus bunion	Muscloskeletal
MS_709.22	Hallux rigidus	hallux rigidus	Muscloskeletal
MS_709.23	Hallux varus	hallux varus	Muscloskeletal
MS_709.24	Hammer toe	hammer toe	Muscloskeletal
MS_710	Acquired deformities of limbs	acquired deformities of limbs	Muscloskeletal
MS_710.1	Acquired deformities of the forearm and hand	acquired deformities of the forearm and hand	Muscloskeletal
MS_710.11	Wrist drop	wrist drop	Muscloskeletal
MS_710.12	Acquired clawhand	acquired clawhand	Muscloskeletal
MS_710.13	Acquired clubhand	acquired clubhand	Muscloskeletal
MS_710.2	Deformities of the hip	deformities of the hip	Muscloskeletal
MS_710.21	Coxa valga	coxa valga	Muscloskeletal
MS_710.22	Coxa vara	coxa vara	Muscloskeletal
MS_710.23	Protrusio acetabuli	protrusio acetabuli	Muscloskeletal
MS_710.3	Deformities of the knee	deformities of the knee	Muscloskeletal
MS_710.31	Genu valgum (acquired)	genu valgum acquired	Muscloskeletal
MS_710.32	Genu varum (acquired)	genu varum acquired	Muscloskeletal
MS_710.4	Acquired deformities of the ankle and foot	acquired deformities of the ankle and foot	Muscloskeletal
MS_710.41	Flat foot [pes planus]	flat foot pes planus	Muscloskeletal
MS_710.42	Club foot	club foot	Muscloskeletal
MS_710.43	Cavus deformity of foot	cavus deformity of foot	Muscloskeletal
MS_710.44	Foot drop (acquired)*	foot drop acquired	Muscloskeletal
MS_710.45	Claw foot (acquired)	claw foot acquired	Muscloskeletal
MS_710.6	Unequal limb length (acquired)	unequal limb length acquired	Muscloskeletal
MS_711	Disorder of patella	disorder of patella	Muscloskeletal
MS_711.1	Derangement of meniscus	derangement of meniscus	Muscloskeletal
MS_712	Joint derangements and related disorders	joint derangements and related disorders	Muscloskeletal
MS_712.1	Loose body in joint	loose body in joint	Muscloskeletal
MS_712.3	Articular cartilage disorder	articular cartilage disorder	Muscloskeletal
MS_712.4	Ankylosis of joint	ankylosis of joint	Muscloskeletal
MS_712.5	Disorder of ligament	disorder of ligament	Muscloskeletal
MS_712.51	Hypermobility syndrome	hypermobility syndrome	Muscloskeletal
MS_712.6	Instability of joint	instability of joint	Muscloskeletal
MS_712.61	Recurrent dislocation of joint	recurrent dislocation of joint	Muscloskeletal
MS_712.62	Pathological dislocation of joint	pathological dislocation of joint	Muscloskeletal
MS_712.63	Spinal instabilities*	spinal instabilities	Muscloskeletal
MS_713	Symptoms related to joints	symptoms related to joints	Muscloskeletal
MS_713.1	Hemarthrosis	hemarthrosis	Muscloskeletal
MS_713.2	Effusion of joint	effusion of joint	Muscloskeletal
MS_713.3	Pain in joint	pain in joint	Muscloskeletal
MS_713.31	Pain in shoulder	pain in shoulder	Muscloskeletal
MS_713.32	Pain in elbow	pain in elbow	Muscloskeletal
MS_713.34	Pain in wrist*	pain in wrist	Muscloskeletal
MS_713.35	Pain in joints of hand	pain in joints of hand	Muscloskeletal
MS_713.36	Pain in hip	pain in hip	Muscloskeletal
MS_713.37	Pain in knee	pain in knee	Muscloskeletal
MS_713.38	Pain in ankle and joints of foot	pain in ankle and joints of foot	Muscloskeletal
MS_713.4	Stiffness of joint	stiffness of joint	Muscloskeletal
MS_713.5	Clicking hip*	clicking hip	Muscloskeletal
MS_714	Deforming dorsopathies	deforming dorsopathies	Muscloskeletal
MS_714.1	Kyphosis	kyphosis	Muscloskeletal
MS_714.2	Lordosis	lordosis	Muscloskeletal
MS_714.3	Scoliosis	scoliosis	Muscloskeletal
MS_714.31	Idiopathic scoliosis	idiopathic scoliosis	Muscloskeletal
MS_714.32	Thoracogenic scoliosis	thoracogenic scoliosis	Muscloskeletal
MS_714.5	Spondylolysis	spondylolysis	Muscloskeletal
MS_714.6	Spondylolisthesis	spondylolisthesis	Muscloskeletal
MS_714.7	Fusion of spine*	fusion of spine	Muscloskeletal
MS_715	Other non-inflammatory spondylopathy	other non-inflammatory spondylopathy	Muscloskeletal
MS_715.1	Spondylosis	spondylosis	Muscloskeletal
MS_715.4	Spinal stenosis	spinal stenosis	Muscloskeletal
MS_715.5	Ankylosing hyperostosis [Forestier]	ankylosing hyperostosis forestier	Muscloskeletal
MS_715.6	Kissing spine	kissing spine	Muscloskeletal
MS_716	Intervertebral disc disorder	intervertebral disk disorder	Muscloskeletal
MS_716.1	Schmorl's nodes	schmorls nodes	Muscloskeletal
MS_716.2	Degenerative disc disease	degenerative disk disease	Muscloskeletal
MS_716.3	Spinal disc displacement (herniation)	spinal disk displacement herniation	Muscloskeletal
MS_717	Other and unspecified dorsopathies	other anddorsopathies	Muscloskeletal
MS_717.1	Cervicocranial syndrome	cervicocranial syndrome	Muscloskeletal
MS_717.2	Sacrococcygeal disorders	sacrococcygeal disorders	Muscloskeletal
MS_717.3	Occipital neuralgia*	occipital neuralgia	Muscloskeletal
MS_718	Back pain	back pain	Muscloskeletal
MS_718.1	Radiculopathy	radiculopathy	Muscloskeletal
MS_718.2	Cervicalgia	cervicalgia	Muscloskeletal
MS_718.3	Mid back pain	mid back pain	Muscloskeletal
MS_718.4	Low back pain	low back pain	Muscloskeletal
MS_718.5	Sciatica	sciatica	Muscloskeletal
MS_719	Disorders of muscle	disorders of muscle	Muscloskeletal
MS_719.1	Cramp and spasm	cramp and spasm	Muscloskeletal
MS_719.11	Spasm of muscle	spasm of muscle	Muscloskeletal
MS_719.2	Muscle calcification and ossification	muscle calcification and ossification	Muscloskeletal
MS_719.21	Myositis ossificans progressiva	myositis ossificans progressiva	Muscloskeletal
MS_719.22	Myositis ossificans traumatica	myositis ossificans traumatica	Muscloskeletal
MS_719.3	Separation of muscle (nontraumatic)	separation of muscle nontraumatic	Muscloskeletal
MS_719.4	Rupture of muscle (nontraumatic)	rupture of muscle nontraumatic	Muscloskeletal
MS_719.5	Compartment syndrome and nontraumatic ischemic infarction of muscle	compartment syndrome and nontraumatic ischemic infarction of muscle	Muscloskeletal
MS_719.6	Muscle wasting and atrophy	muscle wasting and atrophy	Muscloskeletal
MS_719.61	Sarcopenia*	sarcopenia	Muscloskeletal
MS_719.8	Rhabdomyolysis	rhabdomyolysis	Muscloskeletal
MS_719.91	Contracture of tendon	contracture of tendon	Muscloskeletal
MS_719.92	Contracture of joint	contracture of joint	Muscloskeletal
MS_719.93	Contracture of muscle*	contracture of muscle	Muscloskeletal
MS_720	Spontaneous rupture of synovium and tendon	spontaneous rupture of synovium and tendon	Muscloskeletal
MS_721	Synoviopathy and bursopathy	synoviopathy and bursopathy	Muscloskeletal
MS_721.1	Synovitis and tenosynovitis	synovitis and tenosynovitis	Muscloskeletal
MS_721.11	Trigger finger	trigger finger	Muscloskeletal
MS_721.12	Radial styloid tenosynovitis [de Quervain]	radial styloid tenosynovitis de quervain	Muscloskeletal
MS_721.15	Infective (teno)synovitis*	infective tenosynovitis	Muscloskeletal
MS_721.16	Transient synovitis*	transient synovitis	Muscloskeletal
MS_721.2	Ganglion cyst	ganglion cyst	Muscloskeletal
MS_721.3	Plica syndrome	plica syndrome	Muscloskeletal
MS_721.4	Calcium deposits in tendon and bursa	calcium deposits in tendon and bursa	Muscloskeletal
MS_721.5	Bursitis	bursitis	Muscloskeletal
MS_721.6	Baker's cyst [popliteal cyst]	bakers cyst popliteal cyst	Muscloskeletal
MS_721.7	Synovial hypertrophy*	synovial hypertrophy	Muscloskeletal
MS_722	Fasciopathy	fasciopathy	Muscloskeletal
MS_722.1	Plantar fascial fibromatosis [Plantar fasciitis]	plantar fascial fibromatosis plantar fasciitis	Muscloskeletal
MS_722.2	Pseudosarcomatous fibromatosis [Nodular fasciitis]*	pseudosarcomatous fibromatosis nodular fasciitis	Muscloskeletal
MS_722.3	Necrotizing fasciitis	necrotizing fasciitis	Muscloskeletal
MS_722.4	Palmar fascial fibromatosis [Dupuytren]	palmar fascial fibromatosis dupuytren	Muscloskeletal
MS_723	Enthesopathy/Enthesitis/Tendinopathy	enthesopathyenthesitistendinopathy	Muscloskeletal
MS_723.1	Adhesive capsulitis of shoulder	adhesive capsulitis of shoulder	Muscloskeletal
MS_723.2	Rotator cuff tear or rupture	rotator cuff tear or rupture	Muscloskeletal
MS_723.3	Medial epicondylitis (Golfer's elbow)	medial epicondylitis golfers elbow	Muscloskeletal
MS_723.4	Lateral epicondylitis (Tennis elbow)	lateral epicondylitis tennis elbow	Muscloskeletal
MS_723.5	Tendinitis	tendinitis	Muscloskeletal
MS_723.51	Achilles tendinitis	achilles tendinitis	Muscloskeletal
MS_723.52	Posterior tibial tendinitis	posterior tibial tendinitis	Muscloskeletal
MS_723.6	Impingement syndrome of shoulder*	impingement syndrome of shoulder	Muscloskeletal
MS_723.7	Iliotibial band syndrome*	iliotibial band syndrome	Muscloskeletal
MS_724	Other symptoms and disorders of the soft tissue	other symptoms and disorders of the soft tissue	Muscloskeletal
MS_724.1	Myalgia	myalgia	Muscloskeletal
MS_724.2	Hypertrophy of (infrapatellar) fat pad	hypertrophy of infrapatellar fat pad	Muscloskeletal
MS_724.3	Nontraumatic hematoma of soft tissue	nontraumatic hematoma of soft tissue	Muscloskeletal
MS_724.4	Panniculitis	panniculitis	Muscloskeletal
MS_724.5	Exostosis	exostosis	Muscloskeletal
MS_724.51	Calcaneal spur	calcaneal spur	Muscloskeletal
MS_724.52	Osteophyte*	osteophyte	Muscloskeletal
MS_725	Osteochondrosis	osteochondrosis	Muscloskeletal
MS_725.1	Spinal osteochondrosis	spinal osteochondrosis	Muscloskeletal
MS_726.1	Osteoporosis	osteoporosis	Muscloskeletal
MS_726.5	Osteomalacia	osteomalacia	Muscloskeletal
MS_726.6	Osteolysis*	osteolysis	Muscloskeletal
MS_726.7	Major osseous defects	major osseous defects	Muscloskeletal
MS_726.8	Skeletal fluorosis*	skeletal fluorosis	Muscloskeletal
MS_727	Other disorders of bone	other disorders of bone	Muscloskeletal
MS_727.1	Osteonecrosis	osteonecrosis	Muscloskeletal
MS_727.2	Hypertrophic osteoarthropathy [Hypertrophic pulmonary osteoarthropathy]	hypertrophic osteoarthropathy hypertrophic pulmonary osteoarthropathy	Muscloskeletal
MS_727.3	Osteitis deformans [Paget's disease of bone]	osteitis deformans pagets disease of bone	Muscloskeletal
MS_727.4	Hyperostosis of skull	hyperostosis of skull	Muscloskeletal
MS_727.5	Cyst of bone	cyst of bone	Muscloskeletal
MS_727.6	Hypertrophy of bone*	hypertrophy of bone	Muscloskeletal
MS_727.7	Osteitis condensans	osteitis condensans	Muscloskeletal
MS_728	Chondropathies	chondropathies	Muscloskeletal
MS_728.1	Chondromalacia	chondromalacia	Muscloskeletal
MS_728.2	Osteochondritis dissecans	osteochondritis dissecans	Muscloskeletal
MS_728.3	Costochondritis [Tietze's disease]	costochondritis tietzes disease	Muscloskeletal
MS_728.4	Nontraumatic slipped upper femoral epiphysis	nontraumatic slipped upper femoral epiphysis	Muscloskeletal
MS_728.6	Chondrolysis*	chondrolysis	Muscloskeletal
MS_728.7	Relapsing polychondritis*	relapsing polychondritis	Muscloskeletal
MS_728.8	Kienbock's disease of adults*	kienbocks disease of adults	Muscloskeletal
MS_729	Other acquired musculoskeletal deformity	other acquired musculoskeletal deformity	Muscloskeletal
MS_730	Other disorders and symptoms of the musculoskeletal system	other disorders and symptoms of the musculoskeletal system	Muscloskeletal
MS_730.1	Segmental and somatic dysfunction	segmental and somatic dysfunction	Muscloskeletal
MS_730.3	Immobility syndrome (paraplegic)*	immobility syndrome paraplegic	Muscloskeletal
MS_730.4	Loss of height	loss of height	Muscloskeletal
MS_732	Nonspecific abnormal findings on radiological and other examination of musculoskeletal system	nonspecific abnormal findings on radiological and other examination of musculoskeletal system	Muscloskeletal
MS_733	Dentofacial anomalies, including malocclusion	dentofacial anomalies including malocclusion	Muscloskeletal
MS_733.1	Major anomalies of jaw size	major anomalies of jaw size	Muscloskeletal
