phecodeX_code	phecodeX_label	phecodeX_simpleLabel	phecodeX_category
057.1	Human immunodeficiency virus	human immunodeficiency virus	ID
027	Shigella	shigella	ID
092.5	Toxic shock syndrome	toxic shock syndrome	ID
054.1	Hepatitis A	hepatitis a	ID
054.2	Hepatitis B	hepatitis b	ID
054.3	Hepatitis C	hepatitis c	ID
054.5	Hepatitis E	hepatitis e	ID
054.21	Hepatitis delta	hepatitis delta	ID
019	Treponema	treponema	ID
050	Enterovirus	enterovirus	ID
030	Campylobacter	campylobacter	ID
071	Coccidioides	coccidioides	ID
180.1	Autoimmune lymphoproliferative syndrome [ALPS]	autoimmune lymphoproliferative syndrome alps	Blood
179.5	Selective deficiency of immunoglobulin M [IgM]	selective deficiency of immunoglobulin m igm	Blood
073	Blastomyces	blastomyces	ID
074	Aspergillosis	aspergillosis	ID
075	Cryptococcosis	cryptococcosis	ID
238.2	Hypercarotenemia	hypercarotenemia	Metab
020.1	Lyme disease	lyme disease	ID
060	Adenovirus	adenovirus	ID
058.1	Respiratory syncytial virus	respiratory syncytial virus	ID
059	Coronavirus	coronavirus	ID
161.2	Extrinsic (acquired) hemolytic anemias	extrinsic acquired hemolytic anemias	Blood
022	Ehrlichiosis	ehrlichiosis	ID
660	Infection of the skin	infection of the skin	Derm
104.2	Malignant neoplasm of retroperitoneum and peritoneum	malignant neoplasm of retroperitoneum and peritoneum	Neoplasms
104.1	Malignant neoplam of the bone and/or cartilage	malignant neoplam of the bone andor cartilage	Neoplasms
204.1	Impaired fasting glucose	impaired fasting glucose	Endo
204.2	Impaired glucose tolerance (oral)	impaired glucose tolerance oral	Endo
209.21	Diabetes insipidus	diabetes insipidus	Endo
214.21	Estrogen excess	estrogen excess	Endo
214.22	Androgen excess*	androgen excess	Endo
215.5	Postprocedural testicular hypofunction	postprocedural testicular hypofunction	Endo
603.5	Orchitis and epididymitis	orchitis and epididymitis	Genitourinary
396.2	Sensorineural hearing loss	sensorineural hearing loss	Hearing
396.3	Mixed conductive and sensorineural hearing loss	mixed conductive and sensorineural hearing loss	Hearing
396	Hearing impairment	hearing impairment	Hearing
629	Female infertility	female infertility	Genitourinary
594.31	Urge incontinence	urge incontinence	Genitourinary
594.11	Urinary hesitancy	urinary hesitancy	Genitourinary
594.32	Stress incontinence	stress incontinence	Genitourinary
504.2	Gingival recession	gingival recession	GI
468.6	Cytomegaloviral pneumonitis	cytomegaloviral pneumonitis	Resp
329.3	Age-related cognitive decline [Senility]	age-related cognitive decline senility	Neuro
296.8	Narcissistic personality disorder	narcissistic personality disorder	Mental
367.6	Episcleritis	episcleritis	Eye
380.24	Pseudopapilledema of optic disc	pseudopapilledema of optic disk	Eye
888	Skin conditions in infants	skin conditions in infants	Neonate
361.8	Blepharophimosis	blepharophimosis	Eye
520.11	Inguinal hernia	inguinal hernia	GI
520.12	Femoral hernia	femoral hernia	GI
165.1	Sickle-cell disorders	sickle-cell disorders	Blood
733.31	Crowding of teeth	crowding of teeth	Musc/Skel
308.7	Restlessness and agitation*	restlessness and agitation	Mental
674.21	Cafe au lait spots*	cafe au lait spots	Derm
528.2	Vomiting	vomiting	GI
823.1	Nonspecific elevation of levels of transaminase and lactic acid dehydrogenase [LDH]	nonspecific elevation of levels of transaminase and lactic acid dehydrogenase ldh	Signs/Symptoms
609.1	Azoospermia	azoospermia	Genitourinary
618.11	Cystocele	cystocele	Genitourinary
907.4	Placenta accreta*	placenta accreta	Preg
446.2	Orthostatic hypotension	orthostatic hypotension	Cardio
328.34	Cerebral degenerations in childhood	cerebral degenerations in childhood	Neuro
328.341	Leigh's disease*	leighs disease	Neuro
762.1	Congenital tracheoesophageal fistula, esophageal atresia and stenosis	congenital tracheoesophageal fistula esophageal atresia and stenosis	Cong
444.1	Varicose veins	varicose veins	Cardio
374	Disorders of the retina	disorders of the retina	Eye
413.41	Pulmonary valve stenosis*	pulmonary valve stenosis	Cardio
413.42	Pulmonary valve insufficiency*	pulmonary valve insufficiency	Cardio
413.21	Aortic stenosis	aortic stenosis	Cardio
413.22	Aortic insufficiency	aortic insufficiency	Cardio
619.31	Incompetence of cervix uteri	incompetence of cervix uteri	Genitourinary
413.11	Mitral valve insufficiency	mitral valve insufficiency	Cardio
413.12	Mitral valve prolapse*	mitral valve prolapse	Cardio
413.13	Mitral valve stenosis	mitral valve stenosis	Cardio
413.31	Tricuspid value stenosis*	tricuspid value stenosis	Cardio
413.32	Tricuspid value insufficiency*	tricuspid value insufficiency	Cardio
438.7	Aneurysm of heart	aneurysm of heart	Cardio
438.9	Aneurysm of pulmonary artery	aneurysm of pulmonary artery	Cardio
438.14	Ruptured aoritc aneurysm	ruptured aoritc aneurysm	Cardio
175.3	Familial polycythemia [Familial erythrocytosis]	familial polycythemia familial erythrocytosis	Blood
448.2	Erythromelalgia	erythromelalgia	Cardio
106.3	Malignant neoplasm of the ovary	malignant neoplasm of the ovary	Neoplasms
106.4	Malignant neoplasm of the fallopian tube and uterine adnexa	malignant neoplasm of the fallopian tube and uterine adnexa	Neoplasms
139	Benign sarcoma-related cancers	benign sarcoma-related cancers	Neoplasms
334.23	Facial weakness	facial weakness	Neuro
683.2	Nail dystrophy*	nail dystrophy	Derm
098.3	Carrier of viral hepatitis	carrier of viral hepatitis	ID
097	Drug resistant microorganisms	drug resistant microorganisms	ID
594.33	Nocturnal enuresis	nocturnal enuresis	Genitourinary
628.3	polycystic ovary syndrome	polycystic ovary syndrome	Genitourinary
468.3	Ventilator associated pneumonia	ventilator associated pneumonia	Resp
371.4	Cortical, lamellar, or zonular nonsenile cataract	cortical lamellar or zonular nonsenile cataract	Eye
372	Disorders of lens (excluding cataracts)	disorders of lens excluding cataracts	Eye
384.4	Tonic pupil	tonic pupil	Eye
360.11	Hordeolum externum	hordeolum externum	Eye
369.52	Lattice corneal dystrophy	lattice corneal dystrophy	Eye
369.53	Granular corneal dystrophy	granular corneal dystrophy	Eye
369.54	Juvenile epithelial corneal dystrophy [Meesmann corneal dystrophy]	juvenile epithelial corneal dystrophy meesmann corneal dystrophy	Eye
334.4	Disorders of oculomotor nerves	disorders of oculomotor nerves	Neuro
121.22	Chronic myloid leukemia	chronic myloid leukemia	Neoplasms
330.4	Post traumatic seizures	post traumatic seizures	Neuro
328.8	Dementia in conditions classified elsewhere	dementia in conditions classified elsewhere	Neuro
824.1	Abnormality of albumin*	abnormality of albumin	Signs/Symptoms
824.2	Abnormality of globulin*	abnormality of globulin	Signs/Symptoms
840.4	Latex allergy	latex allergy	Signs/Symptoms
840.5	Allergy to radiographic dye	allergy to radiographic dye	Signs/Symptoms
840.8	Allergies related to other diseases/symptoms	allergies related to other diseasessymptoms	Signs/Symptoms
381.4	Exotropia	exotropia	Eye
381.41	Alternating exotropia	alternating exotropia	Eye
382	Other disorders of binocular movement	other disorders of binocular movement	Eye
363.51	Epiphora due to excess lacrimation	epiphora due to excess lacrimation	Eye
361.11	Senile entropion	senile entropion	Eye
361.12	Mechanical entropion	mechanical entropion	Eye
619.32	Erosion and ectropion of cervix	erosion and ectropion of cervix	Genitourinary
363.4	Lacrimal atrophy	lacrimal atrophy	Eye
E	Encounter	encounter	x
Stat	Status	status	Status
528.21	Vomiting of fecal matter	vomiting of fecal matter	GI
331.4	Cluster headaches	cluster headaches	Neuro
331.5	Paroxysmal hemicrania	paroxysmal hemicrania	Neuro
331.6	Migraine	migraine	Neuro
331.65	Cyclical vomiting in migraine*	cyclical vomiting in migraine	Neuro
331.61	Migraine with aura	migraine with aura	Neuro
331.62	Hemiplegic migraine	hemiplegic migraine	Neuro
331.63	Menstrual migraine	menstrual migraine	Neuro
331.64	Chronic migraine without aura	chronic migraine without aura	Neuro
527.1	Abdominal migraine*	abdominal migraine	GI
331.32	Hypnic headache	hypnic headache	Neuro
331.33	Thunderclap headache	thunderclap headache	Neuro
293.2	Bulimia nervosa	bulimia nervosa	Mental
293.3	Binge eating disorder*	binge eating disorder	Mental
754.2	Congenital anomalies of lacrimal gland	congenital anomalies of lacrimal gland	Cong
754.11	Congenital ptosis	congenital ptosis	Cong
755.1	Aplasia/Hypoplasia of the external ear	aplasiahypoplasia of the external ear	Cong
406.6	Cor pulmonale (chronic)*	cor pulmonale chronic	Cardio
809.1	Acute pain	acute pain	Signs/Symptoms
809.2	Chronic pain	chronic pain	Signs/Symptoms
809.22	Central pain syndrome	central pain syndrome	Signs/Symptoms
809.3	Pain in limb	pain in limb	Signs/Symptoms
325.3	Lack of coordination	lack of coordination	Neuro
367.7	Scleritis	scleritis	Eye
368	Noninflammatory disorders of sclera	noninflammatory disorders of sclera	Eye
367.13	Blepharoconjunctivitis	blepharoconjunctivitis	Eye
368.1	Scleral staphyloma	scleral staphyloma	Eye
368.2	Scleral ectasia	scleral ectasia	Eye
367.52	Iridocyclitis	iridocyclitis	Eye
367.53	Chorioretinitis	chorioretinitis	Eye
367.8	Hypopyon	hypopyon	Eye
360.12	Hordeolum internum	hordeolum internum	Eye
361.25	Paralytic lagophthalmos	paralytic lagophthalmos	Eye
361.24	Cicatricial lagophthalmos	cicatricial lagophthalmos	Eye
868.6	Congenital hydrocele	congenital hydrocele	Neonate
594.41	Nocturia	nocturia	Genitourinary
903.1	Preterm labor	preterm labor	Preg
350.5	Repeated falls*	repeated falls	Neuro
334.42	Fourth [trochlear] nerve palsy	fourth trochlear nerve palsy	Neuro
784.12	Congenital talipes calcaneovarus	congenital talipes calcaneovarus	Cong
380.51	Cortical blindness	cortical blindness	Eye
200.15	Postinfectious hypothyroidism*	postinfectious hypothyroidism	Endo
361.4	Blepharochalasis	blepharochalasis	Eye
618.12	Rectocele	rectocele	Genitourinary
625.3	Vulvodynia	vulvodynia	Genitourinary
210.3	Ectopic ACTH syndrome*	ectopic acth syndrome	Endo
468.16	Human metapneumovirus pneumonia*	human metapneumovirus pneumonia	Resp
468.15	Pneumonia due to SARS-associated coronavirus	pneumonia due to sars-associated coronavirus	Resp
370.1	Degeneration of iris and ciliary body	degeneration of iris and ciliary body	Eye
390.2	Exostosis of external auditory canal	exostosis of external auditory canal	Hearing
602.4	Elevated prostate specific antigen [PSA]	elevated prostate specific antigen psa	Genitourinary
605.1	Male erectile dysfunction	male erectile dysfunction	Genitourinary
605.2	Ejaculatory dysfunction	ejaculatory dysfunction	Genitourinary
755	Congenital malformations of ear	congenital malformations of ear	Cong
325.12	Fasciculation*	fasciculation	Neuro
788	Congenital osteodystrophies	congenital osteodystrophies	Cong
777	Congenital malformations of respiratory system	congenital malformations of respiratory system	Cong
787.3	Congenital kyphosis	congenital kyphosis	Cong
787.4	Congenital lordosis	congenital lordosis	Cong
787.5	Congenital malformation of ribs and sternum	congenital malformation of ribs and sternum	Cong
787.51	Cervical rib	cervical rib	Cong
466.4	Hypertrophy of tonsils and adenoids	hypertrophy of tonsils and adenoids	Resp
098	Carrier or suspected carrier of infectious diseases	carrier or suspected carrier of infectious diseases	ID
095	Sequela of infection	sequela of infection	ID
100.8	Malignant neoplasm of the lip	malignant neoplasm of the lip	Neoplasms
100.12	Malignant neoplasm of the tongue	malignant neoplasm of the tongue	Neoplasms
100.13	Malignant neoplasm of the gums	malignant neoplasm of the gums	Neoplasms
100.14	Malignant neoplasm of the floor of mouth	malignant neoplasm of the floor of mouth	Neoplasms
100.15	Malignant neoplasm of the palate	malignant neoplasm of the palate	Neoplasms
100.9	Malignant neoplasm of the salivary glands	malignant neoplasm of the salivary glands	Neoplasms
100.6	Malignant neoplasm of the larynx	malignant neoplasm of the larynx	Neoplasms
100.7	Malignant neoplasm of the pharynx	malignant neoplasm of the pharynx	Neoplasms
101.1	Malignant neoplasm of the esophagus	malignant neoplasm of the esophagus	Neoplasms
101.2	Malignant neoplasm of stomach	malignant neoplasm of stomach	Neoplasms
101.3	Malignant neoplasm of the small intestine	malignant neoplasm of the small intestine	Neoplasms
101.4	Malignant neoplasm of the colon and rectum	malignant neoplasm of the colon and rectum	Neoplasms
101.5	Malignant neoplasm of the anus and anal canal	malignant neoplasm of the anus and anal canal	Neoplasms
101.6	Malignant neoplasm of the liver and intrahepatic bile ducts	malignant neoplasm of the liver and intrahepatic bile ducts	Neoplasms
101.41	Malignant neoplasm of the colon	malignant neoplasm of the colon	Neoplasms
101.42	Malignant neoplasm of the rectum	malignant neoplasm of the rectum	Neoplasms
101.7	Malignant neoplasm of the gallbladder and extrahepatic bile ducts	malignant neoplasm of the gallbladder and extrahepatic bile ducts	Neoplasms
101.8	Malignant neoplasm of the pancreas	malignant neoplasm of the pancreas	Neoplasms
581.12	Chronic pyelonephritis	chronic pyelonephritis	Genitourinary
581.11	Acute pyelonephritis	acute pyelonephritis	Genitourinary
