hpo_code	hpo_label	hpo_simpleLabel	hpo_original
HP_0010258	Bracket shaped end part of the middle hand bones	bracket shaped end part of the middle hand bones	False
HP_0009205	Cone-shaped epiphysis of the middle phalanx of the 5th finger	cone-shaped epiphysis of the middle phalanx of the 5th finger	True
HP_0009205	Cone-shaped end part of the middle bone of the little finger	cone-shaped end part of the middle bone of the little finger	False
HP_0009205	Cone-shaped end part of the middle bone of the pinkie finger	cone-shaped end part of the middle bone of the pinkie finger	False
HP_0009205	Cone-shaped end part of the middle bone of the pinky finger	cone-shaped end part of the middle bone of the pinky finger	False
HP_0010259	Cone-shaped epiphyses of the middle phalanges of the hand	cone-shaped epiphyses of the middle phalanges of the hand	True
HP_0010259	Cone-shaped end part of the middle hand bones	cone-shaped end part of the middle hand bones	False
HP_0010259	Cone-shaped epiphyses of middle phalanges	cone-shaped epiphyses of middle phalanges	False
HP_0009206	Enlarged epiphysis of the middle phalanx of the 5th finger	enlarged epiphysis of the middle phalanx of the 5th finger	True
HP_0009206	Enlarged end part of the middle bone of the little finger	enlarged end part of the middle bone of the little finger	False
HP_0009206	Enlarged end part of the middle bone of the pinkie finger	enlarged end part of the middle bone of the pinkie finger	False
HP_0009206	Enlarged end part of the middle bone of the pinky finger	enlarged end part of the middle bone of the pinky finger	False
HP_0010260	Enlarged epiphyses of the middle phalanges of the hand	enlarged epiphyses of the middle phalanges of the hand	True
HP_0010260	Enlarged end part of the middle hand bones	enlarged end part of the middle hand bones	False
HP_0009207	Fragmentation of the epiphysis of the middle phalanx of the 5th finger	fragmentation of the epiphysis of the middle phalanx of the 5th finger	True
HP_0009207	Fragmentation of end part of the middle bone of the little finger	fragmentation of end part of the middle bone of the little finger	False
HP_0009207	Fragmentation of end part of the middle bone of the pinkie finger	fragmentation of end part of the middle bone of the pinkie finger	False
HP_0009207	Fragmentation of end part of the middle bone of the pinky finger	fragmentation of end part of the middle bone of the pinky finger	False
HP_0010261	Fragmentation of the epiphyses of the middle phalanges of the hand	fragmentation of the epiphyses of the middle phalanges of the hand	True
HP_0010261	Fragmentation of the end part of the middle hand bones	fragmentation of the end part of the middle hand bones	False
HP_0009208	Irregular epiphysis of the middle phalanx of the 5th finger	irregular epiphysis of the middle phalanx of the 5th finger	True
HP_0009208	Irregular end part of the middle bone of the little finger	irregular end part of the middle bone of the little finger	False
HP_0009208	Irregular end part of the middle bone of the pinkie finger	irregular end part of the middle bone of the pinkie finger	False
HP_0009208	Irregular end part of the middle bone of the pinky finger	irregular end part of the middle bone of the pinky finger	False
HP_0010262	Irregular epiphyses of the middle phalanges of the hand	irregular epiphyses of the middle phalanges of the hand	True
HP_0010262	Irregular end part of middle hand bones	irregular end part of middle hand bones	False
HP_0009209	Ivory epiphysis of the middle phalanx of the 5th finger	ivory epiphysis of the middle phalanx of the 5th finger	True
HP_0009209	Increased bone density of end part of the middle bone of little finger	increased bone density of end part of the middle bone of little finger	False
HP_0009209	Increased bone density of end part of the middle bone of pinkie finger	increased bone density of end part of the middle bone of pinkie finger	False
HP_0009209	Increased bone density of end part of the middle bone of pinky finger	increased bone density of end part of the middle bone of pinky finger	False
HP_0010263	Ivory epiphyses of the middle phalanges of the hand	ivory epiphyses of the middle phalanges of the hand	True
HP_0010263	Increased bone density of end part of the middle hand bones	increased bone density of end part of the middle hand bones	False
HP_0009210	Pseudoepiphysis of the middle phalanx of the 5th finger	pseudoepiphysis of the middle phalanx of the 5th finger	True
HP_0010264	Pseudoepiphyses of the middle phalanges of the hand	pseudoepiphyses of the middle phalanges of the hand	True
HP_0009211	Small epiphysis of the middle phalanx of the 5th finger	small epiphysis of the middle phalanx of the 5th finger	True
HP_0009211	Small end part of the middle bone of the little finger	small end part of the middle bone of the little finger	False
HP_0009211	Small end part of the middle bone of the pinkie finger	small end part of the middle bone of the pinkie finger	False
HP_0009211	Small end part of the middle bone of the pinky finger	small end part of the middle bone of the pinky finger	False
HP_0010265	Small epiphyses of the middle phalanges of the hand	small epiphyses of the middle phalanges of the hand	True
HP_0010265	Small end part of the middle hand bones	small end part of the middle hand bones	False
HP_0009212	Stippling of the epiphysis of the middle phalanx of the 5th finger	stippling of the epiphysis of the middle phalanx of the 5th finger	True
HP_0009212	Speckled calcifications in end part of the middle bone of the little finger	speckled calcifications in end part of the middle bone of the little finger	False
HP_0009212	Speckled calcifications in end part of the middle bone of the pinkie finger	speckled calcifications in end part of the middle bone of the pinkie finger	False
HP_0009212	Speckled calcifications in end part of the middle bone of the pinky finger	speckled calcifications in end part of the middle bone of the pinky finger	False
HP_0010266	Stippling of the epiphyses of the middle phalanges of the hand	stippling of the epiphyses of the middle phalanges of the hand	True
HP_0010266	Speckled calcifications in the end part of the middle hand bones	speckled calcifications in the end part of the middle hand bones	False
HP_0009213	Triangular epiphysis of the middle phalanx of the 5th finger	triangular epiphysis of the middle phalanx of the 5th finger	True
HP_0009213	Delta-shaped epiphysis of the middle phalanx of the 5th finger	delta-shaped epiphysis of the middle phalanx of the 5th finger	False
HP_0009213	Triangular end part of the middle bone of the little finger	triangular end part of the middle bone of the little finger	False
HP_0009213	Triangular end part of the middle bone of the pinkie finger	triangular end part of the middle bone of the pinkie finger	False
HP_0009213	Triangular end part of the middle bone of the pinky finger	triangular end part of the middle bone of the pinky finger	False
HP_0010267	Triangular epiphyses of the middle phalanges of the hand	triangular epiphyses of the middle phalanges of the hand	True
HP_0010267	Triangular end part of the middle hand bones	triangular end part of the middle hand bones	False
HP_0009214	Absent epiphysis of the middle phalanx of the 4th finger	absent epiphysis of the middle phalanx of the 4th finger	True
HP_0009214	Absent end part of the middle bone of the ring finger	absent end part of the middle bone of the ring finger	False
HP_0009247	Abnormality of the epiphysis of the middle phalanx of the 4th finger	abnormality of the epiphysis of the middle phalanx of the 4th finger	True
HP_0009247	Abnormality of the end part of the middle bone of the ring finger	abnormality of the end part of the middle bone of the ring finger	False
HP_0009393	Absent epiphyses of the 4th finger	absent epiphyses of the 4th finger	True
HP_0009393	Absent end part of the ring finger bone	absent end part of the ring finger bone	False
HP_0009215	Bracket epiphysis of the middle phalanx of the 4th finger	bracket epiphysis of the middle phalanx of the 4th finger	True
HP_0009215	Bracket shaped end part of the middle bone of the ring finger	bracket shaped end part of the middle bone of the ring finger	False
HP_0009394	Bracket epiphyses of the 4th finger	bracket epiphyses of the 4th finger	True
HP_0009394	Bracket shaped end part of ring finger bones	bracket shaped end part of ring finger bones	False
HP_0009216	Cone-shaped epiphysis of the middle phalanx of the 4th finger	cone-shaped epiphysis of the middle phalanx of the 4th finger	True
HP_0009216	Cone-shaped end part of the middle bone of the ring finger	cone-shaped end part of the middle bone of the ring finger	False
HP_0009217	Enlarged epiphysis of the middle phalanx of the 4th finger	enlarged epiphysis of the middle phalanx of the 4th finger	True
HP_0009217	Enlarged end part of the middle bone of the ring finger	enlarged end part of the middle bone of the ring finger	False
HP_0009396	Enlarged epiphyses of the 4th finger	enlarged epiphyses of the 4th finger	True
HP_0009396	Enlarged end part of the ring finger bones	enlarged end part of the ring finger bones	False
HP_0009218	Fragmentation of the epiphysis of the middle phalanx of the 4th finger	fragmentation of the epiphysis of the middle phalanx of the 4th finger	True
HP_0009218	Fragmentation of end part of the middle bone of the ring finger	fragmentation of end part of the middle bone of the ring finger	False
HP_0009397	Fragmentation of the epiphyses of the 4th finger	fragmentation of the epiphyses of the 4th finger	True
HP_0009397	Fragmentation of the end part of the ring finger bones	fragmentation of the end part of the ring finger bones	False
HP_0009219	Irregular epiphysis of the middle phalanx of the 4th finger	irregular epiphysis of the middle phalanx of the 4th finger	True
HP_0009219	Irregular end part of the middle bone of the ring finger	irregular end part of the middle bone of the ring finger	False
HP_0009398	Irregular epiphyses of the 4th finger	irregular epiphyses of the 4th finger	True
HP_0009398	Irregular end part of the ring finger bones	irregular end part of the ring finger bones	False
