narrower,phecode1.2_label,hpo_label,phecode1.2_code,hpo_code
,Gram negative septicemia,Sepsis,038.1,HP_0100806
,Tuberculosis,Erythema nodosum,010,HP_0012219
,Psoriatic arthropathy,Psoriasiform dermatitis,696.42,HP_0003765
,Congenital anomalies of limbs,Preaxial hand polydactyly,755,HP_0001177
,Deficiency of humoral immunity,Decreased circulating IgG2 level,279.11,HP_0008348
,Hereditary disturbances in tooth structure,Hypodontia,520.1,HP_0000668
,Spermatocele,Spermatocele,603.2,HP_0033808
,Reticulosarcoma,Leukemia,202.22,HP_0001909
,Irregular menstrual cycle,Oligomenorrhea,626.13,HP_0000876
,Abnormal findings on study of brain and/or nervous system,Abnormal electroretinogram,346,HP_0000512
,Other congenital musculoskeletal anomalies,Congenital contracture,756,HP_0002803
,Facial nerve disorders [CN7],Myokymia,352.2,HP_0002411
,Pyoderma,Skin ulcer,686.5,HP_0200042
,Cardiac congenital anomalies,Tricuspid regurgitation,747.1,HP_0005180
,Other derangement of joint,Joint laxity,742.9,HP_0001388
,Degeneration of macula and posterior pole of retina,Geographic atrophy,362.2,HP_0031609
,Jaundice (not of newborn),Prolonged neonatal jaundice,573.5,HP_0006579
,Congenital anomalies of the integument,Subungual hyperkeratosis,757,HP_0008392
,"Diseases of nail, NOS",Onychauxis,703,HP_0012542
,Rheumatic disease of the heart valves,Mitral atresia,394,HP_0011560
,Mineral deficiency NEC,Congenital hypothyroidism,262,HP_0000851
,Disturbances in tooth eruption,Abnormality of dental eruption,520.2,HP_0006292
,Histoplasmosis,Pulmonary histoplasmosis,117.1,HP_0032258
,Cleft palate,Median cleft lip,749.1,HP_0000161
,Abdominal hernia,Congenital diaphragmatic hernia,550,HP_0000776
,Strabismus and other disorders of binocular eye movements,Abnormality of movement,378,HP_0100022
,Protein-calorie malnutrition,Poor appetite,260,HP_0004396
,Disorders of sweat glands,Abnormal sweat gland morphology,705,HP_0000971
,"Epilepsy, recurrent seizures, convulsions",Epilepsia partialis continua,345,HP_0012847
,Atherosclerosis,Arteriosclerosis,440,HP_0002634
,Orthostatic hypotension,Vertigo,458.1,HP_0002321
,Iron deficiency anemias,Hypochromic anemia,280,HP_0001931
,Other diseases of lung,Interstitial pneumonitis,510,HP_0006515
,Other local infections of skin and subcutaneous tissue,Abnormality of the skin,686,HP_0000951
,Diseases of hair and hair follicles,Heterochromia iridis,704,HP_0001100
,Other specified congenital anomalies of nervous system,Macrocephaly at birth,752.2,HP_0004488
,Acute upper respiratory infections of multiple or unspecified sites,Recurrent upper respiratory tract infections,465,HP_0002788
,Ill-defined descriptions and complications of heart disease,Coronary artery atherosclerosis,429,HP_0001677
,Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch),Neoplasm,227.3,HP_0002664
,Cancer of bronchus; lung,Neoplasm of the nose,165.1,HP_0012720
,Lower gastrointestinal congenital anomalies,Colonic atresia,750.2,HP_0010448
,Disorders of protein plasma/amino-acid transport and metabolism,Arthropathy,270,HP_0003040
,Benign neoplasm of brain and other parts of nervous system,Schwannoma,225,HP_0100008
,Coagulation defects,Hypofibrinogenemia,286,HP_0011900
,Cancer of the gums,Malignant neoplasm of the central nervous system,145.4,HP_0100836
,Crushing or internal injury to organs,Hemopericardium,1008,HP_0011851
,Visual disturbances,Strabismus,368,HP_0000486
,Acute pain,Pain,338.1,HP_0012531
,Disorders of protein plasma/amino-acid transport and metabolism,Neoplasm,270,HP_0002664
,Other perinatal conditions of fetus or newborn,Intestinal perforation,656,HP_0031368
,Noninflammatory disorders of cervix,Cervical insufficiency,619.3,HP_0030009
,Other endocrine disorders,Premature thelarche,259,HP_0010314
,Disorders of amino-acid metabolism,Urocanic aciduria,270.2,HP_0012237
,Polycythemia vera,Multiple myeloma,200.1,HP_0006775
,"Other congenital anomalies of lower limb, including pelvic girdle",Congenital knee dislocation,755.6,HP_0005191
,Other specified cardiac dysrhythmias,Bradycardia,427.3,HP_0001662
,Large cell lymphoma,Anaplastic large-cell lymphoma,202.24,HP_0012193
,Acute prostatitis,Prostatitis,601.11,HP_0000024
,"Other and nonspecific abnormal cytological, histological and immunological findings",Elevated carcinoembryonic antigen level,795,HP_0031029
,Urethral stricture (not specified as infectious),Bulbar urethral stricture,597.1,HP_0025415
,Ovarian dysfunction,Polycystic ovaries,256,HP_0000147
,Other disorders of metabolism,Angiokeratoma corporis diffusum,277,HP_0001071
,Tachycardia NOS,Tachycardia,427.7,HP_0001649
,Amblyopia,Heterotropia,368.1,HP_0032012
,Congenital anomalies of intestine,Rectal atresia,750.21,HP_0025023
,Diseases of the jaws,Asymmetry of the maxilla,526,HP_0010755
,Other symptoms/disorders or the urinary system,Nocturia,599,HP_0000017
,Preeclampsia and eclampsia,Eclampsia,642.1,HP_0100601
,Pathologic fracture,Bone fracture,743.2,HP_0020110
,Nephrotic syndrome without mention of glomerulonephritis,Glomerulopathy,580.2,HP_0100820
,Corneal opacity and other disorders of cornea,Descemet Membrane Folds,364,HP_0012039
,Aphasia/speech disturbance,Dyslexia,292.1,HP_0010522
,Atrial fibrillation,Paroxysmal atrial fibrillation,427.21,HP_0004757
,Hyperhidrosis,Hyperhidrosis,705.8,HP_0000975
,Rosacea,Abnormality of the skin,695.3,HP_0000951
,Missed abortion/Hydatidiform mole,Choriocarcinoma,634.1,HP_0100768
,Congenital anomalies of face and neck,Ablepharon,749,HP_0011224
,Other disorders of eye,Abnormal pupil morphology,379,HP_0000615
,Secondary hyperparathyroidism (of renal origin),Secondary hyperparathyroidism,588.2,HP_0000867
,Immunity deficiency,Dysgammaglobulinemia,279.1,HP_0002961
,Retinopathy of prematurity,Retinopathy of prematurity stage 4b,362.1,HP_0500055
,Superficial keratitis,Punctate keratitis,370.2,HP_0011859
,Cardiac and circulatory congenital anomalies,Discordant atrioventricular connection,747,HP_0011553
,Congenital anomalies of face and neck,Craniofacial dysostosis,749,HP_0004439
,Other specified cardiac dysrhythmias,Sinus bradycardia,427.3,HP_0001688
,Torsion dystonia,Tardive dyskinesia,333.4,HP_0040141
,Cervical intraepithelial neoplasia [CIN] [Cervical dysplasia],Cervical agenesis,180.3,HP_0030008
,Abnormal granulation tissue,Granulomatosis,701.5,HP_0002955
,Diseases and other conditions of the tongue,Strawberry tongue,529,HP_0031042
,Disorders of parathyroid gland,Abnormality of the parathyroid gland,252,HP_0000828
,Basal cell carcinoma,Neoplasm,172.21,HP_0002664
,Central origin vertigo,Rotary nystagmus,386.21,HP_0001583
,Other disorders of carbohydrate transport and metabolism,Hypergalactosemia,271.9,HP_0012024
,"Malignant neoplasm, other",Carcinoid tumor,195.1,HP_0100570
,Complications of transplants and reattached limbs,Carcinoma,851,HP_0030731
,Keratitis,Corneal erosion,370,HP_0200020
,Temporomandibular joint disorders,Abnormality of the gastrointestinal tract,526.4,HP_0011024
,Corneal opacity and other disorders of cornea,Keratoconus,364,HP_0000563
,Disorders of iris and ciliary body,Iridocyclitis,379.5,HP_0001094
,Other disorders of testis,Testicular atrophy,603,HP_0000029
,Lipoprotein disorders,Hypolipoproteinemia,277.51,HP_0010981
,Other disorders of urethra and urinary tract,Male urethral meatus stenosis,597,HP_0032077
,Other specified erythematous conditions,Erythema,695.8,HP_0010783
,Other non-epithelial cancer of skin,Squamous cell carcinoma,172.2,HP_0002860
,Osteoarthrosis,Abnormal joint morphology,740,HP_0001367
,Congenital anomalies of skin,Anhidrotic ectodermal dysplasia,691,HP_0007476
,Empyema and pneumothorax,Spontaneous pneumothorax,506,HP_0002108
,Glucocorticoid deficiency,Primary adrenal insufficiency,255.21,HP_0008207
,Other specified congenital anomalies of nervous system,Macrogyria,752.2,HP_0007227
,Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch),Pituitary adenoma,227.3,HP_0002893
,Other specified congenital anomalies of nervous system,Dandy-Walker malformation,752.2,HP_0001305
,Manlignant and unknown neoplasms of brain and nervous system,Pilocytic astrocytoma,191,HP_0033680
,Abnormal movement,Difficulty walking,350,HP_0002355
,Labyrinthitis,Hearing impairment,386.3,HP_0000365
,Genitourinary congenital anomalies,Ureteropelvic junction obstruction,751,HP_0000074
,Disorders of the pituitary gland and its hypothalamic control,Severe short stature,253,HP_0003510
,Carditis,Myofibrillar myopathy,420,HP_0003715
,Congenital anomalies of female genital organs,Unicornuate uterus,751.11,HP_0031909
,Benign neoplasm of other endocrine glands and related structures,Paraganglioma,227,HP_0002668
,Erythema nodosum,Abnormality of the skin,695.81,HP_0000951
,Disorders of lipoid metabolism,Hyperlipidemia,272,HP_0003077
,Muscular dystrophies and other myopathies,Polyneuropathy,359,HP_0001271
,Perinatal jaundice,Prolonged neonatal jaundice,656.8,HP_0006579
,Congenital anomalies of urinary system,Urachal cyst,751.2,HP_0012618
,Basal cell carcinoma,Basal cell carcinoma,172.21,HP_0002671
,Lyme disease,Peripheral neuropathy,130.1,HP_0009830
,Basal cell carcinoma,Anal margin basal cell carcinoma,172.21,HP_0030443
,"Osteoporosis, osteopenia and pathological fracture",Fractured humerus,743,HP_0041055
,Esophageal atresia/tracheoesophageal fistula,Esophageal web,750.11,HP_0100594
,Noninfectious gastroenteritis,Jejunitis,558,HP_0033143
,Periapical abscess,Carious teeth,522.5,HP_0000670
,Respiratory conditions of fetus and newborn,Pneumomediastinum,656.2,HP_0025421
,Cholangitis,Cholangitis,575.1,HP_0030151
,Phenylketonuria [PKU],Hyperphenylalaninemia,270.12,HP_0004923
,Other disorders of intestine,Intestinal pseudo-obstruction,569,HP_0004389
,Other congenital musculoskeletal anomalies,Supernumerary ribs,756,HP_0005815
,Other derangement of joint,Difficulty standing,742.9,HP_0003698
,Neoplasm of uncertain behavior,Carcinoma,199,HP_0030731
,Alopecia,Telogen effluvium,704.1,HP_0025470
,Degenerative skin disorders,Abnormality of the skin,702.4,HP_0000951
,Tics and stuttering,Tics,313.2,HP_0100033
,Congenital anomaly of fingers/toes,Polydactyly,755.3,HP_0010442
,Lower gastrointestinal congenital anomalies,Jejunal atresia,750.2,HP_0005235
,Elevated blood pressure reading without diagnosis of hypertension,Hypertension,402,HP_0000822
,Cancer of stomach,Stomach cancer,151,HP_0012126
,"Cancer, suspected or other",Neoplasm,195,HP_0002664
,Inflammatory and toxic neuropathy,Mononeuropathy,357,HP_0009831
,Secondary malignancy of brain/spine,Neoplasm,198.5,HP_0002664
,Other diseases of blood and blood-forming organs,Cellulitis,289,HP_0100658
,"Congenital anomalies of upper limb, including shoulder girdle",Split hand,755.4,HP_0001171
,Dementia with cerebral degenerations,Frontal lobe dementia,290.12,HP_0000727
,"Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue",White lesion of the oral mucosa,528,HP_0025125
,Anomalies of tooth position/malocclusion,obsolete Anterior open bite,524.3,HP_0200095
,Other disorders of eye,Hyphema,379,HP_0011886
,Immunity deficiency,Severe combined immunodeficiency,279.1,HP_0004430
,Cardiac congenital anomalies,Inlet ventricular septal defect,747.1,HP_0011622
,Other specified disorders of breast,Inverted nipples,613.8,HP_0003186
,Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum,Duodenal adenocarcinoma,159,HP_0006771
,Cystitis and urethritis,Abnormality of the genitourinary system,592,HP_0000119
,Toxic multinodular goiter,Hyperthyroidism,242.2,HP_0000836
,Hyperchylomicronemia,Xanthelasma,272.14,HP_0001114
,Cancer of other female genital organs (excluding uterus and ovary),Neoplasm,184.2,HP_0002664
,Cataract,Age-related cortical cataract,366,HP_0011143
,Other disorders of eyelids,Marcus Gunn jaw winking synkinesis,374,HP_0025186
,Mineral deficiency NEC,Iron deficiency anemia,262,HP_0001891
,Diseases of the jaws,Exostoses,526,HP_0100777
,Hypercholesterolemia,Hyperlipoproteinemia,272.11,HP_0010980
,Chondrocalcinosis,Chondrocalcinosis,274.21,HP_0000934
,Abnormal movement,Hyperreflexia,350,HP_0001347
,Noninfectious gastroenteritis,Abnormality of the gastrointestinal tract,558,HP_0011024
,Scleritis and episcleritis,Scleritis,379.1,HP_0100532
,Fracture of hand or wrist,Curved proximal phalanx of the thumb,804,HP_0009632
,Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum,Cholangiocarcinoma,159,HP_0030153
,Disorders of iron metabolism,Decreased circulating ceruloplasmin concentration,275.1,HP_0010837
,Visual disturbances,Dyschromatopsia,368,HP_0007641
,Hirsutism,Hirsutism,704.2,HP_0001007
,Otitis media and Eustachian tube disorders,Postauricular pit,381,HP_0004464
,Benign neoplasm of unspecified sites,Neoplasm,229,HP_0002664
,Congestive heart failure; nonhypertensive,Right ventricular failure,428,HP_0001708
,Congenital anomalies of the eye,Deeply set eye,753,HP_0000490
,Other and unspecified congenital anomalies,Absence of the sacrum,759,HP_0010305
,Pituitary hyperfunction,Abnormality of the thyroid gland,253.1,HP_0000820
,Other conditions of brain,Choroid plexus cyst,348,HP_0002190
,Tinnitus,Pulsatile tinnitus,389.4,HP_0008629
,Redundant prepuce and phimosis/BXO,Phimosis,604.1,HP_0001741
,Develomental delays and disorders,Expressive aphasia,315,HP_0002427
,Sensorineural hearing loss,Sensorineural hearing impairment,389.1,HP_0000407
,Anaphylactic shock NOS,Idiopathic anaphylaxis,946,HP_0410148
,Fracture of vertebral column without mention of spinal cord injury,Fractured sternum,805,HP_0041246
,Congenital anomalies of male genital organs,obsolete Aplasia of the penis,751.12,HP_0040316
,Keratoconjunctivitis sicca,Keratoconjunctivitis sicca,370.31,HP_0001097
,Septal Deviations/Turbinate Hypertrophy,Deviated nasal septum,470,HP_0004411
,Paralytic strabismus,Abducens palsy,378.5,HP_0006897
,"Respiratory failure, insufficiency, arrest",Respiratory failure,509,HP_0002878
,Spondylosis and allied disorders,Spondylitis,721,HP_0033631
,Sialoadenitis,Parotitis,527.2,HP_0011850
,Diplopia and disorders of binocular vision,Heterotropia,368.2,HP_0032012
,Benign neoplasm of respiratory and intrathoracic organs,Neoplasm,212,HP_0002664
,Cardiac shunt/ heart septal defect,Levotransposition of the great arteries,747.11,HP_0031349
,Unequal leg length (acquired),Arthropathy,736.6,HP_0003040
,Acid-base balance disorder,Alkalosis,276.4,HP_0001948
,"Eye infection, viral",Keratoconjunctivitis,369.2,HP_0001096
,Diseases of the jaws,Temporomandibular arthritis,526,HP_0040312
,"Other congenital anomalies of lower limb, including pelvic girdle",Hip dislocation,755.6,HP_0002827
,Disorders of calcium/phosphorus metabolism,Hypercalcemia,275.5,HP_0003072
,Hypotension NOS,Orthostatic hypotension,458.9,HP_0001278
,Disorders of bilirubin excretion,Jaundice,277.4,HP_0000952
,Pituitary dwarfism,Decreased response to growth hormone stimulation test,253.5,HP_0000824
,Other disorders of prostate,Abnormality of the genitourinary system,602,HP_0000119
,Cancer of bladder,Neoplasm,189.2,HP_0002664
,Crushing or internal injury to organs,Colon perforation,1008,HP_0031369
,Inflammation of the eye,Eczematoid dermatitis,371,HP_0000976
,Lyme disease,Neuritis,130.1,HP_0031002
,Other open wound of head and face,Fractured skull,870.3,HP_0041082
,Aphakia and other disorders of lens,Ectopia lentis,379.3,HP_0001083
,Systemic lupus erythematosus,Autoimmunity,695.42,HP_0002960
,Schizoid personality disorder,Personality disorder,301.1,HP_0012075
,Congenital anomalies of skin,Abnormality of the palmar creases,691,HP_0010490
,Disorders of function of stomach,Gastroparesis,536,HP_0002578
,Other disorders of metabolism,Decreased LDL cholesterol concentration,277,HP_0003563
,Inflammation of eyelids,Eczematoid dermatitis,371.3,HP_0000976
,Spasm of muscle,Congenital contracture,772.2,HP_0002803
,Diseases of hair and hair follicles,Milia,704,HP_0001056
,Primary/intrinsic cardiomyopathies,Myopathy,425.1,HP_0003198
,Disorders of tooth development,Tooth agenesis,520,HP_0009804
,Asthma with exacerbation,Status asthmaticus,495.2,HP_0012653
,Symptoms involving respiratory system and other chest symptoms,Bronchiolitis,519.9,HP_0011950
