phecodeX_label	hpo_label	phecodeX_code	hpo_code
Other lesion of femoral, lateral popliteal, or medial popliteal nerve	Neuritis	336.53	HP_0031002
Malignant neoplasm of the penis	Malignant neoplasm of the central nervous system	107.1	HP_0100836
Diffuse diseases of connective tissue	Myositis	700	HP_0100614
Arteriovenous malformation of precerebral or cerebral vessels*	Arteriovenous malformation	441.5	HP_0100026
Dislocation of finger	Joint dislocation	T830.5	HP_0001373
Disorders of oculomotor nerves	Abducens palsy	334.4	HP_0006897
Left heart failure	Abnormal left ventricular function	424.1	HP_0005162
Pure hyperglyceridemia	Hypertriglyceridemia	239.21	HP_0002155
Atherosclerosis [ASCVD]	Coronary artery stenosis	436	HP_0005145
Hemophilus influenzae	Recurrent pneumonia	007.1	HP_0006532
Sexual dysfunction and disorders	Premature ejaculation	294	HP_0012876
Cancer (solid tumor, excluding BCC)	Cutaneous melanoma	130	HP_0012056
Disease of anus and rectum	Anal pain	530	HP_0500005
Rash and other nonspecific skin eruption	Eczema	679.1	HP_0000964
Meningitis	Recurrent bacterial meningitis	320	HP_0007274
Myeloid	Telangiectasia macularis eruptiva perstans	120.1	HP_0007583
Retinal vascular changes and occlusions	Central retinal artery occlusion	374.3	HP_0025342
Chromosomal anomalies	Brown anomaly	797	HP_0031622
Congenital anomalies of aorta	Interrupted aortic arch	778.4	HP_0011611
Diseases of tongue	Strawberry tongue	509	HP_0031042
Disorders of adrenal glands	Adrenogenital syndrome	211	HP_0000840
Noninflammatory disorders of the cornea	Nodular corneal dystrophy	369	HP_0007827
Noninflammatory disorders of the orbit	Ophthalmoplegia	365	HP_0000602
Conduct disorders	Oppositional defiant disorder	893.2	HP_0010865
Keratoderma	Palmoplantar hyperkeratosis	680.2	HP_0000972
Congenital hydrocephalus	Dandy-Walker malformation	750.6	HP_0001305
Alopecia Areata	obsolete Alopecia areata	684.11	HP_0002229
Malnutrition and underweight	Anorexia	230	HP_0002039
Aplasia/Hypoplasia of the brain	Hydranencephaly	750.1	HP_0002324
Symptoms involving digestive system	Abnormality of the gastrointestinal tract	529	HP_0011024
Nontraumatic intracerebral hemorrhage	Intraventricular hemorrhage	430.2	HP_0030746
Hyperparathyroidism	Tertiary hyperparathyroidism	208.2	HP_0011770
Other lesion of femoral, lateral popliteal, or medial popliteal nerve	Abnormal peripheral nervous system morphology	336.53	HP_0000759
Diseases of hair and hair follicles	Trichorrhexis nodosa	684	HP_0009886
Retinopathy of prematurity	Retinopathy of prematurity stage 4b	873	HP_0500055
Erythematous conditions	Erythroderma	667	HP_0001019
Acquired deformities of limbs	Genu recurvatum	710	HP_0002816
Alcoholic liver disease	Abnormality of the gastrointestinal tract	280.13	HP_0011024
Sleep disorders	Excessive daytime somnolence	333	HP_0001262
Infections	Hemiplegia	089	HP_0002301
Pulmonary edema	Pulmonary edema	480	HP_0100598
Band keratopathy	Band keratopathy	369.43	HP_0000585
Malignant neoplasm of the liver and intrahepatic bile ducts	Carcinoma	101.6	HP_0030731
Chronic liver disease and sequelae	Chronic hepatic encephalopathy	542	HP_0007111
Congenital lens anomalies	Ectopia lentis	753.2	HP_0001083
Diseases of esophagus	Achalasia	510	HP_0002571
Iron deficiency	Refractory anemia	247.72	HP_0005505
Immunodeficiencies	Autoimmunity	179	HP_0002960
Systemic vasculitis	Vasculitis	704	HP_0002633
Chrystal arthropathies	Arthropathy	703	HP_0003040
Other congenital malformations of urinary system	Ureteral duplication	775	HP_0000073
Malignant neoplasm of male genitalia	Neoplasm of the male external genitalia	107	HP_0100848
Other symptoms and disorders of the soft tissue	Abnormality of the gastrointestinal tract	724	HP_0011024
Pyuria*	Pyuria	832.6	HP_0012085
Hereditary deficiency of other clotting factors	Abnormality of blood and blood-forming tissues	168.3	HP_0001871
Cardiac arrhythmia and conduction disorders	Ventricular ectopy	416	HP_0034041
Congenital anomalies of limbs	Congenital knee dislocation	785	HP_0005191
Cerebral palsy and other paralytic syndromes	Brown anomaly	341	HP_0031622
Injury, other and unspecified	Shoulder pain	T909	HP_0030834
Heparin-induced thrombocytopenia (HIT)	Heparin-induced thrombocytopenia	962.11	HP_0011874
Other diseases of bronchus	Tracheomalacia	486.2	HP_0002779
Malignant neoplasm of the gums	Malignant neoplasm of the central nervous system	100.13	HP_0100836
Diseases of hair and hair follicles	Abnormal hair morphology	684	HP_0001595
Cancer (solid tumor, excluding BCC)	Anal canal neoplasm	130	HP_0030437
Pressure ulcer	Skin ulcer	686.1	HP_0200042
Retained placenta or membranes	Placenta percreta	949.1	HP_0025653
Decreased white blood cell count	B lymphocytopenia	170	HP_0010976
Other symptoms involving nervous & musculoskeletal system	Abnormal reflex	350	HP_0031826
Acanthosis nigricans	Acanthosis nigricans	674.23	HP_0000956
Viral infections	Severe viral infection	089.2	HP_0031691
Abnormalities of the hair	Poliosis	684.8	HP_0002290
Retinal disorders in diseases classified elsewhere	Cystoid macular edema	374.4	HP_0011505
Heart failure	Increased blood pressure	424	HP_0032263
Malignant neoplasm of other connective and soft tissue	Desmoid tumors	104.3	HP_0100245
Congenital malformations of penis	Glandular hypospadias	771.2	HP_0000807
Emphysema	Emphysema	474.1	HP_0002097
Absent or infrequent menstruation	Polymenorrhea	626.11	HP_0400007
Alcohol use disorders	Cirrhosis	280.1	HP_0001394
Congenital malformations of brain	Macrocephaly	750	HP_0000256
Malignant neoplasm of the intrahepatic bile ducts	Neoplasm	101.62	HP_0002664
Neuromuscular dysfunction of bladder	Urinary urgency	596.5	HP_0000012
Strabismus	Cyclotropia	381	HP_0031776
Extrapyramidal and movement disorders	Dyskinesia	324	HP_0100660
Onycholysis*	Abnormality of the skin	683.4	HP_0000951
Malignant neoplasm of the pharynx	Neoplasm of the pharynx	100.7	HP_0100638
Chronic hepatitis	Abnormality of the liver	540.1	HP_0001392
Congenital atresia and stenosis of aorta	Aortic valve atresia	778.43	HP_0010883
Benign neoplasm of the eye, brain and other parts of central nervous system	Ependymoma	148	HP_0002888
Pain and other symptoms associated with female genital organs	Vaginismus	625	HP_0030017
Other disorders of the eyelids	Lower eyelid edema	362	HP_0012568
Inflammation of eyelids	Eczematoid dermatitis	360	HP_0000976
Cataract	Cataract	371	HP_0000518
Gynecological malignant neoplasms	Hydatidiform mole	106	HP_0032192
Chronic myelomonocytic (monocytic) leukemia	Chronic myelomonocytic leukemia	121.23	HP_0012325
Acute leukemia	Sideroblastic anemia	121.1	HP_0001924
Aplasia/hypoplasia of testis and scrotum*	Vanishing testis	771.3	HP_0012870
Ankyloglossia	Ankyloglossia	759.1	HP_0010296
Congenital hypotonia*	Neonatal hypotonia	872.12	HP_0001319
Malignant neoplasm of the pineal gland	Pinealoma	110.5	HP_0010799
Abnormal bowel sounds and visible peristalsis	Hyperperistalsis	529.4	HP_0100770
Aneurysm of carotid artery	Carotid artery dissection	438.3	HP_0012158
Abnormality of the lymph nodes	Abnormality of the lymph nodes	177	HP_0002733
Hepatovirus	Acute hepatitis	054	HP_0200119
Hereditary ataxia	Paraparesis	323.1	HP_0002385
Cachexia	Cachexia	230.4	HP_0004326
Beta thalassemia	Hemolytic anemia	165.22	HP_0001878
Nontraumatic Intracranial hemorrhage	Intraventricular hemorrhage	430	HP_0030746
Hyperglyceridemia	obsolete Combined hyperlipidemia	239.2	HP_0008356
Congenital malformations of posterior segment of eye	Optic nerve hypoplasia	753.8	HP_0000609
Atherosclerosis [ASCVD]	Cerebral artery atherosclerosis	436	HP_0007201
Congenital malformation of the skin	Ectodermal dysplasia	790	HP_0000968
Vitamin B group deficiency	Abnormality of blood and blood-forming tissues	232.2	HP_0001871
Other malignant immunoproliferative diseases	IgA heavy chain paraproteinemia	125.5	HP_0020194
Exstrophy	Exstrophy	775.1	HP_0100548
Keratitis	Autoimmunity	367.2	HP_0002960
Benign neoplasm of the digestive organs	Abnormality of the gastrointestinal tract	136	HP_0011024
Polyneuropathies	Polyneuritis	337	HP_0031003
Cancer (solid tumor, excluding BCC)	Neoplasm of the nose	130	HP_0012720
Skin symptoms	Pruritus vulvae	679	HP_0032004
Peripheral vascular disease	Erythromelalgia	448	HP_0032147
Congenital malformations of face and neck	Narrow mouth	756	HP_0000160
Fungal infections	Corneal ulceration	089.3	HP_0012804
Hematuria	Glomerulopathy	593	HP_0100820
Acute/subacute osteomyelitis	Osteomyelitis	701.11	HP_0002754
Vascular abnormalities of conjunctiva	Abnormal morphology of the conjunctival vasculature	366.4	HP_0008054
Benign neoplasm of the bladder	Neoplasm	146.5	HP_0002664
Urethral stricture	Male urethral meatus stenosis	597.1	HP_0032077
Encephalitis, myelitis and encephalomyelitis	Infectious encephalitis	321	HP_0002383
Congenital malformations of esophagus	Tracheoesophageal fistula	762	HP_0002575
Other respiratory disorders	Abnormal pulmonary interstitial morphology	486	HP_0006530
Achlorhydria	Achlorhydria	516.6	HP_0032448
Disorders of iris and ciliary body	Persistent pupillary membrane	370	HP_0009917
Primary osteoarthritis of hip, pelvic region and thigh	Arthropathy	708.11	HP_0003040
Malignant neoplasm of male genitalia	Malignant neoplasm of the central nervous system	107	HP_0100836
Hyperostosis of skull	Increased skull ossification	727.4	HP_0004330
Epilepsy	Bilateral tonic-clonic seizure	330.1	HP_0002069
Acute pyelonephritis	Abnormality of the genitourinary system	581.11	HP_0000119
Coronary atherosclerosis [Atherosclerotic heart disease]	obsolete Coronary atherosclerosis	404.2	HP_0004929
Food allergy	Cow milk allergy	840.1	HP_0100327
Sleep apnea	Hypersomnia	333.1	HP_0100786
Corpus luteum cyst or hematoma	Abnormality of the genitourinary system	628.2	HP_0000119
Anomalous pulmonary venous return	Partial anomalous pulmonary venous return	781.41	HP_0010773
Contractures	Flexion contracture of toe	719.9	HP_0005830
Third [oculomotor] nerve palsy	Oculomotor nerve palsy	334.41	HP_0012246
Bandemia	Abnormality of blood and blood-forming tissues	171.6	HP_0001871
Bacterial infection of the skin	Abnormality of the skin	660.2	HP_0000951
Benign neoplasm of the pituitary gland and craniopharyngeal duct	Neoplasm of the pituitary gland	149.4	HP_0040277
Leukemia	Acute leukemia	121	HP_0002488
Disorders of the retina	Macular degeneration	374	HP_0000608
Acquired pure red cell aplasia [erythroblastopenia]	Abnormality of blood and blood-forming tissues	162.2	HP_0001871
Band keratopathy	Band-shaped corneal dystrophy	369.43	HP_0007709
Headache	Migraine without aura	331	HP_0002083
Contact dermatitis	Cow milk allergy	668.3	HP_0100327
Major depressive disorder, recurrent	Psychosis	286.21	HP_0000709
Polyneuropathies	Peripheral demyelination	337	HP_0011096
Diffuse diseases of connective tissue	Discoid lupus rash	700	HP_0007417
Other symptoms and disorders of the soft tissue	Exostoses	724	HP_0100777
Critical illness myopathy	Polyneuropathy	340.1	HP_0001271
Vascular insufficiency of intestine	Abnormality of the gastrointestinal tract	437	HP_0011024
Anaplastic large cell lymphoma	Leukemia	122.25	HP_0001909
Eosinophilic gastroenteritis	Gastrointestinal eosinophilia	522.62	HP_0032064
Mallet finger	Abnormal joint morphology	709.11	HP_0001367
Hepatic failure	Abnormality of the liver	542.3	HP_0001392
Autoimmune disease	Rheumatoid arthritis	181	HP_0001370
Hypersensitivity pneumonitis	Hypersensitivity pneumonitis	477.2	HP_0006516
Myeloid	Leukemia	120.1	HP_0001909
Acquired deformities of the ankle and foot	Abnormal foot morphology	710.4	HP_0001760
Myeloid	Chronic myelogenous leukemia	120.1	HP_0005506
Sexual dysfunction and disorders	Female sexual dysfunction	294	HP_0030014
Fracture of femur	Fractured lower leg	T820.1	HP_0041081
Congenital malformations of tricuspid valve	Tricuspid regurgitation	779.2	HP_0005180
Limited mandibular range of motion	Abnormality of the gastrointestinal tract	733.41	HP_0011024
Paraganglioma	Neoplasm	114.5	HP_0002664
Gynecological benign neoplasms	Teratoma	144	HP_0009792
Noninflammatory disorders of the orbit	Deeply set eye	365	HP_0000490
Hypertrophy of breast (Gynecomastia)	Breast hypertrophy	612.2	HP_0010313
Fracture of clavicle or scapula	Fractured clavicle bone	T826	HP_0041144
Thoracoabdominal aortic aneurysm	Abdominal aortic aneurysm	438.13	HP_0005112
Epidermal thickening	Palmoplantar keratoderma	680	HP_0000982
Allergy	Seasonal allergy	840	HP_0012395
Pyogenic arthritis [Septic arthritis]	Arthropathy	702.1	HP_0003040
Pathological lesions of kidney	Minimal change glomerulonephritis	589	HP_0012579
Eye infection, viral	Conjunctivitis	379.2	HP_0000509
Myeloproliferative disorder	Chronic myelomonocytic leukemia	124	HP_0012325
Paralytic strabismus [Neurogenic strabismus]	Neurogenic strabismus	381.1	HP_0031775
Skin changes due to chronic exposure to nonionizing radiation	Seborrheic keratosis	673	HP_0031287
Muscular dystrophy	Minicore myopathy	339.1	HP_0003789
Disorders and findings from impaired renal function	Abnormality of the genitourinary system	588	HP_0000119
Hypertrophic osteoarthropathy [Hypertrophic pulmonary osteoarthropathy]	Periostosis	727.2	HP_0030314
Color vision deficiencies	Achromatopsia	386.5	HP_0011516
Cystinuria*	Cystinuria	240.42	HP_0003131
Symptoms involving digestive system	Diarrhea	529	HP_0002014
Epilepsy, recurrent seizures, convulsions	Psychogenic non-epileptic seizure	330	HP_0033052
Uveitis	Central heterochromia	367.5	HP_0007818
Disorders of aromatic amino-acid metabolism	Hyperphenylalaninemia	240.1	HP_0004923
Microscopic hematuria	Abnormality of the genitourinary system	593.2	HP_0000119
Abscess of liver	Abnormality of the liver	546.2	HP_0001392
Epilepsy	Tonic seizure	330.1	HP_0032792
Congenital malformation of the skin	Cafe-au-lait spot	790	HP_0000957
Stenosis of anus and rectum	Abnormality of the gastrointestinal tract	530.4	HP_0011024
Coma and other alteration of consciousness	Loss of consciousness	355	HP_0007185
Malignant neoplasm of the eye, brain and other parts of central nervous system	Neoplasm	109	HP_0002664
Pain in joint	Abnormal joint morphology	713.3	HP_0001367
Hematemesis	Hematemesis	557.1	HP_0002248
Stenosis of pulmonary artery*	Pulmonary artery stenosis	778.52	HP_0004415
Lordosis	Spinal deformities	714.2	HP_0008443
Neuroendocrine tumors	Pancreatic endocrine tumor	114	HP_0030405
Other disorders and symptoms of the musculoskeletal system	Skeletal myopathy	730	HP_0003756
Primary disorders of muscles	Myotonia	339	HP_0002486
Disorders of amino-acid transport and metabolism	Citrullinuria	240	HP_0032397
Nephrotic syndrome	Glomerulonephritis	580.3	HP_0000099
Benign neoplasm of orbit	Neoplasm	148.11	HP_0002664
Androgenic alopecia*	Abnormality of the skin	684.14	HP_0000951
Genu varum (acquired)	Arthropathy	710.32	HP_0003040
Acquired deformities of the hip	Coxa valga	710.2	HP_0002673
Urinary tract infection	Pyuria	591	HP_0012085
Carcinoid tumor of the stomach	Neoplasm	114.44	HP_0002664
Heart valve disorders	Pulmonary valve atresia	413	HP_0010882
Thrombotic conditions of pregnancy	Thromboembolism	912.2	HP_0001907
Disorders of the pituitary gland and its hypothalamic control	Diabetes insipidus	209	HP_0000873
Hereditary motor and sensory neuropathy	Peroneal muscle atrophy	337.11	HP_0009049
Other disorders of white blood cells	Abnormality of blood and blood-forming tissues	172	HP_0001871
Acute upper respiratory infection	Laryngeal obstruction	460.1	HP_0005945
Fracture of the foot	Fractured epiphysis of first metatarsal bone	T825	HP_0041193
Halitosis*	Halitosis	529.6	HP_0100812
Lymphoma	Anaplastic large-cell lymphoma	122	HP_0012193
Other acute skin changes due to ultraviolet radiation	Abnormality of the skin	672	HP_0000951
Substance dependence	Opioid addiction	281.2	HP_0033515
Epispadias	Epispadias	771.27	HP_0000039
Parasites	Lung abscess	084	HP_0025044
Oliguria and anuria	Oliguria	594.5	HP_0100520
Retinal vascular changes and occlusions	Central retinal vein occlusion	374.3	HP_0020166
Disorders of autonomic nervous system	Horner syndrome	343	HP_0002277
Dystonia	Generalized dystonia	324.3	HP_0007325
Other disorders involving the immune mechanism	Monoclonal immunoglobulin M proteinemia	180	HP_0005508
Embolism and thrombosis	obsolete Coronary atherosclerosis	440	HP_0004929
Congenital malformations of brain	Hydrocephalus	750	HP_0000238
Hypertensive chronic kidney disease	Right ventricular failure	401.3	HP_0001708
Cartilage tear of knee	Joint dislocation	T831	HP_0001373
Congenital reduction deformities of brain	Abnormality of the nervous system	750.13	HP_0000707
Neutrophilic and Eosinophilic dermatoses*	Abnormality of the skin	669	HP_0000951
Congenital anomalies of nose	Choanal atresia	758.6	HP_0000453
Mature B-cell	Primary central nervous system lymphoma	120.21	HP_0030069
Renal tubulo-interstitial diseases	Tubulointerstitial nephritis	581	HP_0001970
Staphylococcus	Cellulitis	002	HP_0100658
Other disorders and symptoms of the musculoskeletal system	Myopathy	730	HP_0003198
Other congenital anomalies of heart	Intermediate atrioventricular canal defect	780	HP_0011576
Hemangioma	Carcinoma	139.61	HP_0030731
Convulsions	Febrile seizure (within the age range of 3 months to 6 years)	330.3	HP_0002373
Congenital malformations of cardiac septa	Tetralogy of Fallot	780.4	HP_0001636
Chondrodystrophy	Short stature	788.1	HP_0004322
Cancer (solid tumor, excluding BCC)	Giant cell tumor of bone	130	HP_0011847
Cancer (solid tumor, excluding BCC)	Rhabdomyosarcoma	130	HP_0002859
Contact dermatitis	Dairy allergy	668.3	HP_0410327
