phecode1.2_label	hpo_label	phecode1.2_code	hpo_code
Endocrine and metabolic disturbances of fetus and newborn	Neonatal insulin-dependent diabetes mellitus	656.3	HP_0000857
Disorder of skin and subcutaneous tissue NOS	Palmoplantar pustulosis	689	HP_0100847
Major depressive disorder	Psychotic mentation	296.22	HP_0001345
Strabismus and other disorders of binocular eye movements	Incomitant strabismus	378	HP_0025068
Other perinatal conditions of fetus or newborn	Kernicterus	656	HP_0001343
Other abnormality of urination	Elevated urinary 4-hydroxybutyric acid	599.9	HP_0032528
Diseases of white blood cells	Eosinophilic infiltration in the stomach mucosa	288	HP_0410147
Epilepsy, recurrent seizures, convulsions	Focal aware hemiclonic seizure	345	HP_0032757
Diseases of hair and hair follicles	Epidermoid cyst	704	HP_0200040
Pituitary hyperfunction	Pituitary macroadenoma	253.1	HP_0025693
Autoimmune hemolytic anemias	Compensated hemolytic anemia	283.1	HP_0004863
Otosclerosis	Old-aged sensorineural hearing impairment	383	HP_0040113
Other derangement of joint	Congenital bilateral hip dislocation	742.9	HP_0008780
Cardiac shunt/ heart septal defect	Subarterial ventricular septal defect	747.11	HP_0011681
Nontoxic multinodular goiter	Follicular thyroid carcinoma	241.2	HP_0006731
Other and unspecified disorders of the nervous system	Medulloblastoma	349	HP_0002885
Abnormal movement	Opsoclonus	350	HP_0010543
Other symptoms	Declarative memory loss	1005	HP_0033692
Glomerulonephritis	Minimal change glomerulonephritis	580.1	HP_0012579
Other congenital musculoskeletal anomalies	Type A1 brachydactyly	756	HP_0009371
Other disorders of eye	Anterior subcapsular cataract	379	HP_0010923
Nephritis; nephrosis; renal sclerosis	Acute kidney injury	580	HP_0001919
Solitary pulmonary nodule	Mediastinal cystic lymphangioma	514.2	HP_0030785
Disorders resulting from impaired renal function	Renal tubular acidosis	588	HP_0001947
Epilepsy	Infantile spasms	345.1	HP_0012469
Other disorders of eyelids	Xanthelasma	374	HP_0001114
Congenital anomalies of upper limb, including shoulder girdle	Phocomelia	755.4	HP_0009829
Pervasive developmental disorders	Reduced sharing of interests	313	HP_4000084
Viral hepatitis	Hepatic fibrosis	070	HP_0001395
Hodgkin's disease	Pulmonary lymphoma	201	HP_0011953
Epilepsy, recurrent seizures, convulsions	Focal aware cognitive seizure with dissociation	345	HP_0032688
Hemorrhage NOS	Grade III preterm intraventricular hemorrhage	459.1	HP_0030750
Multiple myeloma	Lymphoma	204.4	HP_0002665
Genitourinary congenital anomalies	Vanishing testis	751	HP_0012870
Hyperpotassemia	Hyperkalemia	276.13	HP_0002153
Paroxysmal tachycardia, unspecified	Supraventricular tachycardia with a concealed accessory pathway on the right free wall	427.1	HP_0011692
Disorders of other cranial nerves	Abnormal fifth cranial nerve morphology	352	HP_0010824
Osteoporosis, osteopenia and pathological fracture	Osteopenia	743	HP_0000938
Cardiac pacemaker/device in situ	Sinus tachycardia	426.9	HP_0011703
Certain early complications of trauma or procedure	Contracture of the proximal interphalangeal joint of the 2nd toe	958	HP_0100348
Vascular hamartomas and non-neoplastic nevi	Perineal hemangioma	217	HP_0031449
Pleurisy; pleural effusion	Pleural thickening	507	HP_0031944
Congenital anomalies of the integument	Facial hypertrichosis	757	HP_0002219
Hodgkin's disease	Burkitt lymphoma	201	HP_0030080
Urinary incontinence	Stress urinary incontinence	599.4	HP_0010992
Myoclonus	Sleep myoclonus	333.2	HP_0012323
Carcinoid syndrome	Vagal paraganglioma	259.2	HP_0002886
Cardiac congenital anomalies	Atrial septal defect	747.1	HP_0001631
Hypercoagulable state	Reduced antithrombin III activity	286.8	HP_0001976
Spasm of muscle	Interphalangeal joint contracture of finger	772.2	HP_0001220
Symptoms and disorders of the joints	Premature osteoarthritis	741	HP_0003088
Paralysis/spasm of vocal cords or larynx	Imperfect vocal cord adduction	473.3	HP_0005934
Palindromic rheumatism	Polyarticular arthritis	716.8	HP_0005764
Traumatic cataract	Posterior lenticonus	366.3	HP_0011502
Respiratory conditions of fetus and newborn	Atelectasis	656.2	HP_0100750
Chronic thyroiditis	Anaplastic thyroid carcinoma	245.2	HP_0011779
Chronic lymphocytic thyroiditis	Abnormal circulating free T3 level	245.21	HP_0032209
Autoimmune hemolytic anemias	Macrocytic hemolytic disease	283.1	HP_0005524
Acquired hypothyroidism	Decreased circulating T4 level	244.2	HP_0031507
Fracture of humerus	Fractured elbow	803.1	HP_0041219
Deficiency of humoral immunity	Decreased serum complement factor H	279.11	HP_0005369
Adult failure to thrive	Neonatal short-limb short stature	260.3	HP_0008921
Secondary malignancy of bone	Multiple pancreatic beta-cell adenomas	198.6	HP_0008194
Chromosomal anomalies	Kyphoscoliosis	758.1	HP_0002751
Primary biliary cirrhosis	Hepatic failure	571.6	HP_0001399
Postlaminectomy syndrome	Herniation of intervertebral nuclei	722.8	HP_0008441
Other hereditary hemolytic anemias	Increased red cell hemolysis by shear stress	282.9	HP_0008269
Coagulation defects	Decreased level of histidine-rich glycoprotein	286	HP_0040227
Other disorders of synovium, tendon, and bursa	Flexion contracture of the 4th toe	727	HP_0010339
Thyroiditis	Thyroid adenoma	245	HP_0000854
Lyme disease	Polyneuropathy	130.1	HP_0001271
Nonsenile Cataract	Microspherophakia	366.1	HP_0030961
Peripheral autonomic neuropathy	Sensory neuropathy	337.1	HP_0000763
Other disorders of biliary tract	Acholic stools	575.8	HP_0011985
Ischemic Heart Disease	Restrictive cardiomyopathy	411	HP_0001723
Abnormal results of function study of thyroid	Abnormal circulating free T3 level	246.7	HP_0032209
Disorders of fluid, electrolyte, and acid-base balance	Hypokalemic alkalosis	276	HP_0001949
Congenital anomalies of esophagus	Tracheoesophageal fistula	750.14	HP_0002575
Osteoarthrosis	Gout	740	HP_0001997
Nontoxic nodular goiter	Absent TSH response to thyrotrophin-releasing hormone stimulation test	241	HP_0033081
Hypoglycemia	Hyperinsulinemia	251.1	HP_0000842
Central origin vertigo	Divergence nystagmus	386.21	HP_0030691
Other conditions of brain	Intracranial cystic lesion	348	HP_0010576
Generalized convulsive epilepsy	Generalized non-motor (absence) seizure	345.11	HP_0002121
Acute pain	Episodic pain	338.1	HP_0032148
Pyoderma	Pyoderma	686.5	HP_0000999
Thyroid cyst	Increased T3/T4 ratio	246.2	HP_0012559
Other congenital musculoskeletal anomalies	Infancy onset short-trunk short stature	756	HP_0011406
Benign neoplasm of spinal cord, meninges	Cerebellar hemangioblastoma	225.2	HP_0006880
Myeloid leukemia, acute	B-cell lymphoma	204.21	HP_0012191
Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue	Velopharyngeal insufficiency	528	HP_0000220
Other disorders of thyroid	Hurthle cell thyroid adenoma	246	HP_0006781
Leukemia	Myeloproliferative disorder	204	HP_0005547
Otitis externa	Otitis externa	380.1	HP_0410017
Chronic thyroiditis	Increased radioactive iodine uptake	245.2	HP_0031220
Thyroid cyst	Increased circulating free T3	246.2	HP_0011788
Chronic pain	Neuralgia	338.2	HP_0033345
Paroxysmal tachycardia, unspecified	Effort-induced polymorphic ventricular tachycardia	427.1	HP_0004758
Testicular dysfunction	Absent vestibular function	257	HP_0008555
Type 1 diabetes with ketoacidosis	Insulin-resistant diabetes mellitus	250.11	HP_0000831
Cerebrovascular disease	Stroke	433	HP_0001297
Type 1 diabetes with ophthalmic manifestations	Diabetic ketoacidosis	250.13	HP_0001953
Other and unspecified congenital anomalies	Numerous nevi	759	HP_0001054
Abdominal aortic aneurysm	Aortic root aneurysm	442.11	HP_0002616
Solitary pulmonary nodule	Cortical tubers	514.2	HP_0009717
Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum	Primary peritoneal carcinoma	159	HP_0030406
Epilepsy	Focal aware bilateral motor seizure	345.1	HP_0032856
Cardiac congenital anomalies	Unguarded tricuspid valve	747.1	HP_0030719
Congenital anomaly of fingers/toes	Proximal/middle symphalangism of 4th finger	755.3	HP_0009477
Nontoxic nodular goiter	Increased circulating free T4 level	241	HP_0033077
Idiopathic fibrosing alveolitis	Nodular-centrilobular with tree-in-bud pattern on pulmonary HRCT	504.1	HP_0025399
Superficial cellulitis and abscess	Liver abscess	681	HP_0100523
Disorders involving the immune mechanism	Monoclonal elevation of IgG light chain	279	HP_0032292
Disease of tricuspid valve	Abnormal tricuspid valve morphology	394.7	HP_0001702
Solitary pulmonary nodule	Hamartoma	514.2	HP_0010566
Polydipsia	Polydipsia	276.8	HP_0001959
Gouty arthropathy	Uric acid urolithiasis independent of gout	274.11	HP_0008651
Precocious sexual development and puberty NEC	Hypogonadotropic hypogonadism	259.4	HP_0000044
Varicose veins	Gastrointestinal telangiectasia	454	HP_0002604
Chronic thyroiditis	Increased circulating T4 level	245.2	HP_0031506
Cardiac and circulatory congenital anomalies	Tricuspid atresia	747	HP_0011662
Congenital anomalies of upper limb, including shoulder girdle	Cubitus valgus	755.4	HP_0002967
Superficial cellulitis and abscess	Recurrent cutaneous abscess formation	681	HP_0100838
Large cell lymphoma	Biphenotypic acute leukemia	202.24	HP_0005531
Genital prolapse	Pelvic organ prolapse	618	HP_0031607
Coagulation defects	Abnormal prothrombin time	286	HP_0032199
Occlusion of cerebral arteries	Pontine ischemic lacunes	433.2	HP_0032570
Acute pulmonary heart disease	Pulmonary embolism	415.1	HP_0002204
Coma	Multinodular goiter	348.7	HP_0005987
Perforation of tympanic membrane	High-frequency hearing impairment	384.4	HP_0005101
Pathologic fracture of vertebrae	Anterior wedging of L1	743.21	HP_0008432
Complications of labor and delivery NEC	Placenta percreta	669	HP_0025653
Osteoporosis, osteopenia and pathological fracture	Anterior wedging of T11	743	HP_0004573
Thyroid cyst	Anaplastic thyroid carcinoma	246.2	HP_0011779
Uveitis, noninfectious or NOS	Retinitis	371.1	HP_0032118
Benign neoplasm of other female genital organs	Cervical clear cell adenocarcinoma	221	HP_0031522
Congenital anomalies of limbs	Symphalangism of middle phalanx of 4th finger	755	HP_0009308
Unspecified monoarthritis	Osteoarthritis	716.2	HP_0002758
Cardiac congenital anomalies	Abnormal pulmonary valve morphology	747.1	HP_0001641
Disorders of the pituitary gland and its hypothalamic control	Hypoplastic male external genitalia	253	HP_0000050
Sacroiliitis NEC	Sacroiliac arthritis	715.1	HP_0012317
Congenital anomalies of limbs	Symphalangism of the proximal phalanx of the 4th finger with the 4th metacarpal	755	HP_0009478
Cancer of kidney and renal pelvis	Carcinoma	189.1	HP_0030731
Congenital anomaly of fingers/toes	Partial duplication of the middle phalanx of the 2nd finger	755.3	HP_0009953
Intestinal disaccharidase deficiencies and disaccharide malabsorption	Abnormal oral glucose tolerance	271.3	HP_0004924
Other diseases of blood and blood-forming organs	T-cell acute lymphoblastic leukemias	289	HP_0006727
Pervasive developmental disorders	Alexia	313	HP_0010523
Lyme disease	Chronic sensorineural polyneuropathy	130.1	HP_0001301
Disorders of refraction and accommodation; blindness and low vision	Myopic astigmatism	367	HP_0500041
Corneal degenerations	Subepithelial corneal opacities	364.4	HP_0008039
Benign neoplasm of other parts of digestive system	Benign gastrointestinal tract tumors	211	HP_0006719
Other immunological findings	Increased hepatitis C virus antibody level	279.7	HP_0410371
Infertility, female	Female infertility	626.8	HP_0008222
Symptoms involving digestive system	Hyperactive bowel sounds	561	HP_0030143
Congenital anomalies of the integument	Hypohidrotic ectodermal dysplasia	757	HP_0007607
Myeloid leukemia, chronic	Acute lymphoblastic leukemia	204.22	HP_0006721
Chronic inflammatory disorders of orbit	Central posterior corneal opacity	371.9	HP_0008511
Nervous system congenital anomalies	Anencephaly	752	HP_0002323
Other and unspecified coagulation defects	Decreased level of tissue plasminogen activator	286.7	HP_0040230
Hypothyroidism	Hypothyroidism	244	HP_0000821
Congenital anomalies of peripheral vascular system	Double outlet right ventricle with non-committed ventricular septal defect without pulmonary stenosis	747.2	HP_0011654
Abnormal findings examination of lungs	Reduced forced expiratory volume in one second	514	HP_0032342
Paralytic strabismus	Progressive external ophthalmoplegia	378.5	HP_0000590
Other disorders of eyelids	Palpebral edema	374	HP_0100540
Late effects of cerebrovascular disease	Anomic aphasia	433.8	HP_0030784
Pyelonephritis	Xanthogranulomatous pyelonephritis	590	HP_0033761
Develomental delays and disorders	Lack of social initiations	315	HP_4000080
Cancer of bronchus; lung	Pulmonary paraglioma	165.1	HP_0100636
Other cardiac conduction disorders	Decreased heart rate variability	426.8	HP_0031861
Develomental delays and disorders	Delayed ability to stand	315	HP_0025335
Lack of coordination	Gait ataxia	350.3	HP_0002066
Diplopia and disorders of binocular vision	Microtropia	368.2	HP_0031724
Colorectal cancer	Pilocytic astrocytoma	153	HP_0033680
Abnormal heart sounds	Paroxysmal ventricular tachycardia	396	HP_0004751
Senile cataract	Abnormality of lens shape	366.2	HP_0011526
Coagulation defects	Fetal extra-axial hemorrhage	286	HP_0034212
Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum	Neuroblastoma	159	HP_0003006
Isoimmunization of fetus or newborn	Neonatal hyperbilirubinemia	656.1	HP_0003265
Disorders of muscle, ligament, and fascia	Bulbar palsy	728	HP_0001283
Colorectal cancer	Glucagonoma	153	HP_0030404
Benign neoplasm of ovary	Epignathus	220	HP_0030767
Symptoms involving cardiovascular system	Tachycardia	429.3	HP_0001649
Nerve root lesions	Congenital peripheral neuropathy	353.2	HP_0006903
Other and unspecified coagulation defects	Intraretinal hemorrhage	286.7	HP_0031805
Eosinophilia	Eosinophilia	288.3	HP_0001880
Erythematous conditions	Skin-picking	695	HP_0012166
Shortness of breath	Orthopnea	512.7	HP_0012764
Benign neoplasm of unspecified sites	Renal angiomyolipoma	229	HP_0006772
Other disorders of synovium, tendon, and bursa	Inflammatory myopathy	727	HP_0009071
Hemarthrosis	Arthropathy	741.5	HP_0003040
Alcoholic liver damage	Chronic hepatic failure	317.11	HP_0100626
Congenital anomalies of peripheral vascular system	Arteriovenous malformation	747.2	HP_0100026
Myopathy	Upper limb amyotrophy	359.2	HP_0009129
Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)	Pericallosal lipoma	227.3	HP_0006931
Pervasive developmental disorders	Poor speech	313	HP_0002465
Benign neoplasm of other endocrine glands and related structures	Parathyroid adenoma	227	HP_0002897
Cerebrovascular disease	Poor suck	433	HP_0002033
Other cardiac conduction disorders	Abnormal electrophysiology of sinoatrial node origin	426.8	HP_0011702
Secondary malignant neoplasm	Pulmonary carcinoid tumor	198	HP_0030445
Cancer of other endocrine glands	Neoplasm of the adrenal gland	194	HP_0100631
Diseases of sebaceous glands	Abnormality of the gastrointestinal tract	706	HP_0011024
Senile dementia	Frontal lobe dementia	290.13	HP_0000727
Dislocation	Lower extremity joint dislocation	830	HP_0030311
Cancer of kidney and renal pelvis	Glomus tympanicum paraganglioma	189.1	HP_0006715
Migraine	Focal aware sensory seizure with visual features	340	HP_0032851
Pancytopenia	Bilineage myelodysplasia	284.1	HP_0012149
Disorders of fluid, electrolyte, and acid-base balance	Abnormal blood monovalent inorganic cation concentration	276	HP_0010930
Paroxysmal ventricular tachycardia	Permanent junctional reciprocating tachycardia	427.12	HP_0011690
Genitourinary congenital anomalies	Anorchism	751	HP_0030869
Allergic reaction to food	Iodine contrast allergy	930	HP_0012394
Pleurisy; pleural effusion	Chylothorax	507	HP_0010310
Duodenal ulcer	Duodenal ulcer	531.3	HP_0002588
Complex regional/central pain syndrome	Limb pain	355	HP_0009763
Abnormal involuntary movements	Clasp-knife sign	350.1	HP_0031866
Cerebral cysts	Basal ganglia cysts	348.4	HP_0006799
