phecode1.2_label	hpo_label	phecode1.2_code	hpo_code
Other degenerative diseases of the basal ganglia	Basal ganglia calcification	333.8	HP_0002135
Myeloid leukemia	Myeloid leukemia	204.2	HP_0012324
Lower gastrointestinal congenital anomalies	Intestinal duplication	750.2	HP_0100668
Osteoarthritis; localized	Osteoarthritis of the first carpometacarpal joint	740.1	HP_0006226
Cardiac congenital anomalies	Abnormality of the nervous system	747.1	HP_0000707
Benign neoplasm of kidney and other urinary organs	Benign neoplasm of the central nervous system	223	HP_0100835
Atopic/contact dermatitis due to other or unspecified	Abnormal joint morphology	939	HP_0001367
Hypercholesterolemia	Hypercholesterolemia	272.11	HP_0003124
Osteochondropathies	Kyphosis	732	HP_0002808
Mucous polyp of cervix	Menorrhagia	622.2	HP_0000132
Congenital anomalies of face and neck	Epiblepharon	749	HP_0011225
Neural tube defects	Myelomeningocele	752.1	HP_0002475
Malignant neoplasm of ovary and other uterine adnexa	Ovarian carcinoma	184.1	HP_0025318
Glomerulonephritis	Membranous nephropathy	580.1	HP_0012578
Congenital anomalies of great vessels	Partial anomalous pulmonary venous return	747.13	HP_0010773
Mild cognitive impairment	Alzheimer disease	292.2	HP_0002511
Congenital anomalies of face and neck	Craniofacial dysostosis	749	HP_0004439
Nodular lymphoma	Carcinoma	202.21	HP_0030731
Lymphadenitis	Abnormality of the skin	289.4	HP_0000951
Open wound of nose and sinus	Open bite	870.4	HP_0010807
Other perinatal conditions of fetus or newborn	Grade I preterm intraventricular hemorrhage	656	HP_0030748
Other local infections of skin and subcutaneous tissue	Furuncle	686	HP_0020083
Respiratory failure, insufficiency, arrest	Respiratory distress	509	HP_0002098
Pneumoconiosis	Anthracosis	500.2	HP_0033375
Sebaceous cyst	Abnormality of the skin	706.2	HP_0000951
Toxic effect of lead and its compounds (including fumes)	Abnormal joint morphology	984	HP_0001367
Infection of the eye	Allergic conjunctivitis	369	HP_0007879
Nephritis; nephrosis; renal sclerosis	Autoimmunity	580	HP_0002960
Other acquired musculoskeletal deformity	Spondylolysis	738	HP_0003304
Traumatic cataract	Abnormality of the lens	366.3	HP_0000517
Digestive congenital anomalies	Jejunal atresia	750	HP_0005235
Myoneural disorders	Peripheral neuropathy	358	HP_0009830
Visual disturbances	Strabismus	368	HP_0000486
First degree AV block	Trifascicular block	426.21	HP_0011715
Crystal arthropathies	Polyarticular arthritis	274.2	HP_0005764
Cataract	Presenile cataracts	366	HP_0007819
Other acquired deformities of limbs	Flexion contracture	736	HP_0001371
Cardiac dysrhythmias	Polymorphic ventricular tachycardia	427	HP_0031677
Acute pulmonary heart disease	Septic pulmonary embolism	415.1	HP_0033639
Hypertension complicating pregnancy, childbirth, and the puerperium	Preeclampsia	642	HP_0100602
Congenital anomalies of limbs	Cubitus varus	755	HP_0025317
Glossitis	Abnormality of the gastrointestinal tract	529.1	HP_0011024
Vesicoureteral reflux	Grade IV vesicoureteral reflux	586.12	HP_0033741
Phenylketonuria [PKU]	Hyperphenylalaninemia	270.12	HP_0004923
Abnormal movement	Hypogeusia	350	HP_0000224
Abnormal movement	Dysdiadochokinesis	350	HP_0002075
Sciatica	Sciatica	764	HP_0011868
Neoplasm of uncertain behavior	Merkel cell skin cancer	199	HP_0030447
Melanomas of skin, dx or hx	Nevus	172.1	HP_0003764
Visual disturbances	Sudden loss of visual acuity	368	HP_0001117
Genitourinary congenital anomalies	Renotubular dysgenesis	751	HP_0008660
Autoimmune disease NEC	Autoimmunity	279.2	HP_0002960
Delayed milestones	Global developmental delay	264.3	HP_0001263
Congenital anomalies of posterior segment of eye	Chorioretinal coloboma	753.2	HP_0000567
Congenital anomalies of upper limb, including shoulder girdle	Radial club hand	755.4	HP_0004059
Degenerative disease of the spinal cord	Progressive spinal muscular atrophy	334	HP_0009067
Diseases of the larynx and vocal cords	Bilateral vocal cord paralysis	473	HP_0012820
Immunity deficiency	B lymphocytopenia	279.1	HP_0010976
Diseases of white blood cells	Eosinophilia	288	HP_0001880
Cardiac and circulatory congenital anomalies	Overriding aorta	747	HP_0002623
Ganglion and cyst of synovium, tendon, and bursa	Popliteal synovial cyst	727.4	HP_0032072
Urethral stricture due to infecton	Urethral stenosis	592.3	HP_0008661
Diseases of hair and hair follicles	Frontal balding	704	HP_0002292
Hypothyroidism	Congenital hypothyroidism	244	HP_0000851
Heart valve disorders	Pulmonic stenosis	395	HP_0001642
Disturbance of skin sensation	Dysesthesia	687.4	HP_0012534
Epilepsy	Generalized non-motor (absence) seizure	345.1	HP_0002121
Toxic effect of lead and its compounds (including fumes)	Polyarticular arthritis	984	HP_0005764
Nerve root and plexus disorders	Peripheral neuropathy	353	HP_0009830
Hypertension complicating pregnancy, childbirth, and the puerperium	Eclampsia	642	HP_0100601
Cardiac and circulatory congenital anomalies	Infracardiac total anomalous pulmonary venous connection	747	HP_0011721
Myoneural disorders	Small cell lung carcinoma	358	HP_0030357
Skin cancer	Superficial spreading melanoma	172	HP_0012057
Viral infection	Exanthem	079	HP_4000054
Congenital anomalies of esophagus	Abnormal esophagus morphology	750.14	HP_0002031
Cancer, suspected or other	Neoplasm of the nose	195	HP_0012720
Other conditions of brain	Encephalopathy	348	HP_0001298
Benign neoplasm of brain and other parts of nervous system	Benign neoplasm of the central nervous system	225	HP_0100835
Develomental delays and disorders	Intellectual disability, mild	315	HP_0001256
Sleep apnea	Obstructive sleep apnea	327.3	HP_0002870
Abnormal findings on study of brain and/or nervous system	EMG abnormality	346	HP_0003457
Chorioretinal scars	Chorioretinal scar	363.3	HP_0007777
Lymphoid leukemia	Leukemia	204.1	HP_0001909
Abnormal glucose	obsolete Glucose intolerance	250.4	HP_0000833
Other disorders of soft tissues	Autoimmunity	729	HP_0002960
Hemorrhage during pregnancy; childbirth and postpartum	Twin-to-twin transfusion	635	HP_0031110
Sexual and gender identity disorders	Erectile dysfunction	302	HP_0100639
Other deficiency anemia	Megaloblastic anemia	281	HP_0001889
Broken tooth	Abnormality of the dentition	873	HP_0000164
Congenital anomalies of genital organs	Penoscrotal hypospadias	751.1	HP_0000808
Other specified benign mammary dysplasias	Breast mass	610.8	HP_0032408
Other disorders of eye	Amblyopia	379	HP_0000646
Missed abortion/Hydatidiform mole	Hydatidiform mole	634.1	HP_0032192
Fracture of ribs	Fractured rib	807	HP_0041159
Disturbances in tooth eruption	Multiple impacted teeth	520.2	HP_0001571
Substance addiction and disorders	Cocaine addiction	316	HP_0033513
Other perinatal conditions of fetus or newborn	Recurrent pneumonia	656	HP_0006532
Extrapyramidal disease and abnormal movement disorders	Dyskinesia	333	HP_0100660
Myoclonus	Myoclonic seizure	333.2	HP_0032794
Occlusion and stenosis of precerebral arteries	Carotid artery occlusion	433.1	HP_0012474
Cerebrovascular disease	Cerebral venous thrombosis	433	HP_0005305
Disorders of menstruation and other abnormal bleeding from female genital tract	Oligomenorrhea	626	HP_0000876
Fetal distress and abnormal forces of labor	Velamentous cord insertion	661	HP_0030659
Alopecia	Alopecia totalis	704.1	HP_0007418
Cancer of brain and nervous system	Glioblastoma multiforme	191.1	HP_0012174
Degenerative disease of the spinal cord	Myelopathy	334	HP_0002196
Nausea and vomiting	Abnormality of the gastrointestinal tract	789	HP_0011024
Congenital anomalies of peripheral vascular system	Arteria lusoria	747.2	HP_0031014
Muscle weakness	Skeletal myopathy	772.3	HP_0003756
Other benign neoplasm of connective and other soft tissue	Subcutaneous lipoma	215	HP_0001031
Generalized convulsive epilepsy	Generalized-onset seizure	345.11	HP_0002197
Benign neoplasm of skin	Skin tags	216	HP_0010609
Kaposi's sarcoma	Kaposi's sarcoma	230	HP_0100726
Osteoarthritis; localized	Knee osteoarthritis	740.1	HP_0005086
Corneal opacity and other disorders of cornea	Corneal dystrophy	364	HP_0001131
Testicular dysfunction	Androgen insufficiency	257	HP_0008226
Immunity deficiency	Complement deficiency	279.1	HP_0004431
Cerebral degeneration, unspecified	Cerebral degeneration	331.9	HP_0007313
Genitourinary congenital anomalies	Ureteropelvic junction obstruction	751	HP_0000074
Occlusion of cerebral arteries	Thromboembolic stroke	433.2	HP_0001727
Mucous polyp of cervix	Abnormality of the genitourinary system	622.2	HP_0000119
Allergic reaction to food	Nut food product allergy	930	HP_0410331
Viral infection	Abnormality of the skin	079	HP_0000951
Erythematous conditions	Systemic lupus erythematosus	695	HP_0002725
Genitourinary congenital anomalies	Imperforate hymen	751	HP_0030011
Disorders of parathyroid gland	Secondary hyperparathyroidism	252	HP_0000867
Subarachnoid hemorrhage	Vascular dilatation	430.1	HP_0002617
Other vitamin B12 deficiency anemia	Abnormality of blood and blood-forming tissues	281.12	HP_0001871
Labyrinthitis	Hearing impairment	386.3	HP_0000365
Bronchiectasis	Bronchiectasis	496.3	HP_0002110
Squamous cell carcinoma	Squamous cell lung carcinoma	172.22	HP_0030359
Leukemia	Follicular lymphoma	204	HP_0033125
Nervous system congenital anomalies	Focal cortical dysplasia	752	HP_0032046
Vitamin deficiency	Decreased serum complement C4b	261	HP_0045044
Polycythemia vera	Leukemia	200.1	HP_0001909
Amblyopia	Strabismus	368.1	HP_0000486
Hypoglycemia	Reactive hypoglycemia	251.1	HP_0012051
Migraine	Focal sensory seizure with visual features	340	HP_0011165
Poisoning by agents primarily affecting blood constituents	Adverse drug response	964	HP_0020172
Cardiac and circulatory congenital anomalies	Double outlet left ventricle	747	HP_0011581
Degenerative disease of the spinal cord	Amyotrophic lateral sclerosis	334	HP_0007354
Postinflammatory pulmonary fibrosis	Usual interstitial pneumonia	502	HP_0031950
Diseases of the jaws	Mandibular pain	526	HP_0200025
Genital prolapse	Pelvic organ prolapse	618	HP_0031607
Scar conditions and fibrosis of skin	Keloids	701.2	HP_0010562
Abnormal glucose	Glucose intolerance	250.4	HP_0001952
Breast conditions, congenital or relating to hormones	Breast hypoplasia	612	HP_0003187
Other retinal disorders	Retinal telangiectasia	362	HP_0007763
Genitourinary congenital anomalies	Bicornuate uterus	751	HP_0000813
Exostosis of jaw	Abnormality of the gastrointestinal tract	526.8	HP_0011024
Hearing loss	Somatic sensory dysfunction	389	HP_0003474
Heart failure NOS	Abnormal left ventricular function	428.2	HP_0005162
Other disorders of metabolism	Congenital generalized lipodystrophy	277	HP_0009059
Spinocerebellar disease	Spinocerebellar tract degeneration	334.1	HP_0002503
Palpitations	Premature ventricular contraction	427.9	HP_0006682
Kaschin-Beck disease	Arthropathy	716.3	HP_0003040
Hearing loss	Sound sensitivity	389	HP_0025112
Iodine hypothyroidism	Abnormality of the thyroid gland	244.3	HP_0000820
Other perinatal conditions of fetus or newborn	Wide cranial sutures	656	HP_0010537
Disturbances of amino-acid transport	Hypoglycemia	270.1	HP_0001943
Develomental delays and disorders	Impaired social interactions	315	HP_0000735
Epilepsy	Lafora bodies	345.1	HP_0100318
Myeloid leukemia	Acute myeloid leukemia	204.2	HP_0004808
Cardiac and circulatory congenital anomalies	Subarterial ventricular septal defect	747	HP_0011681
Macular degeneration (senile) of retina NOS	Drusen	362.29	HP_0011510
Strabismus (not specified as paralytic)	Esophoria	378.1	HP_0025312
Neural tube defects	Spina bifida occulta	752.1	HP_0003298
Genitourinary congenital anomalies	Cloacal exstrophy	751	HP_0010475
Skull and face fracture and other intercranial injury	Fractured tarsal bone	819	HP_0041247
Subjective visual disturbances	Blindness	368.9	HP_0000618
Pleurisy; pleural effusion	Pleural thickening	507	HP_0031944
Sebaceous cyst	Trichilemmal cyst	706.2	HP_0025246
Fracture of vertebral column without mention of spinal cord injury	Compression-fractured vertebra	805	HP_0041085
Other congenital musculoskeletal anomalies	Skeletal dysplasia	756	HP_0002652
Peripheral vascular disease	Raynaud phenomenon	443	HP_0030880
Cardiac congenital anomalies	Congenital hip dislocation	747.1	HP_0001374
Other diseases of blood and blood-forming organs	Abnormal erythrocyte morphology	289	HP_0001877
Other conditions of brain	Brain stem compression	348	HP_0002512
Diseases of the larynx and vocal cords	Laryngeal stridor	473	HP_0006511
Cancer of nasopharynx	Carcinoma	149.2	HP_0030731
Nervous system congenital anomalies	Pulmonary arterial hypertension	752	HP_0002092
Bone cancer	Ewing sarcoma	170.1	HP_0012254
Localized superficial swelling, mass, or lump	Conjunctivitis	687.2	HP_0000509
Disorders of iris and ciliary body	Ectopia pupillae	379.5	HP_0009918
Pathologic fracture	Vertebral compression fracture	743.2	HP_0002953
Osteomyelitis, periostitis, and other infections involving bone	Mandibular osteomyelitis	710	HP_0007626
Abnormality of gait	Gait ataxia	350.2	HP_0002066
Laxity of ligament or hypermobility syndrome	Joint hypermobility	728.2	HP_0001382
Diseases of hard tissues of teeth	Cementum overgrowth	521	HP_0033788
Cancer of larynx	Neoplasm	149.4	HP_0002664
Congenital anomalies of genital organs	Longitudinal vaginal septum	751.1	HP_0008740
Otorrhea	Cerebrospinal fluid rhinorrhoea	381.9	HP_0030998
Benign neoplasm of male genital organs	Benign neoplasm of the central nervous system	222	HP_0100835
Disturbance of skin sensation	Paresthesia	687.4	HP_0003401
Vitamin deficiency	Reduced circulating vitamin B6 level	261	HP_0008326
Strabismus and other disorders of binocular eye movements	Vestibular nystagmus	378	HP_0010542
Epilepsy	Tonic seizure	345.1	HP_0032792
Pneumonia due to fungus (mycoses)	Invasive pulmonary aspergillosis	480.3	HP_0020103
Other specified benign mammary dysplasias	Abnormality of the genitourinary system	610.8	HP_0000119
Other hereditary hemolytic anemias	Hemolytic anemia	282.9	HP_0001878
Pallor and flushing	Pallor	782.6	HP_0000980
Congenital anomalies of limbs	Hand polydactyly	755	HP_0001161
Myopathy	Autoimmunity	359.2	HP_0002960
Hyperosmolality and/or hypernatremia	Hypernatremia	276.11	HP_0003228
Coagulation defects complicating pregnancy or postpartum	Abnormality of coagulation	286.3	HP_0001928
Seborrheic keratosis	Actinic keratosis	702.2	HP_0025127
Other perinatal conditions of fetus or newborn	Subarachnoid hemorrhage	656	HP_0002138
Disorders of tooth development	Gemination	520	HP_0011091
Diffuse diseases of connective tissue	Autoimmunity	709	HP_0002960
Scar conditions and fibrosis of skin	Scarring	701.2	HP_0100699
Polycythemia vera	Carcinoma	200.1	HP_0030731
Other endocrine disorders	Puberty and gonadal disorders	259	HP_0008373
Noninfectious gastroenteritis	Crohn's disease	558	HP_0100280
Broken tooth	Bone fracture	873	HP_0020110
Other dyschromia	Blue nevus	694.2	HP_0100814
Chromosomal anomalies and genetic disorders	Testicular dysgenesis	758	HP_0008715
Other disorders of eye	Abnormal pupil shape	379	HP_0025309
Chronic pericarditis	Pericarditis	420.22	HP_0001701
Peripheral autonomic neuropathy	Ptosis	337.1	HP_0000508
Visual disturbances	Blindness	368	HP_0000618
Diseases of sebaceous glands	Comedonal acne	706	HP_0040137
Other and unspecified coagulation defects	Hypercoagulability	286.7	HP_0100724
Adrenal hyperfunction	Primary hypercortisolism	255.1	HP_0001579
Sideroblastic anemia	Myelodysplasia	285.3	HP_0002863
Congenital anomalies of genital organs	Septate vagina	751.1	HP_0001153
Nephritis and nephropathy without mention of glomerulonephritis	Placental abruption	580.3	HP_0011419
Uveitis, noninfectious or NOS	Anterior uveitis	371.1	HP_0012122
Asthma with exacerbation	Bronchoconstriction	495.2	HP_4000007
Chronic glomerulonephritis, NOS	Glomerulopathy	580.14	HP_0100820
Chronic airway obstruction	Traction bronchiectasis	496	HP_0032969
Derangement of joint, non-traumatic	Atlantoaxial dislocation	742	HP_0003414
Rheumatoid arthritis and other inflammatory polyarthropathies	Arthritis	714	HP_0001369
Spinocerebellar disease	Hemifacial hypertrophy	334.1	HP_0005323
Upper gastrointestinal congenital anomalies	Abnormal esophagus morphology	750.1	HP_0002031
Genitourinary congenital anomalies	Aplasia of the ovary	751	HP_0010463
Benign neoplasm of adrenal gland	Pheochromocytoma	227.1	HP_0002666
Autoimmune hemolytic anemias	Autoimmune hemolytic anemia	283.1	HP_0001890
Intracranial hemorrhage	Epidural hemorrhage	430	HP_0100310
Substance addiction and disorders	Stimulant addiction	316	HP_0033512
Certain early complications of trauma or procedure	Rhabdomyolysis	958	HP_0003201
Congenital anomalies of face and neck	Ectropion	749	HP_0000656
