phecodeX_label	hpo_label	phecodeX_code	hpo_code
Lesion of median, ulnar, radial nerve	Abnormal peripheral nervous system morphology	336.2	HP_0000759
Heart failure	Hypertensive crisis	424	HP_0100735
Congenital malformation of kidney	Horseshoe kidney	773	HP_0000085
Achondroplasia*	Mild short stature	788.14	HP_0003502
Malignant neoplasm of the eye, brain and other parts of central nervous system	Oligodendroglioma	109	HP_0033681
Lipoma of intrathoracic organs	Cerebral hamartoma	139.52	HP_0009731
Intestinal carcinoid	Adrenal pheochromocytoma	114.41	HP_0006748
Aplastic anemia	Hyperchromic macrocytic anemia	162	HP_0004857
Malignant neoplasm of the rectum	Rectal polyposis	101.42	HP_0100896
Elevated blood glucose level	Maturity-onset diabetes of the young	204	HP_0004904
Symptoms and signs related to movement disorders	Labiomental fasciculations	325	HP_0032507
Polydactyly	Polydactyly affecting the 3rd toe	785.11	HP_0010334
Encephalopathy	Acute necrotizing encephalopathy	345	HP_0006965
Platelet defects	Post-transfusion thrombocytopenia	169	HP_0004813
Pulmonary fibrosis	Lymphocytic interstitial pneumonia	481.4	HP_0006527
Abnormal coagulation profile	Reduced protein C activity	168.4	HP_0005543
Hypogammaglobulinemia NOS	Absent isohemagglutinin level	179.1	HP_0410293
Testicular limpoma	Hemangioblastoma	139.54	HP_0010797
Congenital anomalies of limbs	Complete duplication of the phalanges of the 4th finger	785	HP_0009973
Hypopituitarism	Increased circulating prolactin concentration	209.2	HP_0000870
Benign neoplasm of the floor of mouth	Multiple central nervous system lipomas	135.14	HP_0100251
Thyrotoxicosis [hyperthyroidism]	Thyroid papillary adenoma	200.3	HP_0011777
Extrapyramidal and movement disorders	Abnormality of the gastrointestinal tract	324	HP_0011024
Cleft uvula [Bifid uvula]*	Bilateral cleft palate	757.11	HP_0100337
Paralytic strabismus [Neurogenic strabismus]	Ophthalmoplegia	381.1	HP_0000602
Paroxysmal nocturnal hemoglobinuria [Marchiafava-Micheli]*	Cold-induced hemolysis	161.24	HP_0031484
Chronic lymphoid leukemia	Cutaneous T-cell lymphoma	121.21	HP_0012192
Congenital malformation of the skin	Vulvar hemangioma	790	HP_0410272
Benign neoplasm of the endocrine glands	Pericallosal lipoma	149	HP_0006931
Disorders of glutathione metabolism	Exercise-induced hemolysis	161.13	HP_0005535
Extranodal NK/T-cell lymphoma, nasal type*	Cutaneous T-cell lymphoma	122.26	HP_0012192
Dislocation of shoulder	Ulnar radial head dislocation	T830.2	HP_0005856
Extranodal NK/T-cell lymphoma, nasal type*	Burkitt lymphoma	122.26	HP_0030080
Inflammation of the eye	Decreased serum complement C4	367	HP_0045042
Chronic thyroiditis	Increased T3/T4 ratio	200.44	HP_0012559
Cancer (solid tumor, excluding BCC)	Pineal parenchymal cell neoplasm	130	HP_0030694
Speech disturbance	Absent speech	356	HP_0001344
Mandibular hypoplasia	Mandibular condyle hypoplasia	733.14	HP_0007628
Disturbances of skin sensation	Hyperesthesia	351	HP_0100963
Secondary glaucoma	Late onset congenital glaucoma	375.8	HP_0008041
Perinatal intestinal perforation	Intestinal perforation	865.3	HP_0031368
Parkinson's disease (Primary)	Basal ganglia calcification	324.11	HP_0002135
Toxicology findings	Elevated urinary catecholamines	827	HP_0011976
Extrapyramidal and movement disorders	Striatal T2 hyperintensity	324	HP_0031206
Abnormality of the lymph nodes	Acanthosis nigricans	177	HP_0000956
Disorders of glutathione metabolism	Chronic hemolytic anemia	161.13	HP_0004870
Exstrophy	Cloacal exstrophy	775.1	HP_0010475
Vitamin B group deficiency	Macrocytic anemia	232.2	HP_0001972
Benign neoplasm of the bladder	Multiple meningiomata	146.5	HP_0033714
Lymphoid	B-cell lymphoma	120.2	HP_0012191
Rheumatoid lung disease with rheumatoid arthritis	Bilateral apical pulmonary fibrosis	705.12	HP_0033539
Congenital ichthyosis	Congenital ichthyosiform erythroderma	790.1	HP_0007431
Abnormal echoencephalogram	Unilateral multifocal epileptiform discharges	349.11	HP_0011191
Primary osteoarthritis of hip, pelvic region and thigh	Sacroiliac arthritis	708.11	HP_0012317
Aplasia/Hypoplasia of the brain	Occipital encephalocele	750.1	HP_0002085
Carcinoid tumor of the stomach	Paraganglioma	114.44	HP_0002668
Syndactyly	Symphalangism of middle phalanx of 2nd finger	785.12	HP_0009574
Congenital cerebral cysts*	Periventricular cysts	750.4	HP_0007109
Benign neoplasm of other connective and soft tissue	Hypothalamic hamartoma	139.3	HP_0002444
Disorders of olfactory [1st] nerve	Abnormal peripheral nervous system morphology	334.3	HP_0000759
Chronic pulmonary heart disease	Chronic pulmonary obstruction	406	HP_0006510
Idiopathic progressive neuropathy	Polyneuritis	337.12	HP_0031003
Hypothyroidism, not specified as secondary	Thyroid hyperplasia	200.14	HP_0008249
Lordosis	Spinal deformities	714.2	HP_0008443
Disorders of calcium metabolism	Abnormality of the skin	247.5	HP_0000951
Coronary atherosclerosis [Atherosclerotic heart disease]	Nonocclusive coronary artery atherosclerosis	404.2	HP_0012436
Nondiabetic hypoglycemic coma	Hypoketotic hypoglycemia	205.1	HP_0001985
Vascular disorders of the skin	Telangiectases of the cheeks	687	HP_0007421
Disorders of newborn related to slow fetal growth and fetal malnutrition	Severe postnatal growth retardation	850	HP_0008850
Uninodular goiter [single thyroid nodule]	Decreased T3/T4 ratio	200.22	HP_0012560
Benign neoplasm of the colon	Choroid plexus papilloma	136.41	HP_0200022
Benign neoplasm of the lip	Intracranial meningioma	135.11	HP_0100009
Presbycusis	Aminoglycoside-induced hearing loss	396.22	HP_0011975
Malignant neuroendocrine tumors	Pancreatic islet cell adenoma	114.1	HP_0008261
Specific developmental disorders	Delayed ability to crawl	891	HP_0033128
Dementia in conditions classified elsewhere	Frontal lobe dementia	328.8	HP_0000727
Bacterial infections	Demyelinating peripheral neuropathy	089.1	HP_0007108
Hemangioma	Hepatic hemangioma	139.61	HP_0031207
T-cell lymphoma	Juvenile myelomonocytic leukemia	122.24	HP_0012209
Retinal dystrophy	Retinal dystrophy with early macular involvement	374.7	HP_0030635
Congenital malformations of posterior segment of eye	Peripapillary chorioretinal atrophy	753.8	HP_0007950
Polydactyly	Partial duplication of the distal phalanx of the 3rd finger	785.11	HP_0009968
Hypothyroidism due to drugs or iatrogenic causes	Abnormality of thyroid physiology	200.12	HP_0002926
Palindromic rheumatism	Polyarticular arthritis	705.4	HP_0005764
Double inlet ventricle	Primum atrial septal defect	780.3	HP_0010445
Abnormality of gait	Spastic hemiparetic gait	325.25	HP_0031957
Dislocation	Upper extremity joint dislocation	T830	HP_0030310
Postinfectious hypothyroidism*	Accessory ectopic thyroid tissue	200.15	HP_0100030
Other disorders of the kidney and ureters	Perihilar segmental glomerulosclerosis	586	HP_0033496
Secondary diabetes	Insulin-resistant diabetes mellitus	202.3	HP_0000831
Nausea and vomiting	Episodic vomiting	528	HP_0002572
Specific developmental disorders of scholastic skills	Profound global developmental delay	891.2	HP_0012736
Epilepsy	Photosensitive tonic-clonic seizure	330.1	HP_0007207
Hereditary ataxia	Progressive spastic paraplegia	323.1	HP_0007020
Erythroid	Polycythemia	120.13	HP_0001901
Malignant neoplasm of the bladder	Transitional cell carcinoma of the bladder	108.5	HP_0006740
Aortic aneurysm and ectasia	Translamellar mucoid extracellular matrix accumulation	438.1	HP_0032082
Acute kidney failure with acute cortical necrosis	Stage 5 chronic kidney disease	582.2	HP_0003774
Rheumatoid arthritis	Rheumatoid arthritis	705.1	HP_0001370
Abnormal results of pulmonary function studies	Decreased RV/TLC ratio	496	HP_0033773
Pain	Motor axonal neuropathy	809	HP_0007002
Coxiella	Persistent fever	041	HP_0033399
Convulsions	Panic attack	330.3	HP_0025269
Pigmentary glaucoma	Open angle glaucoma	375.112	HP_0012108
Congenital malformation of the skin	Hidrotic ectodermal dysplasia	790	HP_0007529
Other fungal infections	Coccidioidomycosis	079	HP_0032249
Cryptococcosis	Cryptococcal meningitis	075	HP_0032160
Uninodular goiter [single thyroid nodule]	Hurthle cell thyroid adenoma	200.22	HP_0006781
Mixed disorder of acid-base balance	Proximal renal tubular acidosis	256.3	HP_0002049
Hypothyroidism, not specified as secondary	Euthyroid hyperthyroxinemia	200.14	HP_0008247
Back pain	Occipital neuralgia	718	HP_0012318
Myasthenia gravis	Entrapment neuropathy of suprascapular nerve	338.1	HP_0012216
Malignant neoplasm of the endocrine glands	Carcinoma	110	HP_0030731
Myelodysplastic syndrome	Refractory sideroblastic anemia	124.6	HP_0004864
Combined immunity deficiency	Decreased serum complement factor B	179.3	HP_0005416
Intrinsic (hereditary) hemolytic anemias	Spontaneous hemolytic crises	161.1	HP_0005525
Geniculate ganglionitis	Entrapment neuropathy of the ulnar nerve at elbow	334.22	HP_0012186
Abnormal digit morphology	Bilateral postaxial polydactyly	785.1	HP_0006136
Disorders of iron metabolism	Heinz body anemia	247.7	HP_0005511
Toxic neuropathy	Entrapment neuropathy	337.3	HP_0012181
Bacterial infections	Jejunitis	089.1	HP_0033143
Transposition of great vessels	Congenitally corrected transposition of the great arteries	778.2	HP_0011540
Malignant neoplasm of the digestive organs	Adenocarcinoma of the colon	101	HP_0040276
Chronic leukemia	Monoclonal immunoglobulin M proteinemia	121.2	HP_0005508
Stroke and transient cerebral ischemic attacks	Poor suck	431	HP_0002033
Genu varum (acquired)	Genu varum	710.32	HP_0002970
Acute pain	Chest pain	809.1	HP_0100749
Contractures	Hamstring contractures	719.9	HP_0003089
Eosinophilic gastroenteritis	Eosinophilic infiltration in the stomach mucosa	522.62	HP_0410147
Respiratory conditions of fetus and newborn	Usual interstitial pneumonia	854	HP_0031950
Malignant neoplasm of other connective and soft tissue	Neurofibromas	104.3	HP_0001067
Dentofacial functional abnormalities	Abnormality of the gastrointestinal tract	733.4	HP_0011024
Pheochromocytoma (including adrenal gland neoplasms)	Optic nerve sheath meningioma	114.6	HP_0500089
Immunodeficiencies	Transient decreased circulating IgG1	179	HP_0041067
Carcinoid tumor of the stomach	Carcinoma	114.44	HP_0030731
Inflammation of the eye	Decreased serum complement factor I	367	HP_0005356
Other psychoactive substance dependence	Excessive daytime somnolence	280.82	HP_0001262
Infections	Hyperkeratotic papule	089	HP_0045059
Congenital anomalies of limbs	Complete duplication of the proximal phalanx of the 4th finger	785	HP_0009980
Abnormal digit morphology	Proximal symphalangism of hands	785.1	HP_0006152
Convulsions	Focal manual automatism seizure	330.3	HP_0032900
Arteriovenous malformation, congenital	Gastrointestinal arteriovenous malformation	781.1	HP_0002629
Hypothyroidism	Goiter	200.1	HP_0000853
Sequelae of cancer	Neoplasm of the thyroid gland	132	HP_0100031
Congenital malformations of brain	Ethmoidal encephalocele	750	HP_0004478
Myeloid	Hematological neoplasm	120.1	HP_0004377
Other abnormal immunological findings in serum	Oligoclonal elevation of circulating IgM	826	HP_0032332
Congenital malformations of eyelid	Entropion	754.1	HP_0000621
Meralgia paresthetica	Demyelinating peripheral neuropathy	336.52	HP_0007108
Chronic liver disease and sequelae	Chronic active hepatitis	542	HP_0200120
Benign neoplasm of the testis	Cerebral germinoma	146.3	HP_0100312
Palsy of conjugate gaze	Upgaze palsy	382.2	HP_0025331
Effect of trauma	Lower limb pain	T883	HP_0012514
Convulsions	Generalized tonic seizure	330.3	HP_0010818
Edema	Exudative pleural effusion	812	HP_0011921
Congenital malformations of ear	Morphological abnormality of the middle ear	755	HP_0008609
Parkinsonism	Agenesis of putamen	324.1	HP_0041052
Cardiovascular disorders originating in the perinatal period	Abnormal regional left ventricular contraction	853	HP_0031482
Skin symptoms	Psoriasiform lesion	679	HP_0025526
Allergy to insects	Nut food product allergy	840.2	HP_0410331
Mast cell	Gastric lymphoma	120.15	HP_0045038
Dyshormogenetic goiter	Thyrotoxicosis with toxic multinodular goiter	200.25	HP_0011785
Lymphoma	Primary central nervous system lymphoma	122	HP_0030069
Lipoma	Multiple lipomas	139.5	HP_0001012
Nutritional anemias	Chronic hemolytic anemia	160	HP_0004870
Other diseases of biliary tract	Cholangiocarcinoma	552	HP_0030153
Malignant neoplasm of the skin	Optic nerve glioma	103	HP_0009734
Supraventricular tachycardia	Supraventricular tachycardia with a concealed accessory connection	416.11	HP_0011689
Congenital malformations of brain	Frontal polymicrogyria	750	HP_0006821
Benign neoplasm of the nasopharynx	Optic nerve sheath meningioma	135.3	HP_0500089
Disorders of the retina	Cilioretinal artery occlusion	374	HP_0020163
Inflammatory diseases of female pelvic organs	Endometritis	614	HP_0025636
Cortical, lamellar, or zonular nonsenile cataract	Diffuse nuclear cataract	371.4	HP_0007657
Dislocation	Hip dislocation	T830	HP_0002827
Congenital malformations of cardiac septa	Intermediate atrioventricular canal defect	780.4	HP_0011576
Generalized osteoarthritis	Premature osteoarthritis	708.7	HP_0003088
Diffuse diseases of connective tissue	Osteoarthritis of the first carpometacarpal joint	700	HP_0006226
Obstetrical embolism	Pulmonary air embolism	913	HP_0033426
Blister	Blistering with suprabasal clefting	T881	HP_0034194
Hypogammaglobulinemia NOS	Partial absence of specific antibody response to unconjugated pneumococcus vaccine	179.1	HP_0410301
Abnormal echoencephalogram	EEG with spike-wave complexes	349.11	HP_0010850
Ovarian dysfunction	obsolete Precocious menopause	214	HP_0100805
Cancer (solid tumor, excluding BCC)	Gastric leiomyosarcoma	130	HP_0031025
Malignant neoplasm of male genitalia	Testicular adrenal rest tumor	107	HP_0025451
Coagulation defects, purpura and other hemorrhagic conditions	Decreased level of heparin co-factor II	168	HP_0040226
Erythroid	Single lineage myelodysplasia	120.13	HP_0012150
Disorders of the retina	Cone dystrophy	374	HP_0008020
Arterial dissection	Aortic dissection	438.4	HP_0002647
Central nervous system complications, not elsewhere classified	Midline central nervous system lipomas	C930	HP_0006866
Systemic atrophies primarily affecting the central nervous system	Scapuloperoneal amyotrophy	323	HP_0003697
Benign neoplasm of the eye, brain and other parts of central nervous system	Spinal hemangioblastoma	148	HP_0009713
Nuclear cataract	Microphakia	371.3	HP_0012376
Autoimmune disease	Lupus nephritis	181	HP_0033726
Coagulation defects, purpura and other hemorrhagic conditions	Reduced factor X activity	168	HP_0008321
Mucopolysaccharidosis	Dermatan sulfate excretion in urine	243	HP_0008301
Infections	Palmar hyperkeratosis	089	HP_0010765
Carpal tunnel syndrome	Entrapment neuropathy of suprascapular nerve	336.1	HP_0012216
Myopathies	Motor polyneuropathy	340	HP_0007178
Hypopituitarism	Pituitary growth hormone cell adenoma	209.2	HP_0011760
Alternating esotropia	Alternating esotropia	381.31	HP_0001137
Erythroid	Chronic leukemia	120.13	HP_0005558
Nuclear cataract	Coralliform cataract	371.3	HP_0010921
Congenital anomalies of eye	Lens luxation	753	HP_0012019
Shigella	Bloody mucoid diarrhea	027	HP_0025086
Multiple myeloma	T-cell acute lymphoblastic leukemias	123.1	HP_0006727
Paraganglioma	Chemodectoma	114.5	HP_0030074
Malignant neoplasm of the skin	Subependymal giant-cell astrocytoma	103	HP_0009718
Malignant neoplasm of the skin	Multiple cutaneous malignancies	103	HP_0007606
Coloboma	Retinal coloboma	753.4	HP_0000480
Paroxysmal atrial fibrillation*	Permanent atrial fibrillation	416.211	HP_0004754
Hypopigmentation	Hyperpigmented/hypopigmented macules	674.1	HP_0007441
Senile degeneration of brain, not elsewhere classified	Subcortical cerebral atrophy	328.31	HP_0012157
Delta thalassemia	Increased red cell hemolysis by shear stress	165.23	HP_0008269
Lymphoid	T cell chronic lymphocytic lymphoma/leukemia	120.2	HP_0005539
Congenital anomalies of limbs	Bilateral triphalangeal thumbs	785	HP_0005707
Other specific joint derangements	Hyperextensibility at elbow	712	HP_0010485
Difficulty walking	Cerebellar ataxia associated with quadrupedal gait	325.24	HP_0009878
Iron deficiency anemia	Compensated hemolytic anemia	160.1	HP_0004863
Systemic vasculitis	Lipogranulomatosis	704	HP_0040139
Myxedema*	Abnormality of thyroid physiology	200.16	HP_0002926
Benign sarcoma-related cancers	Benign neoplasm of the central nervous system	139	HP_0100835
Extrapyramidal and movement disorders	Orofacial action-specific dystonia induced by speech	324	HP_0031007
Elevated blood glucose level	Abnormal oral glucose tolerance	204	HP_0004924
Hodgkin lymphoma	Myelodysplasia	122.1	HP_0002863
Benign neuroendocrine tumors	Pulmonary carcinoid tumor	114.2	HP_0030445
Benign neoplasm of rectum and anus	Spinal hemangioblastoma	136.42	HP_0009713
Retinal disorders in diseases classified elsewhere	Retinopathy of prematurity zone III	374.4	HP_0500061
Malignant neoplasm of the liver	Hepatoblastoma	101.61	HP_0002884
Scar conditions and fibrosis of skin	Corneal scarring	676.2	HP_0000559
Extrinsic (acquired) hemolytic anemias	Coombs-positive hemolytic anemia	161.2	HP_0004844
