narrower,phecodeX_label,hpo_label,phecodeX_code,hpo_code
,Congenital malformations of penis,Absent penis,771.2,HP_0030261
,Disorders of the pituitary gland and its hypothalamic control,Reduced circulating prolactin concentration,209,HP_0008202
,Hemo onc - by cell of origin,Acute lymphoblastic leukemia,120,HP_0006721
,Mitral valve stenosis,Myxomatous mitral valve degeneration,413.13,HP_0004764
,Cerebral infarction [Ischemic stroke],Stroke-like episode,431.11,HP_0002401
,Congenital malformations of iris,Coloboma,753.5,HP_0000589
,Age-related nuclear cataract,Sutural cataract,371.31,HP_0010695
,Turner's syndrome,Horner syndrome,797.7,HP_0002277
,"Epilepsy, recurrent seizures, convulsions",Focal impaired awareness hemifacial clonic seizure,330,HP_0032847
,Hypertrophic cardiomyopathy,Type 1 and type 2 muscle fiber minicore regions,414.1,HP_0003787
,Instability of joint,Dislocation of the femoral head,712.6,HP_0008826
,Dislocation,Congenital knee dislocation,T830,HP_0005191
,Chronic myloid leukemia,Hodgkin lymphoma,121.22,HP_0012189
,"Malignant neoplasm of the eye, brain and other parts of central nervous system",Choroid plexus papilloma,109,HP_0200022
,Ectopic thyroid nodule,Activating thyroid-stimulating hormone receptor defect,200.24,HP_0011790
,Dislocation of lens,Lentiglobus,372.2,HP_0011527
,Congenital lens anomalies,Inferior lens subluxation,753.2,HP_0008494
,Abnormal electrocardiogram [ECG] [EKG],PR segment depression,418.1,HP_0031594
,Disorders of thyroid gland,Decreased T3/T4 ratio,200,HP_0012560
,Malignant neoplasm of the ovary,Nasopharyngeal teratoma,106.3,HP_0031227
,"Lesion of median, ulnar, radial nerve",Acute demyelinating polyneuropathy,336.2,HP_0007131
,Paresthesia of skin*,Hand paresthesia,351.3,HP_0033660
,Visual field defects,Constriction of peripheral visual field,386.4,HP_0001133
,Congenital malformation of optic disc,Optic nerve hypoplasia,753.83,HP_0000609
,Signs and symptoms involving emotional state,Violent behavior,308,HP_0008760
,Scleral ectasia,Posterior staphyloma,368.2,HP_0030856
,Parkinsonism,Basal ganglia cysts,324.1,HP_0006799
,Extrapyramidal and movement disorders,Axial dystonia,324,HP_0002530
,Nail dystrophy*,Central nail canal,683.2,HP_0030818
,Alkalosis,Hypochloremic metabolic alkalosis,256.32,HP_0005977
,Cardiac arrhythmia and conduction disorders,Junctional ectopic tachycardia,416,HP_0011716
,Mature B-cell,Acute promyelocytic leukemia,120.21,HP_0004836
,Cartilage tear of knee,Congenital knee dislocation,T831,HP_0005191
,Arterial dissection,Cerebral arteriovenous malformation,438.4,HP_0002408
,Megacolon (other than Hirschsprung's),Aganglionic megacolon,524.3,HP_0002251
,Optic disc drusen,Pseudopapilledema,380.22,HP_0000538
,Dislocation of shoulder,Dislocation of the femoral head,T830.2,HP_0008826
,Other psychoactive substance related disorders,Psychotic episodes,280.8,HP_0000725
,"End stage renal disease [CDK, stage 5]",Abnormality of the genitourinary system,583.1,HP_0000119
,Lambert-Eaton syndrome,Abnormal peripheral nervous system morphology,338.3,HP_0000759
,Uninodular goiter [single thyroid nodule],Positive perchlorate discharge test,200.22,HP_0025482
,Tricuspid valve disorders,Pulmonary insufficiency,413.3,HP_0010444
,Synovial hypertrophy*,Synovial hypertrophy,721.7,HP_0005186
,Double inlet ventricle,Single ventricle,780.3,HP_0001750
,Pain in elbow,Elbow pain,713.32,HP_0030835
,Other diseases of blood and blood-forming organs,Oligoclonal elevation of circulating IgM,176,HP_0032332
,"Disorders of fluid, electrolyte and acid-base balance",L-2-hydroxyglutaric acidemia,256,HP_0040147
,Severe combined immunodeficiency due to adenosine deaminase deficiency*,Decreased serum complement factor I,179.31,HP_0005356
,Heparin-induced thrombocytopenia [HIT],Abnormality of blood and blood-forming tissues,169.15,HP_0001871
,Multinodular goiter,Thyrotoxicosis with diffuse goiter,200.23,HP_0011784
,Extrapyramidal and movement disorders,Progressive choreoathetosis,324,HP_0007326
,Extrapyramidal and movement disorders,Fusion of the caudate and putamen,324,HP_0034180
,Inclusion body myositis,Sensory neuropathy,700.44,HP_0000763
,Secondary neuroendocrine tumors,Paraganglioma of head and neck,114.3,HP_0002864
,Lymphoid,Malignant eosinophil proliferation,120.2,HP_0006782
,Disorders of refraction and accommodation,Latent hypermetropia,387,HP_0500042
,Toxic myoneural disorders,Demyelinating motor neuropathy,338.2,HP_0007220
,Spina bifida,Spina bifida occulta at S1,751.1,HP_0004614
,Cystoid macular degeneration,Foveal degeneration,374.53,HP_0025146
,Dislocation of hip,Dislocated radial head,T830.6,HP_0003083
,Anomalies of pupillary function,Tonic pupil,384,HP_0012074
,Muscular dystrophy,Abnormal peripheral nervous system morphology,339.1,HP_0000759
,Benign neoplasm of the prostate,Cerebellar hemangioblastoma,146.2,HP_0006880
,Heart failure,Right ventricular failure,424,HP_0001708
,Myocarditis,Myopathy,410.3,HP_0003198
,Abnormality of globulin*,IgA heavy chain paraproteinemia,824.2,HP_0020194
,Disorders of optic nerve and visual pathways,Temporal optic disc pallor,380,HP_0012511
,Acquired deformities of fingers and toes,Joint contracture of the 5th finger,709,HP_0009183
,Keratoderma,Plantar hyperkeratosis,680.2,HP_0007556
,Benign neoplasm of the trachea,Carcinoma,137.3,HP_0030731
,Abnormal blood-gas level,Orthodeoxia,829.1,HP_0033367
,Abnormalities of breathing,Sneeze,488,HP_0025095
,Symptoms related to joints,Shoulder pain,713,HP_0030834
,Viral hepatitits,Subacute progressive viral hepatitis,540.3,HP_0006572
,Benign neoplasm of the nasopharynx,Hypothalamic hamartoma,135.3,HP_0002444
,Double outlet right ventricle,Double outlet right ventricle with subaortic ventricular septal defect and pulmonary stenosis,778.6,HP_0011655
,Benign neoplasm of the liver and intrahepatic bile ducts,Midline central nervous system lipomas,136.6,HP_0006866
,Difficulty walking,Scissor gait,325.24,HP_0012407
,Diseases of the pancreas,Pancreatic calcification,554,HP_0005213
,Effect of trauma,Posterior cortical cataract,T883,HP_0010924
,Foreign body,Fractured skull,T892,HP_0041082
,Multiple fractures,Fractured rib,T828,HP_0041159
,Pathologic fracture,Fractured lumbar vertebra,726.2,HP_0041168
,Lesion of plantar nerve,Distal sensory impairment of all modalities,336.55,HP_0003409
,Other anemias due to enzyme disorders,Coombs-positive hemolytic anemia,161.16,HP_0004844
,Disorders of pigmentation,Hemangiomatosis,674,HP_0007461
,Qualitative platelet defects,Macrothrombocytopenia,169.2,HP_0040185
,Coronary artery dissection,Peripheral arteriovenous fistula,438.43,HP_0100784
,Common variable immunodeficiency [CVID],Decreased serum complement C7,179.7,HP_0033058
,Other respiratory disorders,Abnormal lung morphology,486,HP_0002088
,Chronic otitis media,Otitis media with effusion,391.12,HP_0031353
,Abnormality of urination,Oliguria,594,HP_0100520
,Infections,Hyperkeratosis with erythema,089,HP_0007390
,Malignant neoplasm of the thoracic and respiratory organs,Pulmonary lymphangiomyomatosis,102,HP_0012798
,Cardiomyopathy,Hypertrophic cardiomyopathy,414,HP_0001639
,Melanocytic nevi*,Midline central nervous system lipomas,138.2,HP_0006866
,Carcinoid tumors,Pituitary macroadenoma,114.4,HP_0025693
,Generalized epilepsy,Photosensitive myoclonic-tonic-clonic seizure,330.11,HP_0032855
,Abnormal digit morphology,Contracture of the proximal interphalangeal joint of the 4th finger,785.1,HP_0009276
,Thalassemia minor,Nonspherocytic hemolytic anemia,165.25,HP_0001930
,Diseases of the pancreas,Abnormality of exocrine pancreas physiology,554,HP_0012092
,Symptoms related to joints,Stiff toe,713,HP_0025265
,Other malignant immunoproliferative diseases,Acute lymphoblastic leukemia,125.5,HP_0006721
,Hemophilus infection,Acute aspiration pneumonia,007,HP_0011952
,Drug-induced hypoglycemia*,Hypoketotic hypoglycemia,205.3,HP_0001985
,Lesion of sciatic nerve,Episodic peripheral neuropathy,336.51,HP_0006949
,Disorders of muscle,Flexion contracture of digit,719,HP_0030044
,Benign neoplasm of the thyroid,Optic nerve sheath meningioma,149.1,HP_0500089
,Hereditary ataxia,Telangiectasia of the oral mucosa,323.1,HP_0007428
,Acute leukemia,Acute myeloid leukemia,121.1,HP_0004808
,Congenital anomalies of nails,Anonychia,793,HP_0001798
,Nodular sclerosis Hodgkin lymphoma,Chronic myelogenous leukemia,122.11,HP_0005506
,Other congenital malformations,Situs inversus totalis,796,HP_0001696
,Generalized epilepsy,Focal atonic seizure,330.11,HP_0020220
,Other specific joint derangements,Congenital bilateral hip dislocation,712,HP_0008780
,Cardiomyopathy,Necrotizing myopathy,414,HP_0008978
,Congenital malformation of optic disc,Inferior retinal coloboma,753.83,HP_0031614
,Congenital non-neoplastic nevus,Nevus of Ota,790.41,HP_0009920
,Other and unspecified nonspecific immunological findings,Heavy-chain paraproteinemia,826.4,HP_0031049
,Abnormalities of heart beat,AV nodal tachycardia,417,HP_0011687
,Hearing impairment,Low-frequency hearing loss,396,HP_0008542
,Malignant neoplasm of meninges,Glioblastoma multiforme,109.2,HP_0012174
,Undescended testis [Cryptorchidism],Unilateral cryptorchidism,771.11,HP_0012741
,Benign neoplasm of the lip,Curvilinear pericallosal lipoma,135.11,HP_0034013
,Benign neoplasm of the pancreas,Midline central nervous system lipomas,136.8,HP_0006866
,"Benign neoplasm of the heart, mediastinum, thymus, and pleura",Cerebral hamartoma,137.5,HP_0009731
,Fracture of the foot,Fractured talus,T825,HP_0041164
,"Hypothyroidism, not specified as secondary",Thyrotoxicosis with toxic multinodular goiter,200.14,HP_0011785
,Male infertility,Late spermatogenesis maturation arrest,609,HP_0031040
,Birth trauma,Subarachnoid hemorrhage,880,HP_0002138
,Multiple fractures,Fractured sternum,T828,HP_0041246
,Mast cell,Acute myeloid leukemia,120.15,HP_0004808
,Osteonecrosis,Morbus Kienboeck,727.1,HP_0010889
,Lymphedema,Spinous keratoses of palms and soles,177.4,HP_0007613
,Osteomalacia,Thoracic kyphosis,726.5,HP_0002942
,Selective deficiency of immunoglobulin A [IgA],Decreased serum complement C5,179.4,HP_0033060
,Neonatal cerebral ischemia*,Ischemic stroke,870.2,HP_0002140
,Other arthropathies,Abnormality of the skin,707,HP_0000951
,Rhabdomyolysis,Skeletal myopathy,719.8,HP_0003756
,Lesion of plantar nerve,Sensory axonal neuropathy,336.55,HP_0003390
,Rheumatoid arthritis and other inflammatory polyarthropathies,Pulmonary necrosis,705,HP_0033243
,Acute lymphoid leukemia,Chronic lymphatic leukemia,121.11,HP_0005550
,Hyposmolality and/or hyponatremia,Hyponatremia,256.2,HP_0002902
,Sleep disorders,Central sleep apnea,333,HP_0010536
,Difficulty walking,Progressive gait ataxia,325.24,HP_0007240
,Lack of expected normal physiological development in childhood,Failure to thrive secondary to recurrent infections,890,HP_0008866
,Ascites,Fulminant hepatic failure,555,HP_0004448
,Abnormal results of function studies of eye,Abnormal light- and dark-adapted electroretinogram,385,HP_0008323
,Carcinoid tumor of the stomach,Adrenal pheochromocytoma,114.44,HP_0006748
,Postprocedural hypothyroidism,Graves disease,200.13,HP_0100647
,Immunodeficiencies,Decreased serum complement C6,179,HP_0033059
,Carpal tunnel syndrome,Distal peripheral sensory neuropathy,336.1,HP_0007067
,Abnormal thyroid function studies,Thyrotoxicosis with toxic multinodular goiter,200.9,HP_0011785
,Chronic pain,Testicular pain,809.2,HP_0033839
,Sequelae of cancer,Finger pain,132,HP_0030837
,Gangrene,Hernia,091,HP_0100790
,Abnormality of gait and mobility,Falls,325.2,HP_0002527
,Noninflammatory disorders of choroid,Chorioretinal scar,373,HP_0007777
,Fasciopathy,Camptodactyly of finger,722,HP_0100490
,Convulsions of newborn,Neonatal seizure with electrographic correlate,870.1,HP_0032808
,"Coagulation defects, purpura and other hemorrhagic conditions",Abnormality of von Willebrand factor,168,HP_0012146
,Ptosis of eyelid,Brow ptosis,361.3,HP_0031623
,Disorders of the gallbladder,Gallbladder perforation,550,HP_0030154
,Coronary artery dissection,Post-angioplasty coronary artery restenosis,438.43,HP_0004761
,Benign neoplasm of the thoracic and respiratory organs,Lung fibroma,137,HP_0010616
,Dental attrition and abrasion,Abnormality of the gastrointestinal tract,502.1,HP_0011024
,Benign neoplasms of the vulva,Hemangioblastoma,144.11,HP_0010797
,Cerebral venous sinus thrombosis,Arterial thrombosis,440.15,HP_0004420
,Partial epilepsy,Focal impaired awareness autonomic seizure with urge to urinate/defecate,330.12,HP_0032774
,Hallux rigidus,Neuropathic arthropathy,709.22,HP_0002821
,Acquired deformities of fingers and toes,Joint contracture of the 4th finger,709,HP_0009274
,Myasthenia gravis,Polyneuritis,338.1,HP_0031003
,Malignant neoplasm of the head and neck,Facial neoplasm,100,HP_0012289
,Drug-induced/iatrogenic thyroiditis,Impaired sensitivity to thyroid hormone,200.45,HP_0002930
,Systemic atrophies primarily affecting the central nervous system,Distal amyotrophy,323,HP_0003693
,Phlebitis and thrombophlebitis,Recurrent thromboembolism,440.13,HP_0004831
,Multiple myeloma,Malignant eosinophil proliferation,123.1,HP_0006782
,Mast cell,Myeloid leukemia,120.15,HP_0012324
,Congenital anomalies of limbs,Short middle phalanx of the 4th finger,785,HP_0009295
,Disorders of optic nerve and visual pathways,Optic nerve gray crescent,380,HP_0500086
,Anemia,Normochromic microcytic anemia,164,HP_0004856
,Endomyocardial (eosinophilic) disease [Endomyocardial fibrosis],Necrotizing myopathy,414.6,HP_0008978
,Abnormal findings on diagnostic test of central nervous system,EEG with frontal sharp slow waves,349.1,HP_0011290
,Arteriovenous fistula,Jejunal arteriovenous malformation,441.1,HP_0031343
,Thyroiditis,Abnormal circulating free T4 level,200.4,HP_0033076
,Delta thalassemia,Macrocytic hemolytic disease,165.23,HP_0005524
,Thyroiditis,Thyroid agenesis,200.4,HP_0008191
,Functional intestinal disorder,Aganglionic megacolon,524,HP_0002251
,Acute respiratory failure,Respiratory insufficiency due to muscle weakness,479.31,HP_0002747
,Disorders of the retina,Diabetes mellitus,374,HP_0000819
,Hypo-coagulability,Subcutaneous hemorrhage,168.1,HP_0001933
,Quadriplegia,Hemiplegia,342.2,HP_0002301
,Acute respiratory infection,Bronchitis,460,HP_0012387
,Systemic atrophies primarily affecting the central nervous system,Bronchial telangiectasia,323,HP_0033370
,Inflammation of the eye,Partial complement factor H deficiency,367,HP_0008290
,Other superficial injury,Purpura,T889,HP_0000979
,Myeloid,Lymphoid leukemia,120.1,HP_0005526
,Fasciopathy,Elbow flexion contracture,722,HP_0002987
,Other diseases of spinal cord,Long-tract signs,348,HP_0002423
,Other stimulant dependence,Stimulant addiction,280.62,HP_0033512
,Other congenital malformations of musculoskeletal system,Morgagni diaphragmatic hernia,789,HP_0025194
,Effect of trauma,Pain,T883,HP_0012531
,Diseases of the pancreas,Pancreatic pseudocyst,554,HP_0005206
,Stroke,Intraventricular hemorrhage,431.1,HP_0030746
,Malignant neoplasm of the kidney,Papillary renal cell carcinoma type 2,108.4,HP_0006732
,Thyroiditis,Increased radioactive iodine uptake,200.4,HP_0031220
,Carcinoid tumor of the stomach,Pancreatic islet cell adenoma,114.44,HP_0008261
,Undescended and ectopic testicle,Unilateral cryptorchidism,771.1,HP_0012741
,Sequelae of cancer,Pituitary spindle cell oncocytoma,132,HP_0011764
,Facial myokymia*,EMG: myokymic discharges,334.25,HP_0100288
,Hypertrophy of bone*,Vertebral hyperostosis,727.6,HP_0008442
,Meningitis due to other non-infectious causes,Complement deficiency,320.2,HP_0004431
,"Cancer (solid tumor, excluding BCC)",Pheochromocytoma,130,HP_0002666
,Migraine with aura,Migraine with aura,331.61,HP_0002077
,Myopathies,Entrapment neuropathy of the ulnar nerve at elbow,340,HP_0012186
,Chronic liver disease and sequelae,Hepatic fibrosis,542,HP_0001395
,Stereotyped movement disorders,Tongue thrusting,893.6,HP_0100703
,Other symptoms and disorders of the soft tissue,Myalgia,724,HP_0003326
,Stroke and transient cerebral ischemic attacks,Ischemic stroke,431,HP_0002140
,Pain,Anal pain,809,HP_0500005
,Disorders of muscle,Arthrogryposis-like hand anomaly,719,HP_0005612
,Congenital anomalies of eye,Buphthalmos,753,HP_0000557
,Adult failure to thrive,Mild short stature,230.7,HP_0003502
,Nutritional anemias,Normocytic anemia,160,HP_0001897
,Aneurysm or ectasia,Cerebral berry aneurysm,438,HP_0007029
,"Nevus, non-neoplastic",Atypical nevus,138.1,HP_0001062
,Other symptoms involving nervous & musculoskeletal system,Hyporeflexia,350,HP_0001265
,Disorders of tooth develoment,Marked delay in eruption of permanent teeth,500,HP_0006291
,Disorders of thyrocalcitonin secretion,Thyroiditis,200.5,HP_0100646
,Rheumatoid lung disease with rheumatoid arthritis,Pleural cobblestoning,705.12,HP_0033344
,Fasciculation*,Labiomental fasciculations,325.12,HP_0032507
