"phecode","phecode_string","LB_cat"
628.3,"polycystic ovary syndrome","Genitourinary"
468.3,"Ventilator associated pneumonia","Resp"
371.4,"Cortical, lamellar, or zonular nonsenile cataract","Eye"
372,"Disorders of lens (excluding cataracts)","Eye"
384.4,"Tonic pupil","Eye"
360.11,"Hordeolum externum","Eye"
369.52,"Lattice corneal dystrophy","Eye"
369.53,"Granular corneal dystrophy","Eye"
369.54,"Juvenile epithelial corneal dystrophy [Meesmann corneal dystrophy]","Eye"
334.4,"Disorders of oculomotor nerves","Neuro"
121.22,"Chronic myloid leukemia","Neoplasms"
330.4,"Post traumatic seizures","Neuro"
328.8,"Dementia in conditions classified elsewhere","Neuro"
824.1,"Abnormality of albumin*","Signs/Symptoms"
824.2,"Abnormality of globulin*","Signs/Symptoms"
328.6,"","Neuro"
840.4,"Latex allergy","Signs/Symptoms"
840.5,"Allergy to radiographic dye","Signs/Symptoms"
840.8,"Allergies related to other diseases/symptoms","Signs/Symptoms"
381.4,"Exotropia","Eye"
381.41,"Alternating exotropia","Eye"
382,"Other disorders of binocular movement","Eye"
363.51,"Epiphora due to excess lacrimation","Eye"
361.11,"Senile entropion","Eye"
361.12,"Mechanical entropion","Eye"
619.32,"Erosion and ectropion of cervix","Genitourinary"
363.4,"Lacrimal atrophy","Eye"
"E","Encounter","x"
"Stat","Status","Status"
528.21,"Vomiting of fecal matter","GI"
331.4,"Cluster headaches","Neuro"
331.5,"Paroxysmal hemicrania","Neuro"
331.6,"Migraine","Neuro"
331.65,"Cyclical vomiting in migraine*","Neuro"
331.61,"Migraine with aura","Neuro"
331.62,"Hemiplegic migraine","Neuro"
331.63,"Menstrual migraine","Neuro"
331.64,"Chronic migraine without aura","Neuro"
527.1,"Abdominal migraine*","GI"
331.32,"Hypnic headache","Neuro"
331.33,"Thunderclap headache","Neuro"
293.2,"Bulimia nervosa","Mental"
293.3,"Binge eating disorder*","Mental"
754.2,"Congenital anomalies of lacrimal gland","Cong"
754.11,"Congenital ptosis","Cong"
755.1,"Aplasia/Hypoplasia of the external ear","Cong"
406.6,"Cor pulmonale (chronic)*","Cardio"
809.1,"Acute pain","Signs/Symptoms"
809.2,"Chronic pain","Signs/Symptoms"
809.22,"Central pain syndrome","Signs/Symptoms"
809.3,"Pain in limb","Signs/Symptoms"
325.3,"Lack of coordination","Neuro"
367.7,"Scleritis","Eye"
368,"Noninflammatory disorders of sclera","Eye"
367.13,"Blepharoconjunctivitis","Eye"
368.1,"Scleral staphyloma","Eye"
368.2,"Scleral ectasia","Eye"
367.52,"Iridocyclitis","Eye"
367.53,"Chorioretinitis","Eye"
367.8,"Hypopyon","Eye"
360.12,"Hordeolum internum","Eye"
361.25,"Paralytic lagophthalmos","Eye"
361.24,"Cicatricial lagophthalmos","Eye"
868.6,"Congenital hydrocele","Neonate"
594.41,"Nocturia","Genitourinary"
903.1,"Preterm labor","Preg"
350.5,"Repeated falls*","Neuro"
334.42,"Fourth [trochlear] nerve palsy","Neuro"
784.12,"Congenital talipes calcaneovarus","Cong"
380.51,"Cortical blindness","Eye"
200.15,"Postinfectious hypothyroidism*","Endo"
361.4,"Blepharochalasis","Eye"
618.12,"Rectocele","Genitourinary"
625.3,"Vulvodynia","Genitourinary"
210.3,"Ectopic ACTH syndrome*","Endo"
468.16,"Human metapneumovirus pneumonia*","Resp"
468.15,"Pneumonia due to SARS-associated coronavirus","Resp"
370.1,"Degeneration of iris and ciliary body","Eye"
390.2,"Exostosis of external auditory canal","Hearing"
602.4,"Elevated prostate specific antigen [PSA]","Genitourinary"
605.1,"Male erectile dysfunction","Genitourinary"
605.2,"Ejaculatory dysfunction","Genitourinary"
755,"Congenital malformations of ear","Cong"
325.12,"Fasciculation*","Neuro"
788,"Congenital osteodystrophies","Cong"
777,"Congenital malformations of respiratory system","Cong"
787.3,"Congenital kyphosis","Cong"
787.4,"Congenital lordosis","Cong"
787.5,"Congenital malformation of ribs and sternum","Cong"
787.51,"Cervical rib","Cong"
466.4,"Hypertrophy of tonsils and adenoids","Resp"
"098","Carrier or suspected carrier of infectious diseases","ID"
"095","Sequela of infection","ID"
100.8,"Malignant neoplasm of the lip","Neoplasms"
100.12,"Malignant neoplasm of the tongue","Neoplasms"
100.13,"Malignant neoplasm of the gums","Neoplasms"
100.14,"Malignant neoplasm of the floor of mouth","Neoplasms"
100.15,"Malignant neoplasm of the palate","Neoplasms"
100.9,"Malignant neoplasm of the salivary glands","Neoplasms"
100.6,"Malignant neoplasm of the larynx","Neoplasms"
100.7,"Malignant neoplasm of the pharynx","Neoplasms"
101.1,"Malignant neoplasm of the esophagus","Neoplasms"
101.2,"Malignant neoplasm of stomach","Neoplasms"
101.3,"Malignant neoplasm of the small intestine","Neoplasms"
101.4,"Malignant neoplasm of the colon and rectum","Neoplasms"
101.5,"Malignant neoplasm of the anus and anal canal","Neoplasms"
101.6,"Malignant neoplasm of the liver and intrahepatic bile ducts","Neoplasms"
101.41,"Malignant neoplasm of the colon","Neoplasms"
101.42,"Malignant neoplasm of the rectum","Neoplasms"
101.7,"Malignant neoplasm of the gallbladder and extrahepatic bile ducts","Neoplasms"
101.8,"Malignant neoplasm of the pancreas","Neoplasms"
581.12,"Chronic pyelonephritis","Genitourinary"
581.11,"Acute pyelonephritis","Genitourinary"
581.13,"Renal and perinephric abscess","Genitourinary"
583.1,"End stage renal disease [CDK, stage 5]","Genitourinary"
584.1,"Renal dialysis","Genitourinary"
674.11,"Vitiligo","Derm"
586.5,"Renal sclerosis, unspecified","Genitourinary"
596.2,"Overactive bladder","Genitourinary"
588.11,"Renal osteodystrophy","Genitourinary"
588.12,"Nephrogenic diabetes insipidus","Genitourinary"
596.4,"Vesical fistula","Genitourinary"
164.63,"Antineoplastic chemotherapy induced anemia","Blood"
102.54,"Malignant neoplasm of the thymus","Neoplasms"
102.5,"Malignant neoplasm of the heart, mediastinum, thymus, and pleura","Neoplasms"
916.4,"Streptococcus B carrier","Preg"
"098.2","Carrier or suspected carrier of Staphylococcus aureus","ID"
"029","Leptospira","ID"
104.3,"Malignant neoplasm of other connective and soft tissue","Neoplasms"
102.51,"Malignant neoplasm of the heart","Neoplasms"
102.52,"Malignant neoplasm of the mediastinum","Neoplasms"
101.71,"Malignant neoplasm of the gallbladder","Neoplasms"
106.6,"Malignant neoplasm of the placenta","Neoplasms"
106.12,"Malignant neoplasm of the vagina","Neoplasms"
106.13,"Malignant neoplasm of the cervix","Neoplasms"
108.5,"Malignant neoplasm of the bladder","Neoplasms"
109.13,"Malignant neoplasm of conjunctiva","Neoplasms"
109.14,"Malignant neoplasm of cornea","Neoplasms"
109.15,"Malignant neoplasm of retina","Neoplasms"
109.16,"Malignant neoplasm of choroid","Neoplasms"
110.5,"Malignant neoplasm of the pineal gland","Neoplasms"
107.32,"Malignant neoplasm of the scrotum","Neoplasms"
104.5,"Gastrointestinal stromal tumor*","Neoplasms"
108.6,"Malignant neoplasm of urethra","Neoplasms"
108.7,"Malignant neoplasm of ureter","Neoplasms"
104.6,"Kaposi's sarcoma","Neoplasms"
"062","Parainfluenza virus","ID"
465.1,"Acute Pharyngitis","Resp"
481,"Interstitial pulmonary diseases","Resp"
296.6,"Avoidant personality disorder","Mental"
467,"Laryngitis and tracheitis","Resp"
298,"Impulse disorders","Mental"
471.1,"Cyst and mucocele of nose and nasal sinus*","Resp"
472.1,"Paralysis of vocal cords and larynx","Resp"
472.3,"Edema of larynx","Resp"
472.2,"Polyp of vocal cord and larynx","Resp"
465.3,"Pharyngeal abscess","Resp"
700.1,"Lupus","Musc/Skel"
700.11,"Systemic lupus erythematosus [SLE]","Musc/Skel"
702.3,"Enteropathic arthropathies","Musc/Skel"
702.2,"Reiter's disease [Reactive arthritis]","Musc/Skel"
700.6,"Autoinflammatory syndromes*","Musc/Skel"
705.6,"Chronic postrheumatic arthropathy [Jaccoud]","Musc/Skel"
708.15,"Primary osteoarthritis of the wrist, forearm","Musc/Skel"
708.14,"Primary osteoarthritis of the shoulder, upper arm","Musc/Skel"
700.13,"Drug-induced systemic lupus erythematosus*","Musc/Skel"
700.8,"Behcet's syndrome","Musc/Skel"
700.12,"Cutaneous lupus erythematosus","Musc/Skel"
707.6,"Arthropathy associated with hypersensitivity reaction","Musc/Skel"
707.7,"Arthropathy associated with hematological disorders","Musc/Skel"
"063","Rotavirus","ID"
"050.6","Rhinovirus","ID"
"064","Norovirus","ID"
708.16,"Primary osteoarthritis ankle and foot","Musc/Skel"
708.7,"Generalized osteoarthritis","Musc/Skel"
708.8,"Secondary osteoarthritis","Musc/Skel"
673.1,"Actinic keratosis","Derm"
682.3,"Hidradenitis suppurativa","Derm"
660.21,"Impetigo","Derm"
662,"Rosacea","Derm"
660.4,"Carbuncle and furuncle","Derm"
"004.2","Group A Streptococcus","ID"
664.3,"Parapsoriasis","Derm"
157.1,"Multiple endocrine neoplasia [MEN] type I","Neoplasms"
676.1,"Hypertrophic scar [Keloid scar]","Derm"
680.1,"Corns and callosities","Derm"
660.23,"Cutaneous erysipeloid","Derm"
668.2,"Seborrheic dermatitis","Derm"
663.1,"Pemphigus","Derm"
667.5,"Exfoliation due to erythematous condition","Derm"
668.6,"Prurigo","Derm"
668.4,"Dermatitis due to substances taken internally","Derm"
668.5,"Lichen simplex chronicus","Derm"
679,"Skin symptoms","Derm"
660.1,"Fungal infection of the skin","Derm"
660.2,"Bacterial infection of the skin","Derm"
660.22,"Staphylococcal scalded skin syndrome [Ritter's disease]","Derm"
663,"Bullous disorders","Derm"
663.3,"Dermatitis herpetiformis","Derm"
663.4,"Subcorneal pustular dermatosis","Derm"
660.7,"Pilonidal cyst","Derm"
679.5,"Pyoderma","Derm"
135.3,"Benign neoplasm of the nasopharynx","Neoplasms"
908.4,"Gestational edema and proteinuria*","Preg"
120.21,"Mature B-cell","Neoplasms"
679.1,"Rash and other nonspecific skin eruption","Derm"
679.2,"Pallor and flushing","Derm"
679.21,"Pallor","Derm"
679.22,"Flushing","Derm"
679.3,"Changes in skin texture","Derm"
679.4,"Pruritus","Derm"
660.6,"Cellulitis and abscess","Derm"
665.1,"Psoriasis vulgaris*","Derm"
665.2,"Psoriatic arthropathy","Derm"
664.21,"Pityriasis rosea","Derm"
664.22,"Pityriasis rubra pilaris","Derm"
668,"Dermatitis [eczema]","Derm"
668.1,"Atopic dermatitis","Derm"
668.3,"Contact dermatitis","Derm"
200.8,"Sick-euthyroid syndrome","Endo"
674.22,"Freckles*","Derm"
680.2,"Keratoderma","Derm"
680.3,"Xerosis cutis*","Derm"
680.4,"Ainhum","Derm"
684.14,"Androgenic alopecia*","Derm"
684.81,"Variations in hair color","Derm"
120.22,"Mature T-Cell","Neoplasms"
120.11,"Plasma cell","Neoplasms"
120.12,"Monocyte","Neoplasms"
120.13,"Erythroid","Neoplasms"
120.14,"Megakaryoblast","Neoplasms"
120.15,"Mast cell","Neoplasms"
"097.5","Resistance to vancomycin*","ID"
209.14,"Pituitary-dependent Cushing's disease*","Endo"
211.11,"Primary aldosteronism","Endo"
"084","Parasites","ID"
"084.1","Amebiasis [Entamoeba histolytica]","ID"
"084.2","Malaria [Plasmodium]","ID"
"084.3","Leishmaniasis [Leishmania]","ID"
"084.4","Trichomoniasis","ID"
"084.5","Toxoplasmosis","ID"
"084.6","Enterobiasis","ID"
"084.7","Giardiasis","ID"
"089","Infections","ID"
"Rx","Rx","Rx"
"unRx","unRx","Rx"
136,"Benign neoplasm of the digestive organs","Neoplasms"
136.1,"Benign neoplasm of the esophagus","Neoplasms"
136.2,"Benign neoplasm of stomach","Neoplasms"
136.3,"Benign neoplasm of the small intestine","Neoplasms"
136.4,"Benign neoplasm of colon, rectum, anus and anal canal","Neoplasms"
136.41,"Benign neoplasm of the colon","Neoplasms"
136.6,"Benign neoplasm of the liver and intrahepatic bile ducts","Neoplasms"
136.61,"Benign neoplasm of the liver*","Neoplasms"
247.3,"Disorder of phosphorus metabolism","Metab"
200.43,"Subacute thyroiditis","Endo"
136.8,"Benign neoplasm of the pancreas","Neoplasms"
"086","Pediculosis, acariasis and other infestations","ID"
137,"Benign neoplasm of the thoracic and respiratory organs","Neoplasms"
137.1,"Benign neoplasm of the of bronchus and lung","Neoplasms"
137.3,"Benign neoplasm of the trachea","Neoplasms"
137.5,"Benign neoplasm of the heart, mediastinum, thymus, and pleura","Neoplasms"
137.51,"Benign neoplasm of the heart","Neoplasms"
137.52,"Benign neoplasm of the mediastinum","Neoplasms"
137.53,"Benign neoplasm of the of pleura","Neoplasms"
137.54,"Benign neoplasm of the thymus","Neoplasms"
174,"Diseases of spleen","Blood"
139.2,"Benign neoplasm of retroperitoneum and peritoneum","Neoplasms"
139.3,"Benign neoplasm of other connective and soft tissue","Neoplasms"
139.4,"Benign neoplasm of peripheral nerves*","Neoplasms"
208.1,"Hypoparathyroidism","Endo"
138.2,"Melanocytic nevi*","Neoplasms"
138.1,"Nevus, non-neoplastic","Neoplasms"
139.5,"Lipoma","Neoplasms"
208,"Disorders of parathyroid gland","Endo"
144.21,"Leiomyoma of uterus","Neoplasms"
146.31,"Benign neoplasm of epididymis and spermatic cord","Neoplasms"
146.32,"Benign neoplasm of the scrotum","Neoplasms"
146.4,"Benign neoplasm of the kidney","Neoplasms"
146.5,"Benign neoplasm of the bladder","Neoplasms"
146.51,"Benign neoplasm of urethra","Neoplasms"
146.52,"Benign neoplasm of ureter","Neoplasms"
148.14,"Benign neoplasm of cornea","Neoplasms"
148.13,"Benign neoplasm of conjunctiva","Neoplasms"
148.15,"Benign neoplasm of retina","Neoplasms"
148.16,"Benign neoplasm of choroid","Neoplasms"
148.2,"Benign neoplasm of meninges (Meningioma)","Neoplasms"
148.3,"Benign neoplasm of brain","Neoplasms"
148.4,"Benign neoplasm of spinal cord","Neoplasms"
148.5,"Benign neoplasm of cranial nerve","Neoplasms"
149.1,"Benign neoplasm of the thyroid","Neoplasms"
149.3,"Benign neoplasm of the parathyroid gland","Neoplasms"
149.4,"Benign neoplasm of the pituitary gland and craniopharyngeal duct","Neoplasms"
149.5,"Benign neoplasm of pineal gland","Neoplasms"
544.1,"Primary biliary cirrhosis*","GI"
142.21,"Mammographic microcalcification","Neoplasms"
832.8,"Hyperoxaluria*","Signs/Symptoms"
"R950","Poisoning by drugs","Complications of care"
324.4,"Tremor","Neuro"
324.8,"Restless legs syndrome","Neuro"
324.2,"Degenerative diseases of the basal ganglia (excluding parkinsons)","Neuro"
320.11,"Bacterial meningitis","Neuro"
325.23,"Unsteadiness on feet*","Neuro"
324.5,"Myoclonus","Neuro"
324.1,"Parkinsonism","Neuro"
324.7,"Stiff-man syndrome","Neuro"
324.6,"Tics","Neuro"
324.51,"Benign shuddering attacks","Neuro"
324,"Extrapyramidal and movement disorders","Neuro"
324.35,"Idiopathic orofacial dystonia","Neuro"
320.12,"Viral meningitis","Neuro"
320.13,"Fungal memingitis","Neuro"
320.21,"Nonpyogenic meningitis","Neuro"
323,"Systemic atrophies primarily affecting the central nervous system","Neuro"
323.1,"Hereditary ataxia","Neuro"
323.2,"Spinal muscular atrophy","Neuro"
323.3,"Motor neuron disease","Neuro"
798.3,"Huntington's disease","Cong"
323.31,"Amyotrophic lateral sclerosis [ALS]","Neuro"
328,"Dementias and cerebral degeneration","Neuro"
328.1,"Alzheimer's disease","Neuro"
328.32,"Frontotemporal dementia","Neuro"
328.33,"Corticobasal degeneration","Neuro"
328.31,"Senile degeneration of brain, not elsewhere classified","Neuro"
328.4,"Dementia with Lewy bodies","Neuro"
328.5,"","Neuro"
287.41,"Shared psychotic disorder","Mental"
893,"Behavioral and emotional disorders with onset usually occurring in childhood and adolescence","Dev"
893.1,"Attention-deficit hyperactivity disorders","Dev"
893.2,"Conduct disorders","Dev"
893.3,"Emotional disturbance of childhood or adolescence","Dev"
893.4,"Disorders of social functioning with onset specific to childhood and adolescence","Dev"
893.21,"Oppositional defiant disorder of childhood or adolescence","Dev"
893.31,"Separation anxiety disorder of childhood","Dev"
893.41,"Selective mutism","Dev"
892.6,"Intellectual disabilities","Dev"
892.61,"Mild intellectual disabilities","Dev"
892.62,"Moderate intellectual disabilities","Dev"
892.63,"Severe or profound intellectual disabilities","Dev"
893.5,"Tic disorder","Dev"
893.6,"Stereotyped movement disorders","Dev"
893.7,"Enuresis or encopresis not due to a substance or known physiological condition","Dev"
893.8,"Other feeding disorders of infancy and childhood","Dev"
893.81,"Pica of infancy and childhood","Dev"
893.82,"Rumination disorder","Dev"
893.51,"Transient tic disorder","Dev"
893.52,"Chronic motor or vocal tic disorder","Dev"
893.53,"Tourette's disorder","Dev"
290,"Reaction to severe stress, and adjustment disorders","Mental"
320.22,"Chronic meningitis","Neuro"
663.6,"Acantholytic Disorders*","Derm"
665.3,"Other psoriasis","Derm"
683.4,"Onycholysis*","Derm"
688.1,"Sarcoidosis","Derm"
688.2,"Foreign body granuloma","Derm"
688.4,"Actinic reticuloid and actinic granuloma","Derm"
688.3,"Pyogenic granuloma of skin and subcutaneous tissue","Derm"
688.5,"Giant cell granuloma","Derm"
