ICD10_code	ICD10_label	ICD10_simpleLabel	hpo_code	hpo_label	SORTA_score	phecode1.2_codeList	phecodeX_codeList
M85.032	Fibrous dysplasia (monostotic), left forearm	fibrous dysplasia monostotic left forearm	HP_0010736	Monostotic fibrous dysplasia	80.0	['733', '733.2']	['727', '727.5']
M85.039	Fibrous dysplasia (monostotic), unspecified forearm	fibrous dysplasia monostoticforearm	HP_0010736	Monostotic fibrous dysplasia	81.97	['733', '733.2']	['727', '727.5']
M85.04	Fibrous dysplasia (monostotic), hand	fibrous dysplasia monostotic hand	HP_0010736	Monostotic fibrous dysplasia	91.23	['733', '733.2']	['727', '727.5']
M85.041	Fibrous dysplasia (monostotic), right hand	fibrous dysplasia monostotic right hand	HP_0010736	Monostotic fibrous dysplasia	82.54	['733', '733.2']	['727', '727.5']
M85.042	Fibrous dysplasia (monostotic), left hand	fibrous dysplasia monostotic left hand	HP_0010736	Monostotic fibrous dysplasia	83.87	['733', '733.2']	['727', '727.5']
M85.049	Fibrous dysplasia (monostotic), unspecified hand	fibrous dysplasia monostotichand	HP_0010736	Monostotic fibrous dysplasia	86.21	['733', '733.2']	['727', '727.5']
M85.05	Fibrous dysplasia (monostotic), thigh	fibrous dysplasia monostotic thigh	HP_0010736	Monostotic fibrous dysplasia	89.66	['733', '733.2']	['727', '727.5']
M85.051	Fibrous dysplasia (monostotic), right thigh	fibrous dysplasia monostotic right thigh	HP_0010736	Monostotic fibrous dysplasia	81.25	['733', '733.2']	['727', '727.5']
M85.052	Fibrous dysplasia (monostotic), left thigh	fibrous dysplasia monostotic left thigh	HP_0010736	Monostotic fibrous dysplasia	82.54	['733', '733.2']	['727', '727.5']
M85.059	Fibrous dysplasia (monostotic), unspecified thigh	fibrous dysplasia monostoticthigh	HP_0010736	Monostotic fibrous dysplasia	84.75	['733', '733.2']	['727', '727.5']
M85.06	Fibrous dysplasia (monostotic), lower leg	fibrous dysplasia monostotic lower leg	HP_0010736	Monostotic fibrous dysplasia	83.87	['733', '733.2']	['727', '727.5']
M85.069	Fibrous dysplasia (monostotic), unspecified lower leg	fibrous dysplasia monostoticlower leg	HP_0010736	Monostotic fibrous dysplasia	81.97	['733', '733.2']	['727', '727.5']
M85.07	Fibrous dysplasia (monostotic), ankle and foot	fibrous dysplasia monostotic ankle and foot	HP_0010736	Monostotic fibrous dysplasia	83.87	['733', '733.2']	['727', '727.5']
M85.079	Fibrous dysplasia (monostotic), unspecified ankle and foot	fibrous dysplasia monostoticankle and foot	HP_0010736	Monostotic fibrous dysplasia	82.54	['733', '733.2']	['727', '727.5']
M85.08	Fibrous dysplasia (monostotic), other site	fibrous dysplasia monostotic other site	HP_0010736	Monostotic fibrous dysplasia	91.23	['733', '733.2']	['727', '727.5']
M85.09	Fibrous dysplasia (monostotic), multiple sites	fibrous dysplasia monostotic multiple sites	HP_0010736	Monostotic fibrous dysplasia	80.0	['733', '733.2']	['727', '727.5']
M85.2	Hyperostosis of skull	hyperostosis of skull	HP_0004330	Increased skull ossification	100.0	['733']	['727', '727.4']
M85.5	Aneurysmal bone cyst	aneurysmal bone cyst	HP_0012063	Aneurysmal bone cyst	100.0	['733', '733.2']	['727', '727.5']
M85.50	Aneurysmal bone cyst, unspecified site	aneurysmal bone cystsite	HP_0012063	Aneurysmal bone cyst	92.68	['733', '733.2']	['727', '727.5']
M85.51	Aneurysmal bone cyst, shoulder	aneurysmal bone cyst shoulder	HP_0012063	Aneurysmal bone cyst	80.85	['733', '733.2']	['727', '727.5']
M85.519	Aneurysmal bone cyst, unspecified shoulder	aneurysmal bone cystshoulder	HP_0012063	Aneurysmal bone cyst	81.82	['733', '733.2']	['727', '727.5']
M85.529	Aneurysmal bone cyst, unspecified upper arm	aneurysmal bone cystupper arm	HP_0012063	Aneurysmal bone cyst	80.0	['733', '733.2']	['727', '727.5']
M85.53	Aneurysmal bone cyst, forearm	aneurysmal bone cyst forearm	HP_0012063	Aneurysmal bone cyst	82.61	['733', '733.2']	['727', '727.5']
M85.539	Aneurysmal bone cyst, unspecified forearm	aneurysmal bone cystforearm	HP_0012063	Aneurysmal bone cyst	80.0	['733', '733.2']	['727', '727.5']
M85.54	Aneurysmal bone cyst, hand	aneurysmal bone cyst hand	HP_0012063	Aneurysmal bone cyst	88.37	['733', '733.2']	['727', '727.5']
M85.549	Aneurysmal bone cyst, unspecified hand	aneurysmal bone cysthand	HP_0012063	Aneurysmal bone cyst	85.71	['733', '733.2']	['727', '727.5']
M85.55	Aneurysmal bone cyst, thigh	aneurysmal bone cyst thigh	HP_0012063	Aneurysmal bone cyst	86.36	['733', '733.2']	['727', '727.5']
M85.559	Aneurysmal bone cyst, unspecified thigh	aneurysmal bone cystthigh	HP_0012063	Aneurysmal bone cyst	83.72	['733', '733.2']	['727', '727.5']
M85.569	Aneurysmal bone cyst, unspecified lower leg	aneurysmal bone cystlower leg	HP_0012063	Aneurysmal bone cyst	80.0	['733', '733.2']	['727', '727.5']
M85.579	Aneurysmal bone cyst, unspecified ankle and foot	aneurysmal bone cystankle and foot	HP_0012063	Aneurysmal bone cyst	80.85	['733', '733.2']	['727', '727.5']
M85.58	Aneurysmal bone cyst, other site	aneurysmal bone cyst other site	HP_0012063	Aneurysmal bone cyst	88.37	['733', '733.2']	['727', '727.5']
M85.6	Other cyst of bone	other cyst of bone	HP_0012062	Bone cyst	100.0	['733', '733.2']	['727', '727.5']
M85.64	Other cyst of bone, hand	other cyst of bone hand	HP_0012062	Bone cyst	80.0	['733', '733.2']	['727', '727.5']
M85.68	Other cyst of bone, other site	other cyst of bone other site	HP_0012062	Bone cyst	80.0	['733', '733.2']	['727', '727.5']
M86	Osteomyelitis	osteomyelitis	HP_0002754	Osteomyelitis	100.0	['710', '710.1', '710.19']	['701', '701.1']
M86.1	Other acute osteomyelitis	other acute osteomyelitis	HP_0002754	Osteomyelitis	80.0	['710', '710.1', '710.11']	['701', '701.1', '701.11']
M86.8	Other osteomyelitis	other osteomyelitis	HP_0002754	Osteomyelitis	100.0	['710', '710.1', '710.12']	['701', '701.1']
M86.8X	Other osteomyelitis	other osteomyelitis	HP_0002754	Osteomyelitis	100.0	['710', '710.1', '710.12']	['701', '701.1']
M86.8X4	Other osteomyelitis, hand	other osteomyelitis hand	HP_0002754	Osteomyelitis	80.0	['710', '710.1', '710.12']	['701', '701.1']
M86.8X7	Other osteomyelitis, ankle and foot	other osteomyelitis ankle and foot	HP_0001886	Foot osteomyelitis	85.71	['710', '710.1', '710.12']	['701', '701.1']
M86.8X8	Other osteomyelitis, other site	other osteomyelitis other site	HP_0002754	Osteomyelitis	80.0	['710', '710.1', '710.12']	['701', '701.1']
M86.9	Osteomyelitis, unspecified	osteomyelitis	HP_0002754	Osteomyelitis	100.0	['710', '710.1', '710.19']	['701', '701.1']
M87	Osteonecrosis	osteonecrosis	HP_0010885	Avascular necrosis	100.0	['733', '733.4']	['727', '727.1']
M87.0	Idiopathic aseptic necrosis of bone	idiopathic aseptic necrosis of bone	HP_0010885	Avascular necrosis	80.85	['733', '733.4']	['727', '727.1']
M87.8	Other osteonecrosis	other osteonecrosis	HP_0010885	Avascular necrosis	100.0	['733', '733.4']	['727', '727.1']
M87.80	Other osteonecrosis, unspecified bone	other osteonecrosisbone	HP_0010885	Avascular necrosis	80.0	['733', '733.4']	['727', '727.1']
M87.850	Other osteonecrosis, pelvis	other osteonecrosis pelvis	HP_0010885	Avascular necrosis	81.25	['733', '733.4']	['727', '727.1']
M87.879	Other osteonecrosis, unspecified toe(s)	other osteonecrosistoes	HP_0010885	Avascular necrosis	82.76	['733', '733.4']	['727', '727.1']
M87.88	Other osteonecrosis, other site	other osteonecrosis other site	HP_0010885	Avascular necrosis	83.87	['733', '733.4']	['727', '727.1']
M87.9	Osteonecrosis, unspecified	osteonecrosis	HP_0010885	Avascular necrosis	100.0	['733', '733.4']	['727', '727.1']
M89.3	Hypertrophy of bone	hypertrophy of bone	HP_0100774	Hyperostosis	100.0	['733']	['727', '727.6']
M89.30	Hypertrophy of bone, unspecified site	hypertrophy of bonesite	HP_0100774	Hyperostosis	86.49	['733']	['727', '727.6']
M89.319	Hypertrophy of bone, unspecified shoulder	hypertrophy of boneshoulder	HP_0100774	Hyperostosis	80.0	['733']	['727', '727.6']
M89.32	Hypertrophy of bone, humerus	hypertrophy of bone humerus	HP_0100774	Hyperostosis	82.93	['733']	['727', '727.6']
M89.329	Hypertrophy of bone, unspecified humerus	hypertrophy of bonehumerus	HP_0100774	Hyperostosis	80.0	['733']	['727', '727.6']
M89.34	Hypertrophy of bone, hand	hypertrophy of bone hand	HP_0100774	Hyperostosis	87.18	['733']	['727', '727.6']
M89.349	Hypertrophy of bone, unspecified hand	hypertrophy of bonehand	HP_0100774	Hyperostosis	84.21	['733']	['727', '727.6']
M89.35	Hypertrophy of bone, femur	hypertrophy of bone femur	HP_0100774	Hyperostosis	85.0	['733']	['727', '727.6']
M89.359	Hypertrophy of bone, unspecified femur	hypertrophy of bonefemur	HP_0100774	Hyperostosis	82.05	['733']	['727', '727.6']
M89.38	Hypertrophy of bone, other site	hypertrophy of bone other site	HP_0100774	Hyperostosis	87.18	['733']	['727', '727.6']
M89.5	Osteolysis	osteolysis	HP_0002797	Osteolysis	100.0	['733']	['726', '726.6']
M89.54	Osteolysis, hand	osteolysis hand	HP_0002797	Osteolysis	80.0	['733']	['726', '726.6']
M89.58	Osteolysis, other site	osteolysis other site	HP_0002797	Osteolysis	80.0	['733']	['726', '726.6']
M91.4	Coxa magna	coxa magna	HP_0003279	Coxa magna	100.0	['732', '732.1', '736', '736.3']	['725', '725.2', '725.21']
M91.40	Coxa magna, unspecified hip	coxa magnahip	HP_0003279	Coxa magna	80.0	['732', '732.1']	['725', '725.2', '725.21']
M92	Other juvenile osteochondrosis	other juvenile osteochondrosis	HP_0010891	Morbus Scheuermann	88.46	['732', '732.1']	['725', '725.2']
M92.2	Juvenile osteochondrosis, hand	juvenile osteochondrosis hand	HP_0010891	Morbus Scheuermann	80.7	['732', '732.1']	['725', '725.2']
M92.20	Unspecified juvenile osteochondrosis, hand	juvenile osteochondrosis hand	HP_0010891	Morbus Scheuermann	80.7	['732', '732.1']	['725', '725.2']
M92.29	Other juvenile osteochondrosis, hand	other juvenile osteochondrosis hand	HP_0010891	Morbus Scheuermann	80.7	['732', '732.1']	['725', '725.2']
M92.8	Other specified juvenile osteochondrosis	other specified juvenile osteochondrosis	HP_0010891	Morbus Scheuermann	83.33	['732', '732.1']	['725', '725.2']
M92.9	Juvenile osteochondrosis, unspecified	juvenile osteochondrosis	HP_0010891	Morbus Scheuermann	88.46	['732', '732.1']	['725', '725.2']
M93.2	Osteochondritis dissecans	osteochondritis dissecans	HP_0010886	Osteochondritis dissecans	100.0	['732', '732.7']	['728', '728.2']
M93.20	Osteochondritis dissecans of unspecified site	osteochondritis dissecans ofsite	HP_0010886	Osteochondritis dissecans	87.5	['732', '732.7']	['728', '728.2']
M93.21	Osteochondritis dissecans of shoulder	osteochondritis dissecans of shoulder	HP_0010886	Osteochondritis dissecans	82.35	['732', '732.7']	['728', '728.2']
M93.219	Osteochondritis dissecans, unspecified shoulder	osteochondritis dissecansshoulder	HP_0010886	Osteochondritis dissecans	81.63	['732', '732.7']	['728', '728.2']
M93.22	Osteochondritis dissecans of elbow	osteochondritis dissecans of elbow	HP_0010886	Osteochondritis dissecans	87.5	['732', '732.7']	['728', '728.2']
M93.229	Osteochondritis dissecans, unspecified elbow	osteochondritis dissecanselbow	HP_0010886	Osteochondritis dissecans	83.33	['732', '732.7']	['728', '728.2']
M93.23	Osteochondritis dissecans of wrist	osteochondritis dissecans of wrist	HP_0010886	Osteochondritis dissecans	87.5	['732', '732.7']	['728', '728.2']
M93.239	Osteochondritis dissecans, unspecified wrist	osteochondritis dissecanswrist	HP_0010886	Osteochondritis dissecans	83.33	['732', '732.7']	['728', '728.2']
M93.25	Osteochondritis dissecans of hip	osteochondritis dissecans of hip	HP_0010886	Osteochondritis dissecans	91.3	['732', '732.7']	['728', '728.2']
M93.251	Osteochondritis dissecans, right hip	osteochondritis dissecans right hip	HP_0010886	Osteochondritis dissecans	80.77	['732', '732.7']	['728', '728.2']
M93.252	Osteochondritis dissecans, left hip	osteochondritis dissecans left hip	HP_0010886	Osteochondritis dissecans	82.35	['732', '732.7']	['728', '728.2']
M93.259	Osteochondritis dissecans, unspecified hip	osteochondritis dissecanship	HP_0010886	Osteochondritis dissecans	86.96	['732', '732.7']	['728', '728.2']
M93.26	Osteochondritis dissecans knee	osteochondritis dissecans knee	HP_0010886	Osteochondritis dissecans	89.36	['732', '732.7']	['728', '728.2']
M93.262	Osteochondritis dissecans, left knee	osteochondritis dissecans left knee	HP_0010886	Osteochondritis dissecans	80.77	['732', '732.7']	['728', '728.2']
M93.269	Osteochondritis dissecans, unspecified knee	osteochondritis dissecansknee	HP_0010886	Osteochondritis dissecans	86.96	['732', '732.7']	['728', '728.2']
M93.28	Osteochondritis dissecans other site	osteochondritis dissecans other site	HP_0010886	Osteochondritis dissecans	89.36	['732', '732.7']	['728', '728.2']
M94.2	Chondromalacia	chondromalacia	HP_0002780	Bronchomalacia	80.0	['733']	['728', '728.1']
N04	Nephrotic syndrome	nephrotic syndrome	HP_0000100	Nephrotic syndrome	100.0	['580', '580.2']	['580', '580.3']
N05	Unspecified nephritic syndrome	nephritic syndrome	HP_0000100	Nephrotic syndrome	87.5	['580', '580.3', '580.32']	['580', '580.3']
N10	Acute pyelonephritis	acute pyelonephritis	HP_0012330	Pyelonephritis	81.48	['590']	['581', '581.1', '581.11']
N11	Chronic tubulo-interstitial nephritis	chronic tubulo-interstitial nephritis	HP_0004743	Chronic tubulointerstitial nephritis	95.65	['590']	['581']
N11.8	Other chronic tubulo-interstitial nephritis	other chronic tubulo-interstitial nephritis	HP_0004743	Chronic tubulointerstitial nephritis	95.65	['590']	['581']
N11.9	Chronic tubulo-interstitial nephritis, unspecified	chronic tubulo-interstitial nephritis	HP_0004743	Chronic tubulointerstitial nephritis	95.65	['590']	['581']
N12	Tubulo-interstitial nephritis, not specified as acute or chronic	tubulo-interstitial nephritis not specified as acute or chronic	HP_0004743	Chronic tubulointerstitial nephritis	80.49	['590']	['581']
N13.0	Hydronephrosis with ureteropelvic junction obstruction	hydronephrosis with ureteropelvic junction obstruction	HP_0000074	Ureteropelvic junction obstruction	81.08	['586', '586.4']	['581', '581.3', '581.31']
N13.3	Other and unspecified hydronephrosis	other andhydronephrosis	HP_0000126	Hydronephrosis	83.87	['595']	['581', '581.3', '581.31']
N13.30	Unspecified hydronephrosis	hydronephrosis	HP_0000126	Hydronephrosis	100.0	['595']	['581', '581.3', '581.31']
N13.39	Other hydronephrosis	other hydronephrosis	HP_0000126	Hydronephrosis	100.0	['595']	['581', '581.3', '581.31']
N13.4	Hydroureter	hydroureter	HP_0000072	Hydroureter	100.0	['586', '586.4']	['581', '581.3', '581.32']
N13.7	Vesicoureteral-reflux	vesicoureteral-reflux	HP_0000076	Vesicoureteral reflux	100.0	['586', '586.1', '586.12']	['581', '581.3', '581.34']
N13.70	Vesicoureteral-reflux, unspecified	vesicoureteral-reflux	HP_0000076	Vesicoureteral reflux	100.0	['586', '586.1', '586.12']	['581', '581.3', '581.34']
N15.1	Renal and perinephric abscess	renal and perinephric abscess	HP_0032619	Perinephric abscess	85.71	['590']	['581', '581.1', '581.13']
N17	Acute kidney failure	acute kidney failure	HP_0001919	Acute kidney injury	100.0	['585', '585.1']	['582']
N17.8	Other acute kidney failure	other acute kidney failure	HP_0001919	Acute kidney injury	100.0	['585', '585.1']	['582']
N17.9	Acute kidney failure, unspecified	acute kidney failure	HP_0001919	Acute kidney injury	100.0	['585', '585.1']	['582']
N18	Chronic kidney disease (CKD)	chronic kidney disease ckd	HP_0012622	Chronic kidney disease	91.67	['585', '585.3']	['583']
N18.1	Chronic kidney disease, stage 1	chronic kidney disease stage 1	HP_0012623	Stage 1 chronic kidney disease	100.0	['585', '585.4']	['583']
N18.2	Chronic kidney disease, stage 2 (mild)	chronic kidney disease stage 2 mild	HP_0012624	Stage 2 chronic kidney disease	92.31	['585', '585.4']	['583']
N18.3	Chronic kidney disease, stage 3 (moderate)	chronic kidney disease stage 3 moderate	HP_0012625	Stage 3 chronic kidney disease	90.91	['585', '585.3', '585.33']	['583']
N18.30	Chronic kidney disease, stage 3 unspecified	chronic kidney disease stage 3	HP_0012625	Stage 3 chronic kidney disease	100.0		['583']
N18.31	Chronic kidney disease, stage 3a	chronic kidney disease stage 3a	HP_0012625	Stage 3 chronic kidney disease	95.08		['583']
N18.32	Chronic kidney disease, stage 3b	chronic kidney disease stage 3b	HP_0012625	Stage 3 chronic kidney disease	95.08		['583']
N18.4	Chronic kidney disease, stage 4 (severe)	chronic kidney disease stage 4 severe	HP_0012626	Stage 4 chronic kidney disease	90.91	['585', '585.3', '585.34']	['583']
N18.5	Chronic kidney disease, stage 5	chronic kidney disease stage 5	HP_0003774	Stage 5 chronic kidney disease	100.0	['585', '585.3', '585.32']	['583', '583.1']
N18.6	End stage renal disease	end stage renal disease	HP_0003774	Stage 5 chronic kidney disease	100.0	['585', '585.3', '585.32']	['583', '583.1']
N18.9	Chronic kidney disease, unspecified	chronic kidney disease	HP_0012622	Chronic kidney disease	100.0	['585', '585.3']	['583']
N19	Unspecified kidney failure	kidney failure	HP_0001919	Acute kidney injury	84.85	['585', '585.2']	['584']
N25.1	Nephrogenic diabetes insipidus	nephrogenic diabetes insipidus	HP_0009806	Nephrogenic diabetes insipidus	100.0	['588']	['209', '209.2', '209.21', '588', '588.1', '588.12']
N25.81	Secondary hyperparathyroidism of renal origin	secondary hyperparathyroidism of renal origin	HP_0000867	Secondary hyperparathyroidism	80.6	['588', '588.2']	['208', '208.2', '208.22', '588', '588.1']
N27.9	Small kidney, unspecified	small kidney	HP_0000089	Renal hypoplasia	100.0	['586', '586.1', '586.11']	['586', '586.1']
N28.82	Megaloureter	megaloureter	HP_0000072	Hydroureter	80.0	['586']	['586', '586.1']
N28.83	Nephroptosis	nephroptosis	HP_0011126	Nephroptosis	100.0	['586', '586.1']	['586', '586.6']
N32.1	Vesicointestinal fistula	vesicointestinal fistula	HP_0100819	Intestinal fistula	80.0	['596']	['596', '596.4']
