CUI	ICD9_code	ICD9_label	hpo_code	hpo_label	phecode1.2_codeList	phecodeX_codeList	ICD9_simpleLabel	phecodeXupdated_codeList
C0016658	812.43	Closed fracture of medial condyle of humerus	HP_0020110	Bone fracture	['803', '803.1']	['T822']	closed fracture of medial condyle of humerus	['MS_745.3']
C0016658	812.42	Closed fracture of lateral condyle of humerus	HP_0020110	Bone fracture	['803', '803.1']	['T822']	closed fracture of lateral condyle of humerus	['MS_745.3']
C0016658	812.41	Closed supracondylar fracture of humerus	HP_0020110	Bone fracture	['803', '803.1']	['T822']	closed supracondylar fracture of humerus	['MS_745.3']
C0016658	812.00	Closed fracture of unspecified part of upper end of humerus	HP_0020110	Bone fracture	['803', '803.1']	['T822']	closed fracture ofpart of upper end of humerus	['MS_745.3']
C0016658	812.0	Fracture of upper end of humerus, closed	HP_0020110	Bone fracture	['803', '803.1']	['T822']	fracture of upper end of humerus closed	['MS_745.3']
C0016658	812	Fracture of humerus	HP_0020110	Bone fracture	['803', '803.1']	['T822']	fracture of humerus	['MS_745.3']
C0016658	811.19	Open fracture of scapula, other	HP_0020110	Bone fracture	['803', '803.3']	['T826']	open fracture of scapula other	['MS_745.6']
C0016658	811.13	Open fracture of glenoid cavity and neck of scapula	HP_0020110	Bone fracture	['803', '803.3']	['T826']	open fracture of glenoid cavity and neck of scapula	['MS_745.6']
C0016658	811.12	Open fracture of coracoid process	HP_0020110	Bone fracture	['803', '803.3']	['T826']	open fracture of coracoid process	['MS_745.6']
C0016658	812.01	Closed fracture of surgical neck of humerus	HP_0020110	Bone fracture	['803', '803.1']	['T822']	closed fracture of surgical neck of humerus	['MS_745.3']
C0016658	811.11	Open fracture of acromial process of scapula	HP_0020110	Bone fracture	['803', '803.3']	['T826']	open fracture of acromial process of scapula	['MS_745.6']
C0016658	811.1	Open fracture of scapula	HP_0020110	Bone fracture	['803', '803.3']	['T826']	open fracture of scapula	['MS_745.6']
C0016658	811.09	Closed fracture of scapula, other	HP_0020110	Bone fracture	['803', '803.3']	['T826']	closed fracture of scapula other	['MS_745.6']
C0016658	811.03	Closed fracture of glenoid cavity and neck of scapula	HP_0020110	Bone fracture	['803', '803.3']	['T826']	closed fracture of glenoid cavity and neck of scapula	['MS_745.6']
C0016658	811.02	Closed fracture of coracoid process of scapula	HP_0020110	Bone fracture	['803', '803.3']	['T826']	closed fracture of coracoid process of scapula	['MS_745.6']
C0016658	811.01	Closed fracture of acromial process of scapula	HP_0020110	Bone fracture	['803', '803.3']	['T826']	closed fracture of acromial process of scapula	['MS_745.6']
C0016658	811.00	Closed fracture of scapula, unspecified part	HP_0020110	Bone fracture	['803', '803.3']	['T826']	closed fracture of scapulapart	['MS_745.6']
C0016658	811.10	Open fracture of scapula, unspecified part	HP_0020110	Bone fracture	['803', '803.3']	['T826']	open fracture of scapulapart	['MS_745.6']
C0016658	813.23	Closed fracture of shaft of radius with ulna	HP_0020110	Bone fracture	['803', '803.2']	['T822']	closed fracture of shaft of radius with ulna	['MS_745.3']
C0016658	812.02	Closed fracture of anatomical neck of humerus	HP_0020110	Bone fracture	['803', '803.1']	['T822']	closed fracture of anatomical neck of humerus	['MS_745.3']
C0016658	812.09	Other closed fracture of upper end of humerus	HP_0020110	Bone fracture	['803', '803.1']	['T822']	other closed fracture of upper end of humerus	['MS_745.3']
C0016658	812.40	Closed fracture of unspecified part of lower end of humerus	HP_0020110	Bone fracture	['803', '803.1']	['T822']	closed fracture ofpart of lower end of humerus	['MS_745.3']
C0016658	812.4	Fracture of lower end of humerus, closed	HP_0020110	Bone fracture	['803', '803.1']	['T822']	fracture of lower end of humerus closed	['MS_745.3']
C0016658	812.31	Open fracture of shaft of humerus	HP_0020110	Bone fracture	['803', '803.1']	['T822']	open fracture of shaft of humerus	['MS_745.3']
C0016658	812.30	Open fracture of unspecified part of humerus	HP_0020110	Bone fracture	['803', '803.1']	['T822']	open fracture ofpart of humerus	['MS_745.3']
C0016658	812.3	Fracture of shaft or unspecified part of humerus, open	HP_0020110	Bone fracture	['803', '803.1']	['T822']	fracture of shaft orpart of humerus open	['MS_745.3']
C0016658	812.21	Closed fracture of shaft of humerus	HP_0020110	Bone fracture	['803', '803.1']	['T822']	closed fracture of shaft of humerus	['MS_745.3']
C0016658	812.03	Closed fracture of greater tuberosity of humerus	HP_0020110	Bone fracture	['803', '803.1']	['T822']	closed fracture of greater tuberosity of humerus	['MS_745.3']
C0016658	812.20	Closed fracture of unspecified part of humerus	HP_0020110	Bone fracture	['803', '803.1']	['T822']	closed fracture ofpart of humerus	['MS_745.3']
C0016658	812.19	Other open fracture of upper end of humerus	HP_0020110	Bone fracture	['803', '803.1']	['T822']	other open fracture of upper end of humerus	['MS_745.3']
C0016658	812.13	Open fracture of greater tuberosity of humerus	HP_0020110	Bone fracture	['803', '803.1']	['T822']	open fracture of greater tuberosity of humerus	['MS_745.3']
C0016658	812.12	Open fracture of anatomical neck of humerus	HP_0020110	Bone fracture	['803', '803.1']	['T822']	open fracture of anatomical neck of humerus	['MS_745.3']
C0016658	812.11	Open fracture of surgical neck of humerus	HP_0020110	Bone fracture	['803', '803.1']	['T822']	open fracture of surgical neck of humerus	['MS_745.3']
C0016658	812.10	Open fracture of unspecified part of upper end of humerus	HP_0020110	Bone fracture	['803', '803.1']	['T822']	open fracture ofpart of upper end of humerus	['MS_745.3']
C0016658	812.1	Fracture of upper end of humerus, open	HP_0020110	Bone fracture	['803', '803.1']	['T822']	fracture of upper end of humerus open	['MS_745.3']
C0016658	812.2	Closed fracture of shaft or unspecified part of humerus	HP_0020110	Bone fracture	['803', '803.1']	['T822']	closed fracture of shaft orpart of humerus	['MS_745.3']
C0016658	804.63	Open fractures involving skull or face with other bones, with cerebral laceration and contusion, with moderate [1-24 hours] loss of consciousness	HP_0020110	Bone fracture	['819']	['T819']	open fractures involving skull or face with other bones with cerebral laceration and contusion with moderate 1-24 hours loss of consciousness	['MS_745.7']
C0016658	806.61	Closed fracture of sacrum and coccyx with complete cauda equina lesion	HP_0020110	Bone fracture	['805']	['T818']	closed fracture of sacrum and coccyx with complete cauda equina lesion	['MS_745.61']
C0016658	806.6	Closed fracture of sacrum and coccyx with spinal cord injury	HP_0020110	Bone fracture	['805']	['T818']	closed fracture of sacrum and coccyx with spinal cord injury	['MS_745.61']
C0016658	804.84	Open fractures involving skull or face with other bones, with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level	HP_0020110	Bone fracture	['819']	['T819']	open fractures involving skull or face with other bones with other andintracranial hemorrhage with prolonged more than 24 hours loss of consciousness and return to pre-existing conscious level	['MS_745.7']
C0016658	813.46	Torus fracture of ulna (alone)	HP_0020110	Bone fracture	['803', '803.2']	['T822']	torus fracture of ulna alone	['MS_745.3']
C0016658	804.85	Open fractures involving skull or face with other bones, with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss consciousness, without return to pre-existing conscious level	HP_0020110	Bone fracture	['819']	['T819']	open fractures involving skull or face with other bones with other andintracranial hemorrhage with prolonged more than 24 hours loss consciousness without return to pre-existing conscious level	['MS_745.7']
C0016658	813.45	Torus fracture of radius (alone)	HP_0020110	Bone fracture	['803']	['T822']	torus fracture of radius alone	['MS_745.3']
C0016658	804.86	Open fractures involving skull or face with other bones, with other and unspecified intracranial hemorrhage, with loss of consciousness of unspecified duration	HP_0020110	Bone fracture	['819']	['T819']	open fractures involving skull or face with other bones with other andintracranial hemorrhage with loss of consciousness ofduration	['MS_745.7']
C0016658	813.44	Closed fracture of lower end of radius with ulna	HP_0020110	Bone fracture	['803', '803.2']	['T822']	closed fracture of lower end of radius with ulna	['MS_745.3']
C0016658	804.89	Open fractures involving skull or face with other bones, with other and unspecified intracranial hemorrhage, with concussion, unspecified	HP_0020110	Bone fracture	['819']	['T819']	open fractures involving skull or face with other bones with other andintracranial hemorrhage with concussion	['MS_745.7']
C0016658	803.09	Other closed skull fracture without mention of intracranial injury, with concussion, unspecified	HP_0020110	Bone fracture	['819']	['T819']	other closed skull fracture without mention of intracranial injury with concussion	['MS_745.7']
C0016658	804.9	Open fractures involving skull or face with other bones, with intracranial injury of other and unspecified nature	HP_0020110	Bone fracture	['819']	['T819']	open fractures involving skull or face with other bones with intracranial injury of other andnature	['MS_745.7']
C0016658	813.42	Other closed fractures of distal end of radius (alone)	HP_0020110	Bone fracture	['803', '803.2']	['T822']	other closed fractures of distal end of radius alone	['MS_745.3']
C0016658	804.90	Open fractures involving skull or face with other bones, with intracranial injury of other and unspecified nature, unspecified state of consciousness	HP_0020110	Bone fracture	['819']	['T819']	open fractures involving skull or face with other bones with intracranial injury of other andnaturestate of consciousness	['MS_745.7']
C0016658	813.41	Closed Colles' fracture	HP_0020110	Bone fracture	['803', '803.2', '803.21']	['T822']	closed colles fracture	['MS_745.3']
C0016658	804.91	Open fractures involving skull or face with other bones, with intracranial injury of other and unspecified nature, with no loss of consciousness	HP_0020110	Bone fracture	['819']	['T819']	open fractures involving skull or face with other bones with intracranial injury of other andnature with no loss of consciousness	['MS_745.7']
C0016658	813.40	Closed fracture of lower end of forearm, unspecified	HP_0020110	Bone fracture	['803', '803.2']	['T822']	closed fracture of lower end of forearm	['MS_745.3']
C0016658	804.92	Open fractures involving skull or face with other bones, with intracranial injury of other and unspecified nature, with brief [less than one hour] loss of consciousness	HP_0020110	Bone fracture	['819']	['T819']	open fractures involving skull or face with other bones with intracranial injury of other andnature with brief less than one hour loss of consciousness	['MS_745.7']
C0016658	813.4	Fracture of lower end of radius and ulna, closed	HP_0020110	Bone fracture	['803', '803.2']	['T822']	fracture of lower end of radius and ulna closed	['MS_745.3']
C0016658	804.93	Open fractures involving skull or face with other bones, with intracranial injury of other and unspecified nature, with moderate [1-24 hours] loss of consciousness	HP_0020110	Bone fracture	['819']	['T819']	open fractures involving skull or face with other bones with intracranial injury of other andnature with moderate 1-24 hours loss of consciousness	['MS_745.7']
C0016658	805.02	Closed fracture of second cervical vertebra	HP_0020110	Bone fracture	['805']	['T818']	closed fracture of second cervical vertebra	['MS_745.61']
C0016658	805.01	Closed fracture of first cervical vertebra	HP_0020110	Bone fracture	['805']	['T818']	closed fracture of first cervical vertebra	['MS_745.61']
C0016658	805.00	Closed fracture of cervical vertebra, unspecified level	HP_0020110	Bone fracture	['805']	['T818']	closed fracture of cervical vertebralevel	['MS_745.61']
C0016658	805.0	Closed fracture of cervical vertebra without mention of spinal cord injury	HP_0020110	Bone fracture	['805']	['T818']	closed fracture of cervical vertebra without mention of spinal cord injury	['MS_745.61']
C0016658	805	Fracture of vertebral column without mention of spinal cord injury	HP_0020110	Bone fracture	['805']	['T818']	fracture of vertebral column without mention of spinal cord injury	['MS_745.61']
C0016658	813.3	Fracture of shaft of radius and ulna, open	HP_0020110	Bone fracture	['803', '803.2']	['T822']	fracture of shaft of radius and ulna open	['MS_745.3']
C0016658	813.47	Torus fracture of radius and ulna	HP_0020110	Bone fracture	['803', '803.2']	['T822']	torus fracture of radius and ulna	['MS_745.3']
C0016658	804.99	Open fractures involving skull or face with other bones, with intracranial injury of other and unspecified nature, with concussion, unspecified	HP_0020110	Bone fracture	['819']	['T819']	open fractures involving skull or face with other bones with intracranial injury of other andnature with concussion	['MS_745.7']
C0016658	804.96	Open fractures involving skull or face with other bones, with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration	HP_0020110	Bone fracture	['819']	['T819']	open fractures involving skull or face with other bones with intracranial injury of other andnature with loss of consciousness ofduration	['MS_745.7']
C0016658	813.31	Open fracture of shaft of radius (alone)	HP_0020110	Bone fracture	['803', '803.2']	['T822']	open fracture of shaft of radius alone	['MS_745.3']
C0016658	804.95	Open fractures involving skull or face with other bones, with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level	HP_0020110	Bone fracture	['819']	['T819']	open fractures involving skull or face with other bones with intracranial injury of other andnature with prolonged more than 24 hours loss of consciousness without return to pre-existing conscious level	['MS_745.7']
C0016658	813.32	Open fracture of shaft of ulna (alone)	HP_0020110	Bone fracture	['803', '803.2']	['T822']	open fracture of shaft of ulna alone	['MS_745.3']
