ICD10_code	ICD10_label	ICD10_simpleLabel	phecode1.2_codeList	phecodeX_codeList	hpo_code	hpo_label	hpo_simpleLabel	hpo_original	phecodeXupdated_codeList
L93.0	Discoid lupus erythematosus	discoid lupus erythematosus	['695', '695.4', '695.41']	['700', '700.1', '700.12']	HP_0007417	Discoid lupus erythematosus	discoid lupus erythematosus	False	['MS_700.12']
L94.2	Calcinosis cutis	calcinosis cutis	['689']	['247', '247.5', '247.53']	HP_0025520	Calcinosis cutis	calcinosis cutis	True	['EM_247.53']
L94.3	Sclerodactyly	sclerodactyly	['701', '701.3']	['675', '675.1']	HP_0011838	Sclerodactyly	sclerodactyly	True	['DE_675.1']
L94.4	Gottron's papules	gottrons papules	['689']	['700', '700.4', '700.42']	HP_0025508	Gottron's papules	gottrons papules	True	['MS_700.42']
L94.6	Ainhum	ainhum	['136']	['680', '680.4']	HP_0031009	Ainhum	ainhum	True	['DE_680.4']
M06.9	Rheumatoid arthritis, unspecified	rheumatoid arthritis	['714', '714.1']	['181', '705', '705.1']	HP_0001370	Rheumatoid arthritis	rheumatoid arthritis	True	['BI_181', 'MS_705.1']
M06.9	Rheumatoid arthritis, unspecified	rheumatoid arthritis	['714', '714.1']	['181', '705', '705.1']	HP_0005681	Juvenile rheumatoid arthritis	juvenile rheumatoid arthritis	True	['BI_181', 'MS_705.1']
M06.9	Rheumatoid arthritis, unspecified	rheumatoid arthritis	['714', '714.1']	['181', '705', '705.1']	HP_0005681	Rheumatoid arthritis, juvenile	rheumatoid arthritis juvenile	False	['BI_181', 'MS_705.1']
M08.0	Unspecified juvenile rheumatoid arthritis	juvenile rheumatoid arthritis	['714', '714.2']	['181', '705', '705.2']	HP_0005681	Juvenile rheumatoid arthritis	juvenile rheumatoid arthritis	True	['BI_181', 'MS_705.2']
M08.0	Unspecified juvenile rheumatoid arthritis	juvenile rheumatoid arthritis	['714', '714.2']	['181', '705', '705.2']	HP_0005681	Rheumatoid arthritis, juvenile	rheumatoid arthritis juvenile	False	['BI_181', 'MS_705.2']
M10	Gout	gout	['274', '274.1']	['703', '703.1', '703.11']	HP_0001997	Gout	gout	True	['MS_703.1']
M10.9	Gout, unspecified	gout	['274', '274.1']	['703', '703.1', '703.11']	HP_0001997	Gout	gout	True	['MS_703.1']
M12.9	Arthropathy, unspecified	arthropathy	['716', '716.9']	['707']	HP_0003040	Arthropathy	arthropathy	True	['MS_707']
M16	Osteoarthritis of hip	osteoarthritis of hip		['708', '708.1']	HP_0008843	Osteoarthritis of hip	osteoarthritis of hip	False	['MS_708']
M16.9	Osteoarthritis of hip, unspecified	osteoarthritis of hip	['740', '740.1']	['708']	HP_0008843	Osteoarthritis of hip	osteoarthritis of hip	False	['MS_708']
M18	Osteoarthritis of first carpometacarpal joint	osteoarthritis of first carpometacarpal joint		['708']	HP_0006226	Osteoarthritis of the first carpometacarpal joint	osteoarthritis of the first carpometacarpal joint	True	['MS_708']
M18.9	Osteoarthritis of first carpometacarpal joint, unspecified	osteoarthritis of first carpometacarpal joint	['740', '740.1']	['708']	HP_0006226	Osteoarthritis of the first carpometacarpal joint	osteoarthritis of the first carpometacarpal joint	True	['MS_708']
M20.01	Mallet finger	mallet finger	['736', '736.2']	['709', '709.1', '709.11']	HP_0030771	Mallet finger	mallet finger	True	['MS_709.11']
M20.2	Hallux rigidus	hallux rigidus	['735', '735.2', '735.23']	['709', '709.2', '709.22']	HP_0025004	Hallux rigidus	hallux rigidus	True	['MS_709.22']
M21.2	Flexion deformity	flexion deformity	['739']	['710']	HP_0001239	Wrist flexion deformity	wrist flexion deformity	False	['MS_710']
M21.2	Flexion deformity	flexion deformity	['739']	['710']	HP_0002987	Elbow flexion deformity	elbow flexion deformity	False	['MS_710']
M21.2	Flexion deformity	flexion deformity	['739']	['710']	HP_0006380	Knee flexion deformity	knee flexion deformity	False	['MS_710']
M21.22	Flexion deformity, elbow	flexion deformity elbow	['736', '739']	['710', '710.1']	HP_0002987	Elbow flexion deformity	elbow flexion deformity	False	['MS_710.1']
M21.23	Flexion deformity, wrist	flexion deformity wrist	['736']	['710', '710.1']	HP_0001239	Wrist flexion deformity	wrist flexion deformity	False	['MS_710.1']
M21.26	Flexion deformity, knee	flexion deformity knee	['736']	['710', '710.3']	HP_0006380	Flexion deformity of the knee	flexion deformity of the knee	False	['MS_710.3']
M21.26	Flexion deformity, knee	flexion deformity knee	['736']	['710', '710.3']	HP_0006380	Knee flexion deformity	knee flexion deformity	False	['MS_710.3']
M21.61	Bunion	bunion	['735', '735.3']	['709', '709.2', '709.21']	HP_0001822	Bunion	bunion	False	['MS_709.21']
M24.41	Recurrent dislocation, shoulder	recurrent dislocation shoulder	['742', '742.2']	['712', '712.6', '712.61', 'T830']	HP_0031610	Recurrent shoulder dislocation	recurrent shoulder dislocation	True	['MS_712.61', 'MS_740']
M24.5	Contracture of joint	contracture of joint	['739']	['719', '719.9', '719.92']	HP_0002987	Contracture of elbow joint	contracture of elbow joint	False	['MS_719.92']
M24.5	Contracture of joint	contracture of joint	['739']	['719', '719.9', '719.92']	HP_0009473	Joint contracture of the hand	joint contracture of the hand	True	['MS_719.92']
M24.51	Contracture, shoulder	contracture shoulder	['739']	['719', '719.9', '719.92']	HP_0003044	Shoulder flexion contracture	shoulder flexion contracture	True	['MS_719.92']
M24.52	Contracture, elbow	contracture elbow	['739']	['719', '719.9', '719.92']	HP_0002987	Elbow flexion contracture	elbow flexion contracture	True	['MS_719.92']
M24.52	Contracture, elbow	contracture elbow	['739']	['719', '719.9', '719.92']	HP_0002987	Elbow contracture	elbow contracture	False	['MS_719.92']
M24.53	Contracture, wrist	contracture wrist	['739']	['719', '719.9', '719.92']	HP_0001239	Wrist flexion contracture	wrist flexion contracture	True	['MS_719.92']
M24.53	Contracture, wrist	contracture wrist	['739']	['719', '719.9', '719.92']	HP_0001239	Wrist contracture	wrist contracture	False	['MS_719.92']
M24.55	Contracture, hip	contracture hip	['739']	['719', '719.9', '719.92']	HP_0003273	Hip contracture	hip contracture	True	['MS_719.92']
M24.56	Contracture, knee	contracture knee	['739']	['719', '719.9', '719.92']	HP_0006380	Knee contracture	knee contracture	False	['MS_719.92']
M24.62	Ankylosis, elbow	ankylosis elbow	['741', '741.1']	['712', '712.4']	HP_0003070	Elbow ankylosis	elbow ankylosis	True	['MS_712.4']
M24.7	Protrusio acetabuli	protrusio acetabuli	['742']	['710', '710.2', '710.23']	HP_0003179	Protrusio acetabuli	protrusio acetabuli	True	['MS_710.23']
M25.0	Hemarthrosis	hemarthrosis	['741', '741.5']	['713', '713.1']	HP_0005261	Hemarthrosis	hemarthrosis	False	['MS_713.1']
M26.01	Maxillary hyperplasia	maxillary hyperplasia	['526', '526.3']	['733', '733.1', '733.11']	HP_0430028	Maxillary hyperplasia	maxillary hyperplasia	False	['MS_733.111']
M26.02	Maxillary hypoplasia	maxillary hypoplasia	['526', '526.3']	['733', '733.1', '733.12']	HP_0000327	Maxillary hypoplasia	maxillary hypoplasia	False	['MS_733.121']
M26.03	Mandibular hyperplasia	mandibular hyperplasia	['526', '526.3']	['733', '733.1', '733.13']	HP_0000303	Mandibular hyperplasia	mandibular hyperplasia	False	['MS_733.112']
M26.04	Mandibular hypoplasia	mandibular hypoplasia	['526', '526.3']	['733', '733.1', '733.14']	HP_0000347	Mandibular hypoplasia	mandibular hypoplasia	False	['MS_733.122']
M26.04	Mandibular hypoplasia	mandibular hypoplasia	['526', '526.3']	['733', '733.1', '733.14']	HP_0007628	Mandibular condyle hypoplasia	mandibular condyle hypoplasia	True	['MS_733.122']
M26.4	Malocclusion, unspecified	malocclusion	['524', '524.3']	['733', '733.2']	HP_0000689	Malocclusion	malocclusion	False	['MS_733.2']
M26.64	Arthritis of temporomandibular joint	arthritis of temporomandibular joint		['733', '733.6']	HP_0040312	Arthritis of temporomandibular joint	arthritis of temporomandibular joint	False	['MS_734.6']
M32.9	Systemic lupus erythematosus, unspecified	systemic lupus erythematosus	['695', '695.4', '695.42']	['181', '700', '700.1', '700.11']	HP_0002725	Systemic lupus erythematosus	systemic lupus erythematosus	True	['BI_181', 'MS_700.11']
M40.20	Unspecified kyphosis	kyphosis	['737', '737.1']	['714', '714.1']	HP_0002808	Kyphosis	kyphosis	True	['MS_714.1']
M40.5	Lordosis, unspecified	lordosis	['737', '737.2']	['714', '714.2']	HP_0003307	Lordosis	lordosis	False	['MS_714.2']
M41	Scoliosis	scoliosis	['737', '737.3']	['714', '714.3']	HP_0002650	Scoliosis	scoliosis	True	['MS_714.3']
M41.9	Scoliosis, unspecified	scoliosis	['737', '737.3']	['714', '714.3']	HP_0002650	Scoliosis	scoliosis	True	['MS_714.3']
M42.0	Juvenile osteochondrosis of spine	juvenile osteochondrosis of spine	['732', '732.1']	['714', '714.4']	HP_0010891	Juvenile Osteochondrosis of the spine	juvenile osteochondrosis of the spine	False	['MS_725.1']
M43.0	Spondylolysis	spondylolysis	['738', '738.4']	['715', '715.2']	HP_0003304	Spondylolysis	spondylolysis	True	['MS_714.5']
M43.1	Spondylolisthesis	spondylolisthesis	['752', '752.1', '754']	['715', '715.3']	HP_0003302	Spondylolisthesis	spondylolisthesis	True	['MS_714.6']
M43.6	Torticollis	torticollis	['723', '723.1']	['324', '324.3', '324.34']	HP_0000473	Torticollis	torticollis	True	['NS_324.314']
M46.4	Discitis, unspecified	discitis	['722', '722.9']	['706', '706.6']	HP_0025679	Discitis	discitis	False	['MS_706']
M48.0	Spinal stenosis	spinal stenosis	['720']	['715', '715.4']	HP_0003416	Spinal canal stenosis	spinal canal stenosis	True	['MS_715.4']
M48.0	Spinal stenosis	spinal stenosis	['720']	['715', '715.4']	HP_0003416	Spinal stenosis	spinal stenosis	False	['MS_715.4']
M48.0	Spinal stenosis	spinal stenosis	['720']	['715', '715.4']	HP_0004610	Lumbar spinal stenosis	lumbar spinal stenosis	False	['MS_715.4']
M51.4	Schmorl's nodes	schmorls nodes	['722', '722.3']	['716', '716.1']	HP_0030041	Schmorl's nodes	schmorls nodes	False	['MS_716.1']
M54.3	Sciatica	sciatica	['764']	['718', '718.5']	HP_0011868	Sciatica	sciatica	True	['MS_718.5']
M54.5	Low back pain	low back pain	['760']	['718', '718.4']	HP_0003419	Low back pain	low back pain	True	['MS_718.4']
M54.81	Occipital neuralgia	occipital neuralgia	['723']	['717', '717.3']	HP_0012318	Occipital neuralgia	occipital neuralgia	True	['MS_717.3']
M60	Myositis	myositis	['359', '359.2', '770']	['700', '700.4', '700.41']	HP_0100614	Myositis	myositis	True	['MS_700.41']
M60.9	Myositis, unspecified	myositis	['770']	['700', '700.4', '700.41']	HP_0100614	Myositis	myositis	True	['MS_700.41']
M62.81	Muscle weakness (generalized)	muscle weakness generalized	['772', '772.3']	['807', '807.2']	HP_0003324	Generalized muscle weakness	generalized muscle weakness	True	['SS_807.21']
M62.81	Muscle weakness (generalized)	muscle weakness generalized	['772', '772.3']	['807', '807.2']	HP_0003324	Generalised muscle weakness	generalized muscle weakness	False	['SS_807.21']
M62.81	Muscle weakness (generalized)	muscle weakness generalized	['772', '772.3']	['807', '807.2']	HP_0003324	Muscle weakness, generalised	muscle weakness generalized	False	['SS_807.21']
M62.81	Muscle weakness (generalized)	muscle weakness generalized	['772', '772.3']	['807', '807.2']	HP_0003324	Muscle weakness, generalized	muscle weakness generalized	False	['SS_807.21']
M62.82	Rhabdomyolysis	rhabdomyolysis	['772', '772.4']	['719', '719.8']	HP_0003201	Rhabdomyolysis	rhabdomyolysis	True	['MS_719.8']
M62.82	Rhabdomyolysis	rhabdomyolysis	['772', '772.4']	['719', '719.8']	HP_0008942	Acute rhabdomyolysis	acute rhabdomyolysis	True	['MS_719.8']
M62.82	Rhabdomyolysis	rhabdomyolysis	['772', '772.4']	['719', '719.8']	HP_0008942	Rhabdomyolysis, acute	rhabdomyolysis acute	False	['MS_719.8']
M62.83	Muscle spasm	muscle spasm	['772', '772.2']	['719', '719.1', '719.11']	HP_0003394	Muscle spasm	muscle spasm	True	['MS_719.11']
M65.3	Trigger finger	trigger finger	['727', '727.1']	['721', '721.1', '721.11']	HP_0012276	Trigger finger	trigger finger	False	['MS_721.11']
M67.43	Ganglion, wrist	ganglion wrist	['727', '727.4']	['721', '721.2']	HP_0020076	Wrist ganglion	wrist ganglion	True	['MS_721.2']
M79.1	Myalgia	myalgia	['770']	['724', '724.1']	HP_0003326	Myalgia	myalgia	True	['MS_724.1']
M79.3	Panniculitis, unspecified	panniculitis	['729', '729.3']	['724', '724.4']	HP_0012490	Panniculitis	panniculitis	True	['MS_724.4']
M85.0	Fibrous dysplasia (monostotic)	fibrous dysplasia monostotic	['733', '733.2']	['727', '727.5']	HP_0010736	Monostotic fibrous dysplasia	monostotic fibrous dysplasia	True	['MS_727.5']
M85.2	Hyperostosis of skull	hyperostosis of skull	['733']	['727', '727.4']	HP_0004330	Hyperostosis of skull	hyperostosis of skull	False	['MS_727.4']
M85.2	Hyperostosis of skull	hyperostosis of skull	['733']	['727', '727.4']	HP_0002694	Hyperostosis of skull base	hyperostosis of skull base	False	['MS_727.4']
M85.5	Aneurysmal bone cyst	aneurysmal bone cyst	['733', '733.2']	['727', '727.5']	HP_0012063	Aneurysmal bone cyst	aneurysmal bone cyst	True	['MS_727.5']
M86	Osteomyelitis	osteomyelitis	['710', '710.1', '710.19']	['701', '701.1']	HP_0001886	Foot osteomyelitis	foot osteomyelitis	True	['MS_701.1']
M86	Osteomyelitis	osteomyelitis	['710', '710.1', '710.19']	['701', '701.1']	HP_0002754	Osteomyelitis	osteomyelitis	True	['MS_701.1']
M86.9	Osteomyelitis, unspecified	osteomyelitis	['710', '710.1', '710.19']	['701', '701.1']	HP_0001886	Foot osteomyelitis	foot osteomyelitis	True	['MS_701.1']
M86.9	Osteomyelitis, unspecified	osteomyelitis	['710', '710.1', '710.19']	['701', '701.1']	HP_0002754	Osteomyelitis	osteomyelitis	True	['MS_701.1']
M87	Osteonecrosis	osteonecrosis	['733', '733.4']	['727', '727.1']	HP_0010885	Osteonecrosis	osteonecrosis	False	['MS_727.1']
M87.9	Osteonecrosis, unspecified	osteonecrosis	['733', '733.4']	['727', '727.1']	HP_0010885	Osteonecrosis	osteonecrosis	False	['MS_727.1']
M89.5	Osteolysis	osteolysis	['733']	['726', '726.6']	HP_0002797	Osteolysis	osteolysis	True	['MS_726.6']
M89.5	Osteolysis	osteolysis	['733']	['726', '726.6']	HP_0034047	Rib osteolysis	rib osteolysis	True	['MS_726.6']
M91.4	Coxa magna	coxa magna	['732', '732.1', '736', '736.3']	['725', '725.2', '725.21']	HP_0003279	Coxa magna	coxa magna	True	['MS_725']
M93.2	Osteochondritis dissecans	osteochondritis dissecans	['732', '732.7']	['728', '728.2']	HP_0010886	Osteochondritis dissecans	osteochondritis dissecans	True	['MS_728.2']
N04	Nephrotic syndrome	nephrotic syndrome	['580', '580.2']	['580', '580.3']	HP_0000100	Nephrotic syndrome	nephrotic syndrome	True	['GU_580']
N13.30	Unspecified hydronephrosis	hydronephrosis	['595']	['581', '581.3', '581.31']	HP_0000126	Hydronephrosis	hydronephrosis	True	['GU_581.31']
N13.4	Hydroureter	hydroureter	['586', '586.4']	['581', '581.3', '581.32']	HP_0000072	Hydroureter	hydroureter	True	['GU_581.32']
N17	Acute kidney failure	acute kidney failure	['585', '585.1']	['582']	HP_0001919	Acute kidney failure	acute kidney failure	False	['GU_582.1']
N17.9	Acute kidney failure, unspecified	acute kidney failure	['585', '585.1']	['582']	HP_0001919	Acute kidney failure	acute kidney failure	False	['GU_582.1']
N18.1	Chronic kidney disease, stage 1	chronic kidney disease stage 1	['585', '585.4']	['583']	HP_0012623	Stage 1 chronic kidney disease	stage 1 chronic kidney disease	True	['GU_582.2']
N18.30	Chronic kidney disease, stage 3 unspecified	chronic kidney disease stage 3		['583']	HP_0012625	Stage 3 chronic kidney disease	stage 3 chronic kidney disease	True	['GU_582.2']
N18.5	Chronic kidney disease, stage 5	chronic kidney disease stage 5	['585', '585.3', '585.32']	['583', '583.1']	HP_0003774	Stage 5 chronic kidney disease	stage 5 chronic kidney disease	True	['GU_582.21']
N18.6	End stage renal disease	end stage renal disease	['585', '585.3', '585.32']	['583', '583.1']	HP_0003774	End stage renal disease	end stage renal disease	False	['GU_582.21']
N18.9	Chronic kidney disease, unspecified	chronic kidney disease	['585', '585.3']	['583']	HP_0003774	Stage 5 chronic kidney disease	stage 5 chronic kidney disease	True	['GU_582.2']
N18.9	Chronic kidney disease, unspecified	chronic kidney disease	['585', '585.3']	['583']	HP_0012622	Chronic kidney disease	chronic kidney disease	True	['GU_582.2']
N18.9	Chronic kidney disease, unspecified	chronic kidney disease	['585', '585.3']	['583']	HP_0012623	Stage 1 chronic kidney disease	stage 1 chronic kidney disease	True	['GU_582.2']
N18.9	Chronic kidney disease, unspecified	chronic kidney disease	['585', '585.3']	['583']	HP_0012624	Stage 2 chronic kidney disease	stage 2 chronic kidney disease	True	['GU_582.2']
N18.9	Chronic kidney disease, unspecified	chronic kidney disease	['585', '585.3']	['583']	HP_0012625	Stage 3 chronic kidney disease	stage 3 chronic kidney disease	True	['GU_582.2']
N18.9	Chronic kidney disease, unspecified	chronic kidney disease	['585', '585.3']	['583']	HP_0012626	Stage 4 chronic kidney disease	stage 4 chronic kidney disease	True	['GU_582.2']
N19	Unspecified kidney failure	kidney failure	['585', '585.2']	['584']	HP_0001919	Acute kidney failure	acute kidney failure	False	['GU_582']
N25.1	Nephrogenic diabetes insipidus	nephrogenic diabetes insipidus	['588']	['209', '209.2', '209.21', '588', '588.1', '588.12']	HP_0009806	Nephrogenic diabetes insipidus	nephrogenic diabetes insipidus	True	['EM_209.4', 'GU_588.12']
N28.83	Nephroptosis	nephroptosis	['586', '586.1']	['586', '586.6']	HP_0011126	Nephroptosis	nephroptosis	True	['GU_586.6']
N32.81	Overactive bladder	overactive bladder	['596', '596.5']	['596', '596.2']	HP_0000012	Overactive bladder	overactive bladder	False	['GU_596.2']
N35	Urethral stricture	urethral stricture	['597', '597.1']	['597', '597.1']	HP_0012227	Urethral stricture	urethral stricture	True	['GU_597.1']
N35	Urethral stricture	urethral stricture	['597', '597.1']	['597', '597.1']	HP_0025415	Bulbar urethral stricture	bulbar urethral stricture	True	['GU_597.1']
N35.9	Urethral stricture, unspecified	urethral stricture	['597', '597.1']	['597', '597.1']	HP_0012227	Urethral stricture	urethral stricture	True	['GU_597.1']
N35.9	Urethral stricture, unspecified	urethral stricture	['597', '597.1']	['597', '597.1']	HP_0025415	Bulbar urethral stricture	bulbar urethral stricture	True	['GU_597.1']
N36.0	Urethral fistula	urethral fistula	['597']	['597', '597.3']	HP_0010480	Urethral fistula	urethral fistula	True	['GU_597.3']
N36.1	Urethral diverticulum	urethral diverticulum	['597']	['597', '597.4']	HP_0008722	Urethral diverticulum	urethral diverticulum	True	['GU_597.4']
N39.44	Nocturnal enuresis	nocturnal enuresis	['599', '599.4']	['594', '594.3', '594.33']	HP_0010677	Nocturnal enuresis	nocturnal enuresis	False	['GU_594.33']
N40	Benign prostatic hyperplasia	benign prostatic hyperplasia	['600']	['600']	HP_0008711	Benign prostatic hyperplasia	benign prostatic hyperplasia	True	['GU_602.1']
N44.03	Torsion of appendix testis	torsion of appendix testis	['603']	['603', '603.3']	HP_0033180	Torsion of appendix of testis	torsion of appendix of testis	True	['GU_603.3']
N45.1	Epididymitis	epididymitis	['601', '601.3']	['603', '603.5']	HP_0000031	Epididymitis	epididymitis	True	['GU_603.5']
N45.2	Orchitis	orchitis	['601', '601.3']	['603', '603.5']	HP_0100796	Orchitis	orchitis	True	['GU_603.5']
N46	Male infertility	male infertility	['609', '609.1']	['609']	HP_0003251	Male infertility	male infertility	True	['GU_609']
N46.0	Azoospermia	azoospermia	['609', '609.1', '609.11']	['609', '609.1']	HP_0000027	Azoospermia	azoospermia	True	['GU_609.1']
N46.1	Oligospermia	oligospermia	['609', '609.1', '609.11']	['609', '609.2']	HP_0000798	Oligospermia	oligospermia	True	['GU_609.2']
