hpo_code	hpo_label	hpo_simpleLabel	hpo_original	ICD10_code	ICD10_label	ICD10_simpleLabel	phecode1.2_codeList	phecodeX_codeList
HP_0010885	Osteonecrosis	osteonecrosis	False	M87.8	Other osteonecrosis	other osteonecrosis	['733', '733.4']	['727', '727.1']
HP_0010885	Osteonecrosis	osteonecrosis	False	M87.9	Osteonecrosis, unspecified	osteonecrosis	['733', '733.4']	['727', '727.1']
HP_0010886	Osteochondritis dissecans	osteochondritis dissecans	True	M93.2	Osteochondritis dissecans	osteochondritis dissecans	['732', '732.7']	['728', '728.2']
HP_0010886	Osteochondritis dissecans	osteochondritis dissecans	True	M93.20	Osteochondritis dissecans of unspecified site	osteochondritis dissecans ofsite	['732', '732.7']	['728', '728.2']
HP_0010886	Osteochondritis dissecans	osteochondritis dissecans	True	M93.21	Osteochondritis dissecans of shoulder	osteochondritis dissecans of shoulder	['732', '732.7']	['728', '728.2']
HP_0010886	Osteochondritis dissecans	osteochondritis dissecans	True	M93.22	Osteochondritis dissecans of elbow	osteochondritis dissecans of elbow	['732', '732.7']	['728', '728.2']
HP_0010886	Osteochondritis dissecans	osteochondritis dissecans	True	M93.221	Osteochondritis dissecans, right elbow	osteochondritis dissecans right elbow	['732', '732.7']	['728', '728.2']
HP_0010886	Osteochondritis dissecans	osteochondritis dissecans	True	M93.222	Osteochondritis dissecans, left elbow	osteochondritis dissecans left elbow	['732', '732.7']	['728', '728.2']
HP_0010886	Osteochondritis dissecans	osteochondritis dissecans	True	M93.23	Osteochondritis dissecans of wrist	osteochondritis dissecans of wrist	['732', '732.7']	['728', '728.2']
HP_0010886	Osteochondritis dissecans	osteochondritis dissecans	True	M93.231	Osteochondritis dissecans, right wrist	osteochondritis dissecans right wrist	['732', '732.7']	['728', '728.2']
HP_0010886	Osteochondritis dissecans	osteochondritis dissecans	True	M93.232	Osteochondritis dissecans, left wrist	osteochondritis dissecans left wrist	['732', '732.7']	['728', '728.2']
HP_0010886	Osteochondritis dissecans	osteochondritis dissecans	True	M93.25	Osteochondritis dissecans of hip	osteochondritis dissecans of hip	['732', '732.7']	['728', '728.2']
HP_0010886	Osteochondritis dissecans	osteochondritis dissecans	True	M93.251	Osteochondritis dissecans, right hip	osteochondritis dissecans right hip	['732', '732.7']	['728', '728.2']
HP_0010886	Osteochondritis dissecans	osteochondritis dissecans	True	M93.252	Osteochondritis dissecans, left hip	osteochondritis dissecans left hip	['732', '732.7']	['728', '728.2']
HP_0010886	Osteochondritis dissecans	osteochondritis dissecans	True	M93.26	Osteochondritis dissecans knee	osteochondritis dissecans knee	['732', '732.7']	['728', '728.2']
HP_0010886	Osteochondritis dissecans	osteochondritis dissecans	True	M93.261	Osteochondritis dissecans, right knee	osteochondritis dissecans right knee	['732', '732.7']	['728', '728.2']
HP_0010886	Osteochondritis dissecans	osteochondritis dissecans	True	M93.262	Osteochondritis dissecans, left knee	osteochondritis dissecans left knee	['732', '732.7']	['728', '728.2']
HP_0010886	Osteochondritis dissecans	osteochondritis dissecans	True	M93.28	Osteochondritis dissecans other site	osteochondritis dissecans other site	['732', '732.7']	['728', '728.2']
HP_0040188	Osteochondrosis	osteochondrosis	True	M42	Spinal osteochondrosis	spinal osteochondrosis		['714', '714.4']
HP_0040188	Osteochondrosis	osteochondrosis	True	M42.9	Spinal osteochondrosis, unspecified	spinal osteochondrosis	['732']	['714', '714.4']
HP_0010906	Histidinemia	histidinemia	False	E70.41	Histidinemia	histidinemia	['270', '270.2']	['240', '240.1', '240.14', '240.141']
HP_0010954	Hypoplastic right heart	hypoplastic right heart	True	Q22.6	Hypoplastic right heart syndrome	hypoplastic right heart syndrome	['747', '747.1', '747.12']	['780', '780.5', '780.51']
HP_0010954	Hypoplastic right heart syndrome	hypoplastic right heart syndrome	False	Q22.6	Hypoplastic right heart syndrome	hypoplastic right heart syndrome	['747', '747.1', '747.12']	['780', '780.5', '780.51']
HP_0010958	Bilateral renal agenesis	bilateral renal agenesis	True	Q60.1	Renal agenesis, bilateral	renal agenesis bilateral	['751', '751.2', '751.22']	['773', '773.1', '773.11']
HP_0011002	Osteopetrosis	osteopetrosis	True	Q78.2	Osteopetrosis	osteopetrosis	['756', '756.5']	['788', '788.4']
HP_0011058	Generalized periodontitis	generalized periodontitis	True	K05.22	Aggressive periodontitis, generalized	aggressive periodontitis generalized	['523', '523.3', '523.31']	['504', '504.3', '504.31']
HP_0011058	Generalized periodontitis	generalized periodontitis	True	K05.32	Chronic periodontitis, generalized	chronic periodontitis generalized	['523', '523.3', '523.32']	['504', '504.3', '504.32']
HP_0011058	Generalised periodontitis	generalized periodontitis	False	K05.22	Aggressive periodontitis, generalized	aggressive periodontitis generalized	['523', '523.3', '523.31']	['504', '504.3', '504.31']
HP_0011058	Generalised periodontitis	generalized periodontitis	False	K05.32	Chronic periodontitis, generalized	chronic periodontitis generalized	['523', '523.3', '523.32']	['504', '504.3', '504.32']
HP_0011059	Localized periodontitis	localized periodontitis	True	K05.21	Aggressive periodontitis, localized	aggressive periodontitis localized	['523', '523.3', '523.31']	['504', '504.3', '504.31']
HP_0011059	Localized periodontitis	localized periodontitis	True	K05.31	Chronic periodontitis, localized	chronic periodontitis localized	['523', '523.3', '523.32']	['504', '504.3', '504.32']
HP_0011059	Localised periodontitis	localized periodontitis	False	K05.21	Aggressive periodontitis, localized	aggressive periodontitis localized	['523', '523.3', '523.31']	['504', '504.3', '504.31']
HP_0011059	Localised periodontitis	localized periodontitis	False	K05.31	Chronic periodontitis, localized	chronic periodontitis localized	['523', '523.3', '523.32']	['504', '504.3', '504.32']
HP_0011097	Epileptic spasms	epileptic spasms	False	G40.82	Epileptic spasms	epileptic spasms	['345', '345.1']	['330', '330.1', '330.13']
HP_0011099	Spastic hemiplegia	spastic hemiplegia	False	G81.1	Spastic hemiplegia	spastic hemiplegia	['342']	['341', '341.2', '341.22']
HP_0011106	Hypovolemia	hypovolemia	True	E86.1	Hypovolemia	hypovolemia	['276', '276.5']	['256', '256.7', '256.72']
HP_0011107	Recurrent oral aphthae	recurrent oral aphthae	False	K12.0	Recurrent oral aphthae	recurrent oral aphthae	['528', '528.1', '528.12']	['507', '507.1', '507.11']
HP_0011108	Recurrent sinusitis	recurrent sinusitis	True	J01.91	Acute recurrent sinusitis, unspecified	acute recurrent sinusitis	['464']	['462', '462.1', '462.11']
HP_0011108	Sinusitis, recurrent	sinusitis recurrent	False	J01.91	Acute recurrent sinusitis, unspecified	acute recurrent sinusitis	['464']	['462', '462.1', '462.11']
HP_0011109	Chronic sinusitis	chronic sinusitis	True	J32	Chronic sinusitis	chronic sinusitis	['475']	['462', '462.2']
HP_0011109	Chronic sinusitis	chronic sinusitis	True	J32.1	Chronic frontal sinusitis	chronic frontal sinusitis	['475']	['462', '462.2']
HP_0011109	Chronic sinusitis	chronic sinusitis	True	J32.8	Other chronic sinusitis	other chronic sinusitis	['475']	['462', '462.2']
HP_0011109	Chronic sinusitis	chronic sinusitis	True	J32.9	Chronic sinusitis, unspecified	chronic sinusitis	['475']	['462', '462.2']
HP_0011110	Recurrent tonsillitis	recurrent tonsillitis	True	J03.91	Acute recurrent tonsillitis, unspecified	acute recurrent tonsillitis	['474', '474.1']	['460', '460.1', '466', '466.1']
HP_0011126	Nephroptosis	nephroptosis	True	N28.83	Nephroptosis	nephroptosis	['586', '586.1']	['586', '586.6']
HP_0011141	Age-related cataract	age-related cataract	True	H25	Age-related cataract	age-related cataract	['366', '366.2']	['371']
HP_0011141	Age-related cataract	age-related cataract	True	H25.01	Cortical age-related cataract	cortical age-related cataract	['366', '366.2']	['371', '371.1']
HP_0011141	Age-related cataract	age-related cataract	True	H25.1	Age-related nuclear cataract	age-related nuclear cataract	['366', '366.2']	['371', '371.3', '371.31']
HP_0011141	Age-related cataract	age-related cataract	True	H25.8	Other age-related cataract	other age-related cataract	['366', '366.2']	['371']
HP_0011141	Age-related cataract	age-related cataract	True	H25.89	Other age-related cataract	other age-related cataract	['366', '366.2']	['371']
HP_0011141	Age-related cataract	age-related cataract	True	H25.9	Unspecified age-related cataract	age-related cataract	['366', '366.2']	['371']
HP_0011142	Age-related nuclear cataract	age-related nuclear cataract	True	H25.1	Age-related nuclear cataract	age-related nuclear cataract	['366', '366.2']	['371', '371.3', '371.31']
HP_0011142	Age-related nuclear cataract	age-related nuclear cataract	True	H25.11	Age-related nuclear cataract, right eye	age-related nuclear cataract right eye	['366', '366.2']	['371', '371.3', '371.31']
HP_0011142	Age-related nuclear cataract	age-related nuclear cataract	True	H25.12	Age-related nuclear cataract, left eye	age-related nuclear cataract left eye	['366', '366.2']	['371', '371.3', '371.31']
HP_0011142	Age-related nuclear cataract	age-related nuclear cataract	True	H25.13	Age-related nuclear cataract, bilateral	age-related nuclear cataract bilateral	['366', '366.2']	['371', '371.3', '371.31']
HP_0011143	Age-related cortical cataract	age-related cortical cataract	True	H25.01	Cortical age-related cataract	cortical age-related cataract	['366', '366.2']	['371', '371.1']
HP_0011143	Age-related cortical cataract	age-related cortical cataract	True	H25.011	Cortical age-related cataract, right eye	cortical age-related cataract right eye	['366', '366.2']	['371', '371.1']
HP_0011143	Age-related cortical cataract	age-related cortical cataract	True	H25.012	Cortical age-related cataract, left eye	cortical age-related cataract left eye	['366', '366.2']	['371', '371.1']
HP_0011143	Age-related cortical cataract	age-related cortical cataract	True	H25.013	Cortical age-related cataract, bilateral	cortical age-related cataract bilateral	['366', '366.2']	['371', '371.1']
HP_0011144	Age-related posterior subcapsular cataract	age-related posterior subcapsular cataract	True	H25.04	Posterior subcapsular polar age-related cataract	posterior subcapsular polar age-related cataract	['366', '366.2']	['371', '371.2', '371.22']
HP_0011144	Age-related posterior subcapsular cataract	age-related posterior subcapsular cataract	True	H25.041	Posterior subcapsular polar age-related cataract, right eye	posterior subcapsular polar age-related cataract right eye	['366', '366.2']	['371', '371.2', '371.22']
HP_0011144	Age-related posterior subcapsular cataract	age-related posterior subcapsular cataract	True	H25.042	Posterior subcapsular polar age-related cataract, left eye	posterior subcapsular polar age-related cataract left eye	['366', '366.2']	['371', '371.2', '371.22']
HP_0011144	Age-related posterior subcapsular cataract	age-related posterior subcapsular cataract	True	H25.043	Posterior subcapsular polar age-related cataract, bilateral	posterior subcapsular polar age-related cataract bilateral	['366', '366.2']	['371', '371.2', '371.22']
HP_0011416	Placental infarction	placental infarction	True	O43.81	Placental infarction	placental infarction	['655']	['907', '907.7']
HP_0011445	Athetoid cerebral palsy	athetoid cerebral palsy	True	G80.3	Athetoid cerebral palsy	athetoid cerebral palsy	['333', '333.4']	['341', '341.1', '341.12']
HP_0011483	Anterior synechiae	anterior synechiae	False	H21.51	Anterior synechiae (iris)	anterior synechiae iris	['379', '379.5']	['370', '370.4']
HP_0011483	Anterior synechiae	anterior synechiae	False	H21.519	Anterior synechiae (iris), unspecified eye	anterior synechiae iriseye	['379', '379.5']	['370', '370.4']
HP_0011484	Posterior synechiae	posterior synechiae	False	H21.54	Posterior synechiae (iris)	posterior synechiae iris	['379', '379.5']	['370', '370.4']
HP_0011484	Posterior synechiae	posterior synechiae	False	H21.549	Posterior synechiae (iris), unspecified eye	posterior synechiae iriseye	['379', '379.5']	['370', '370.4']
HP_0011496	Corneal neovascularization	corneal neovascularization	True	H16.4	Corneal neovascularization	corneal neovascularization	['370']	['369', '369.3']
HP_0011496	Corneal neovascularization	corneal neovascularization	True	H16.40	Unspecified corneal neovascularization	corneal neovascularization	['370']	['369', '369.3']
HP_0011496	Corneal neovascularization	corneal neovascularization	True	H16.401	Unspecified corneal neovascularization, right eye	corneal neovascularization right eye	['370']	['369', '369.3']
HP_0011496	Corneal neovascularization	corneal neovascularization	True	H16.402	Unspecified corneal neovascularization, left eye	corneal neovascularization left eye	['370']	['369', '369.3']
HP_0011496	Corneal neovascularization	corneal neovascularization	True	H16.403	Unspecified corneal neovascularization, bilateral	corneal neovascularization bilateral	['370']	['369', '369.3']
HP_0011516	Achromatopsia	achromatopsia	True	H53.51	Achromatopsia	achromatopsia	['368', '368.5']	['386', '386.5']
HP_0011520	Deuteranomaly	deuteranomaly	True	H53.53	Deuteranomaly	deuteranomaly	['368', '368.5']	['386', '386.5']
HP_0011553	Discordant atrioventricular connection	discordant atrioventricular connection	True	Q20.5	Discordant atrioventricular connection	discordant atrioventricular connection	['747', '747.1', '747.11']	['778', '778.2']
HP_0011553	Discordant atrioventricular connexion	discordant atrioventricular connection	False	Q20.5	Discordant atrioventricular connection	discordant atrioventricular connection	['747', '747.1', '747.11']	['778', '778.2']
HP_0011570	Congenital mitral stenosis	congenital mitral stenosis	True	Q23.2	Congenital mitral stenosis	congenital mitral stenosis	['747', '747.1', '747.12']	['413', '413.1', '413.13', '779', '779.3', '779.33']
HP_0011581	Double outlet left ventricle	double outlet left ventricle	True	Q20.2	Double outlet left ventricle	double outlet left ventricle	['747', '747.1', '747.11']	['778', '778.7']
HP_0011590	Double aortic arch	double aortic arch	True	Q25.45	Double aortic arch	double aortic arch	['747', '747.1', '747.13']	['778', '778.4', '778.46']
HP_0011704	Sick sinus syndrome	sick sinus syndrome	True	I49.5	Sick sinus syndrome	sick sinus syndrome	['427', '427.8']	['416', '416.7', '416.71']
HP_0011705	First degree atrioventricular block	first degree atrioventricular block	True	I44.0	Atrioventricular block, first degree	atrioventricular block first degree	['426', '426.2', '426.21']	['416', '416.4', '416.41']
HP_0011706	Second degree atrioventricular block	second degree atrioventricular block	True	I44.1	Atrioventricular block, second degree	atrioventricular block second degree	['426', '426.2', '426.23']	['416', '416.4', '416.41']
HP_0011710	Bundle-branch block	bundle-branch block	False	I44.7	Left bundle-branch block, unspecified	left bundle-branch block	['426', '426.3', '426.32']	['416', '416.4', '416.42']
HP_0011710	Bundle-branch block	bundle-branch block	False	I45.10	Unspecified right bundle-branch block	right bundle-branch block	['426', '426.3', '426.31']	['416', '416.4', '416.43']
HP_0011711	Left anterior fascicular block	left anterior fascicular block	True	I44.4	Left anterior fascicular block	left anterior fascicular block	['426', '426.3', '426.32']	['416', '416.4', '416.42']
HP_0011712	Right bundle-branch block	right bundle-branch block	False	I45.10	Unspecified right bundle-branch block	right bundle-branch block	['426', '426.3', '426.31']	['416', '416.4', '416.43']
HP_0011712	Right bundle-branch block	right bundle-branch block	False	I45.19	Other right bundle-branch block	other right bundle-branch block	['426', '426.3', '426.31']	['416', '416.4', '416.43']
HP_0011715	Trifascicular block	trifascicular block	True	I45.3	Trifascicular block	trifascicular block	['426', '426.3']	['416', '416.4']
HP_0011726	Persistent fetal circulation	persistent fetal circulation	True	P29.3	Persistent fetal circulation	persistent fetal circulation	['747']	['853', '853.6']
HP_0011726	Persistent fetal circulation	persistent fetal circulation	True	P29.38	Other persistent fetal circulation	other persistent fetal circulation	['747']	['853', '853.6']
HP_0011726	Persistent foetal circulation	persistent fetal circulation	False	P29.3	Persistent fetal circulation	persistent fetal circulation	['747']	['853', '853.6']
HP_0011726	Persistent foetal circulation	persistent fetal circulation	False	P29.38	Other persistent fetal circulation	other persistent fetal circulation	['747']	['853', '853.6']
HP_0011736	Primary hyperaldosteronism	primary hyperaldosteronism	True	E26.0	Primary hyperaldosteronism	primary hyperaldosteronism	['255', '255.1', '255.12']	['211', '211.1', '211.11']
HP_0011736	Primary hyperaldosteronism	primary hyperaldosteronism	True	E26.09	Other primary hyperaldosteronism	other primary hyperaldosteronism	['255', '255.1', '255.12']	['211', '211.1', '211.11']
HP_0011741	Secondary hyperaldosteronism	secondary hyperaldosteronism	True	E26.1	Secondary hyperaldosteronism	secondary hyperaldosteronism	['255', '255.1', '255.12']	['211', '211.1', '211.12']
