CUI	ICD10_code	ICD10_label	hpo_code	hpo_label	phecode1.2_codeList	phecodeX_codeList
C0022408	M24.139	Other articular cartilage disorders, unspecified wrist	HP_0001367	Abnormal joint morphology	['742', '742.8']	['712', '712.3']
C0022408	M24.14	Other articular cartilage disorders, hand	HP_0001367	Abnormal joint morphology	['742', '742.8']	['712', '712.3']
C0022408	M24.141	Other articular cartilage disorders, right hand	HP_0001367	Abnormal joint morphology	['742', '742.8']	['712', '712.3']
C0022408	M24.142	Other articular cartilage disorders, left hand	HP_0001367	Abnormal joint morphology	['742', '742.8']	['712', '712.3']
C0022408	M24.149	Other articular cartilage disorders, unspecified hand	HP_0001367	Abnormal joint morphology	['742', '742.8']	['712', '712.3']
C0022408	M24.13	Other articular cartilage disorders, wrist	HP_0001367	Abnormal joint morphology	['742', '742.8']	['712', '712.3']
C0022408	M24.042	Loose body in left finger joint(s)	HP_0001367	Abnormal joint morphology	['742', '742.1']	['712', '712.1']
C0022408	M24.049	Loose body in unspecified finger joint(s)	HP_0001367	Abnormal joint morphology	['742', '742.1']	['712', '712.1']
C0022408	M24.05	Loose body in hip	HP_0001367	Abnormal joint morphology	['742', '742.1']	['712', '712.1']
C0022408	M24.051	Loose body in right hip	HP_0001367	Abnormal joint morphology	['742', '742.1']	['712', '712.1']
C0022408	M24.052	Loose body in left hip	HP_0001367	Abnormal joint morphology	['742', '742.1']	['712', '712.1']
C0022408	M24.059	Loose body in unspecified hip	HP_0001367	Abnormal joint morphology	['742', '742.1']	['712', '712.1']
C0022408	M24.07	Loose body in ankle and toe joints	HP_0001367	Abnormal joint morphology	['742', '742.1']	['712', '712.1']
C0022408	M24.10	Other articular cartilage disorders, unspecified site	HP_0001367	Abnormal joint morphology	['742', '742.8']	['712', '712.3']
C0022408	M24.072	Loose body in left ankle	HP_0001367	Abnormal joint morphology	['742', '742.1']	['712', '712.1']
C0022408	M24.073	Loose body in unspecified ankle	HP_0001367	Abnormal joint morphology	['742', '742.1']	['712', '712.1']
C0022408	M24.074	Loose body in right toe joint(s)	HP_0001367	Abnormal joint morphology	['742', '742.1']	['712', '712.1']
C0022408	M24.075	Loose body in left toe joint(s)	HP_0001367	Abnormal joint morphology	['742', '742.1']	['712', '712.1']
C0022408	M24.076	Loose body in unspecified toe joints	HP_0001367	Abnormal joint morphology	['742', '742.1']	['712', '712.1']
C0022408	M24.08	Loose body, other site	HP_0001367	Abnormal joint morphology	['742', '742.1']	['712', '712.1']
C0022408	M24.1	Other articular cartilage disorders	HP_0001367	Abnormal joint morphology	['742', '742.8']	['712', '712.3']
C0022408	M24.071	Loose body in right ankle	HP_0001367	Abnormal joint morphology	['742', '742.1']	['712', '712.1']
C0022408	M24.349	Pathological dislocation of unspecified hand, not elsewhere classified	HP_0001367	Abnormal joint morphology	['742', '742.2']	['712', '712.6', '712.62', 'T830']
C0022408	M24.56	Contracture, knee	HP_0001367	Abnormal joint morphology	['739']	['719', '719.9', '719.92']
C0022408	M24.561	Contracture, right knee	HP_0001367	Abnormal joint morphology	['739']	['719', '719.9', '719.92']
C0022408	M23.63	Other spontaneous disruption of medial collateral ligament of knee	HP_0001367	Abnormal joint morphology	['835']	['711']
C0022408	M24.562	Contracture, left knee	HP_0001367	Abnormal joint morphology	['739']	['719', '719.9', '719.92']
C0022408	M24.569	Contracture, unspecified knee	HP_0001367	Abnormal joint morphology	['739']	['719', '719.9', '719.92']
C0022408	M24.57	Contracture, ankle and foot	HP_0001367	Abnormal joint morphology	['739']	['719', '719.9', '719.92']
C0022408	M24.571	Contracture, right ankle	HP_0001367	Abnormal joint morphology	['739']	['719', '719.9', '719.92']
C0022408	M24.559	Contracture, unspecified hip	HP_0001367	Abnormal joint morphology	['739']	['719', '719.9', '719.92']
C0022408	M23.629	Other spontaneous disruption of posterior cruciate ligament of unspecified knee	HP_0001367	Abnormal joint morphology	['835']	['711']
C0022408	M24.572	Contracture, left ankle	HP_0001367	Abnormal joint morphology	['739']	['719', '719.9', '719.92']
C0022408	M24.573	Contracture, unspecified ankle	HP_0001367	Abnormal joint morphology	['739']	['719', '719.9', '719.92']
C0022408	M21.37	Foot drop (acquired)	HP_0001367	Abnormal joint morphology	['735']	['710', '710.4', '710.44']
C0022408	M24.574	Contracture, right foot	HP_0001367	Abnormal joint morphology	['739']	['719', '719.9', '719.92']
C0022408	M21.339	Wrist drop, unspecified wrist	HP_0001367	Abnormal joint morphology	['736', '736.1']	['710', '710.1', '710.11']
C0022408	M21.332	Wrist drop, left wrist	HP_0001367	Abnormal joint morphology	['736', '736.1']	['710', '710.1', '710.11']
C0022408	M24.575	Contracture, left foot	HP_0001367	Abnormal joint morphology	['739']	['719', '719.9', '719.92']
C0022408	M21.371	Foot drop, right foot	HP_0001367	Abnormal joint morphology	['735']	['710', '710.4', '710.44']
C0022408	M24.552	Contracture, left hip	HP_0001367	Abnormal joint morphology	['739']	['719', '719.9', '719.92']
C0022408	M21.40	Flat foot [pes planus] (acquired), unspecified foot	HP_0001367	Abnormal joint morphology	['735', '735.1']	['710', '710.4', '710.41']
C0022408	M24.529	Contracture, unspecified elbow	HP_0001367	Abnormal joint morphology	['739']	['719', '719.9', '719.92']
C0022408	M24.53	Contracture, wrist	HP_0001367	Abnormal joint morphology	['739']	['719', '719.9', '719.92']
C0022408	M24.531	Contracture, right wrist	HP_0001367	Abnormal joint morphology	['739']	['719', '719.9', '719.92']
C0022408	M24.532	Contracture, left wrist	HP_0001367	Abnormal joint morphology	['739']	['719', '719.9', '719.92']
C0022408	M21.4	Flat foot [pes planus] (acquired)	HP_0001367	Abnormal joint morphology	['735', '735.1']	['710', '710.4', '710.41']
C0022408	M21.379	Foot drop, unspecified foot	HP_0001367	Abnormal joint morphology	['735']	['710', '710.4', '710.44']
C0022408	M24.539	Contracture, unspecified wrist	HP_0001367	Abnormal joint morphology	['739']	['719', '719.9', '719.92']
C0022408	M24.54	Contracture, hand	HP_0001367	Abnormal joint morphology	['739']	['719', '719.9', '719.92']
C0022408	M21.372	Foot drop, left foot	HP_0001367	Abnormal joint morphology	['735']	['710', '710.4', '710.44']
C0022408	M24.541	Contracture, right hand	HP_0001367	Abnormal joint morphology	['739']	['719', '719.9', '719.92']
C0022408	M24.542	Contracture, left hand	HP_0001367	Abnormal joint morphology	['739']	['719', '719.9', '719.92']
C0022408	M24.549	Contracture, unspecified hand	HP_0001367	Abnormal joint morphology	['739']	['719', '719.9', '719.92']
C0022408	M24.55	Contracture, hip	HP_0001367	Abnormal joint morphology	['739']	['719', '719.9', '719.92']
C0022408	M24.551	Contracture, right hip	HP_0001367	Abnormal joint morphology	['739']	['719', '719.9', '719.92']
C0022408	M23.622	Other spontaneous disruption of posterior cruciate ligament of left knee	HP_0001367	Abnormal joint morphology	['835']	['711']
C0022408	M24.631	Ankylosis, right wrist	HP_0001367	Abnormal joint morphology	['741', '741.1']	['712', '712.4']
C0022408	M24.632	Ankylosis, left wrist	HP_0001367	Abnormal joint morphology	['741', '741.1']	['712', '712.4']
C0022408	M24.639	Ankylosis, unspecified wrist	HP_0001367	Abnormal joint morphology	['741', '741.1']	['712', '712.4']
C0022408	M21.3	Wrist or foot drop (acquired)	HP_0001367	Abnormal joint morphology		['710']
C0022408	M24.64	Ankylosis, hand	HP_0001367	Abnormal joint morphology	['741', '741.1']	['712', '712.4']
C0022408	M24.641	Ankylosis, right hand	HP_0001367	Abnormal joint morphology	['741', '741.1']	['712', '712.4']
C0022408	M24.642	Ankylosis, left hand	HP_0001367	Abnormal joint morphology	['741', '741.1']	['712', '712.4']
C0022408	M24.649	Ankylosis, unspecified hand	HP_0001367	Abnormal joint morphology	['741', '741.1']	['712', '712.4']
C0022408	M23.612	Other spontaneous disruption of anterior cruciate ligament of left knee	HP_0001367	Abnormal joint morphology	['835']	['711']
C0022408	M24.651	Ankylosis, right hip	HP_0001367	Abnormal joint morphology	['741', '741.1']	['712', '712.4']
C0022408	M24.652	Ankylosis, left hip	HP_0001367	Abnormal joint morphology	['741', '741.1']	['712', '712.4']
C0022408	M24.659	Ankylosis, unspecified hip	HP_0001367	Abnormal joint morphology	['741', '741.1']	['712', '712.4']
C0022408	M24.66	Ankylosis, knee	HP_0001367	Abnormal joint morphology	['741', '741.1']	['712', '712.4']
C0022408	M24.661	Ankylosis, right knee	HP_0001367	Abnormal joint morphology	['741', '741.1']	['712', '712.4']
C0022408	M24.662	Ankylosis, left knee	HP_0001367	Abnormal joint morphology	['741', '741.1']	['712', '712.4']
C0022408	M24.65	Ankylosis, hip	HP_0001367	Abnormal joint morphology	['741', '741.1']	['712', '712.4']
C0022408	M24.576	Contracture, unspecified foot	HP_0001367	Abnormal joint morphology	['739']	['719', '719.9', '719.92']
C0022408	M24.63	Ankylosis, wrist	HP_0001367	Abnormal joint morphology	['741', '741.1']	['712', '712.4']
C0022408	M24.59	Contracture, other specified joint	HP_0001367	Abnormal joint morphology		['719', '719.9', '719.92']
C0022408	M24.60	Ankylosis, unspecified joint	HP_0001367	Abnormal joint morphology	['741', '741.1']	['712', '712.4']
C0022408	M23.621	Other spontaneous disruption of posterior cruciate ligament of right knee	HP_0001367	Abnormal joint morphology	['835']	['711']
C0022408	M24.61	Ankylosis, shoulder	HP_0001367	Abnormal joint morphology	['741', '741.1']	['712', '712.4']
C0022408	M24.611	Ankylosis, right shoulder	HP_0001367	Abnormal joint morphology	['741', '741.1']	['712', '712.4']
C0022408	M24.612	Ankylosis, left shoulder	HP_0001367	Abnormal joint morphology	['741', '741.1']	['712', '712.4']
C0022408	M23.62	Other spontaneous disruption of posterior cruciate ligament of knee	HP_0001367	Abnormal joint morphology	['835']	['711']
C0022408	M24.619	Ankylosis, unspecified shoulder	HP_0001367	Abnormal joint morphology	['741', '741.1']	['712', '712.4']
C0022408	M24.62	Ankylosis, elbow	HP_0001367	Abnormal joint morphology	['741', '741.1']	['712', '712.4']
C0022408	M21.331	Wrist drop, right wrist	HP_0001367	Abnormal joint morphology	['736', '736.1']	['710', '710.1', '710.11']
C0022408	M24.621	Ankylosis, right elbow	HP_0001367	Abnormal joint morphology	['741', '741.1']	['712', '712.4']
C0022408	M23.619	Other spontaneous disruption of anterior cruciate ligament of unspecified knee	HP_0001367	Abnormal joint morphology	['835']	['711']
C0022408	M21.33	Wrist drop (acquired)	HP_0001367	Abnormal joint morphology	['736', '736.1']	['710', '710.1', '710.11']
C0022408	M24.622	Ankylosis, left elbow	HP_0001367	Abnormal joint morphology	['741', '741.1']	['712', '712.4']
C0022408	M24.629	Ankylosis, unspecified elbow	HP_0001367	Abnormal joint morphology	['741', '741.1']	['712', '712.4']
C0022408	M21.17	Varus deformity, not elsewhere classified, ankle	HP_0001367	Abnormal joint morphology	['735']	['710', '710.4']
C0022408	M24.522	Contracture, left elbow	HP_0001367	Abnormal joint morphology	['739']	['719', '719.9', '719.92']
C0022408	M24.39	Pathological dislocation of other specified joint, not elsewhere classified	HP_0001367	Abnormal joint morphology		['712', '712.6', '712.62', 'T830']
C0022408	M24.4	Recurrent dislocation of joint	HP_0001367	Abnormal joint morphology	['742', '742.2']	['712', '712.6', '712.61', 'T830']
C0022408	M24.40	Recurrent dislocation, unspecified joint	HP_0001367	Abnormal joint morphology	['742', '742.2']	['712', '712.6', '712.61', 'T830']
C0022408	M24.41	Recurrent dislocation, shoulder	HP_0001367	Abnormal joint morphology	['742', '742.2']	['712', '712.6', '712.61', 'T830']
C0022408	M24.411	Recurrent dislocation, right shoulder	HP_0001367	Abnormal joint morphology	['742', '742.2']	['712', '712.6', '712.61', 'T830']
C0022408	M24.412	Recurrent dislocation, left shoulder	HP_0001367	Abnormal joint morphology	['742', '742.2']	['712', '712.6', '712.61', 'T830']
C0022408	M24.419	Recurrent dislocation, unspecified shoulder	HP_0001367	Abnormal joint morphology	['742', '742.2']	['712', '712.6', '712.61', 'T830']
C0022408	M24.376	Pathological dislocation of unspecified foot, not elsewhere classified	HP_0001367	Abnormal joint morphology	['742', '742.2']	['712', '712.6', '712.62', 'T830']
C0022408	M24.421	Recurrent dislocation, right elbow	HP_0001367	Abnormal joint morphology	['742', '742.2']	['712', '712.6', '712.61', 'T830']
C0022408	M24.422	Recurrent dislocation, left elbow	HP_0001367	Abnormal joint morphology	['742', '742.2']	['712', '712.6', '712.61', 'T830']
C0022408	M24.429	Recurrent dislocation, unspecified elbow	HP_0001367	Abnormal joint morphology	['742', '742.2']	['712', '712.6', '712.61', 'T830']
C0022408	M24.43	Recurrent dislocation, wrist	HP_0001367	Abnormal joint morphology	['742', '742.2']	['712', '712.6', '712.61', 'T830']
C0022408	M24.431	Recurrent dislocation, right wrist	HP_0001367	Abnormal joint morphology	['742', '742.2']	['712', '712.6', '712.61', 'T830']
C0022408	M24.432	Recurrent dislocation, left wrist	HP_0001367	Abnormal joint morphology	['742', '742.2']	['712', '712.6', '712.61', 'T830']
C0022408	M24.439	Recurrent dislocation, unspecified wrist	HP_0001367	Abnormal joint morphology	['742', '742.2']	['712', '712.6', '712.61', 'T830']
C0022408	M24.42	Recurrent dislocation, elbow	HP_0001367	Abnormal joint morphology	['742', '742.2']	['712', '712.6', '712.61', 'T830']
C0022408	M21.5	Acquired clawhand, clubhand, clawfoot and clubfoot	HP_0001367	Abnormal joint morphology		['710']
C0022408	M24.35	Pathological dislocation of hip, not elsewhere classified	HP_0001367	Abnormal joint morphology	['742', '742.2']	['712', '712.6', '712.62', 'T830']
C0022408	M24.351	Pathological dislocation of right hip, not elsewhere classified	HP_0001367	Abnormal joint morphology	['742', '742.2']	['712', '712.6', '712.62', 'T830']
C0022408	M24.352	Pathological dislocation of left hip, not elsewhere classified	HP_0001367	Abnormal joint morphology	['742', '742.2']	['712', '712.6', '712.62', 'T830']
C0022408	M24.359	Pathological dislocation of unspecified hip, not elsewhere classified	HP_0001367	Abnormal joint morphology	['742', '742.2']	['712', '712.6', '712.62', 'T830']
C0022408	M24.36	Pathological dislocation of knee, not elsewhere classified	HP_0001367	Abnormal joint morphology	['742', '742.2']	['712', '712.6', '712.62', 'T830']
C0022408	M24.361	Pathological dislocation of right knee, not elsewhere classified	HP_0001367	Abnormal joint morphology	['742', '742.2']	['712', '712.6', '712.62', 'T830']
C0022408	M24.362	Pathological dislocation of left knee, not elsewhere classified	HP_0001367	Abnormal joint morphology	['742', '742.2']	['712', '712.6', '712.62', 'T830']
C0022408	M21.42	Flat foot [pes planus] (acquired), left foot	HP_0001367	Abnormal joint morphology	['735', '735.1']	['710', '710.4', '710.41']
C0022408	M24.369	Pathological dislocation of unspecified knee, not elsewhere classified	HP_0001367	Abnormal joint morphology	['742', '742.2']	['712', '712.6', '712.62', 'T830']
C0022408	M23.631	Other spontaneous disruption of medial collateral ligament of right knee	HP_0001367	Abnormal joint morphology	['835']	['711']
C0022408	M24.37	Pathological dislocation of ankle and foot, not elsewhere classified	HP_0001367	Abnormal joint morphology	['742', '742.2']	['712', '712.6', '712.62', 'T830']
C0022408	M24.371	Pathological dislocation of right ankle, not elsewhere classified	HP_0001367	Abnormal joint morphology	['742', '742.2']	['712', '712.6', '712.62', 'T830']
C0022408	M24.372	Pathological dislocation of left ankle, not elsewhere classified	HP_0001367	Abnormal joint morphology	['742', '742.2']	['712', '712.6', '712.62', 'T830']
C0022408	M24.373	Pathological dislocation of unspecified ankle, not elsewhere classified	HP_0001367	Abnormal joint morphology	['742', '742.2']	['712', '712.6', '712.62', 'T830']
C0022408	M24.374	Pathological dislocation of right foot, not elsewhere classified	HP_0001367	Abnormal joint morphology	['742', '742.2']	['712', '712.6', '712.62', 'T830']
C0022408	M24.375	Pathological dislocation of left foot, not elsewhere classified	HP_0001367	Abnormal joint morphology	['742', '742.2']	['712', '712.6', '712.62', 'T830']
C0022408	M21.41	Flat foot [pes planus] (acquired), right foot	HP_0001367	Abnormal joint morphology	['735', '735.1']	['710', '710.4', '710.41']
