phecode1.2_code	phecode1.2_label	phecode1.2_category	CUI	hpo_code	hpo_label	PheMap_score
571.8	Liver abscess and sequelae of chronic liver disease	digestive	C0019151	HP_0002480	Hepatic encephalopathy	20.220443702298468
571.8	Liver abscess and sequelae of chronic liver disease	digestive	C0162557	HP_0004448	Fulminant hepatic failure	30.62678011911419
571.81	Portal hypertension	digestive	C0020541	HP_0001409	Portal hypertension	45.981183732739275
572	Ascites (non malignant)	digestive	C0003962	HP_0001541	Ascites	92.18647758561598
572	Ascites (non malignant)	digestive	C0023890	HP_0001394	Cirrhosis	14.585513766756177
573.1	Chronic passive congestion of liver	digestive	C1956346	HP_0001677	Coronary artery atherosclerosis	27.247699766671353
573.3	Hepatomegaly	digestive	C0019209	HP_0002240	Hepatomegaly	44.230142147397395
573.4	Acute and subacute necrosis of liver	digestive	C0162557	HP_0006554	Acute hepatic failure	110.38204561549485
573.4	Acute and subacute necrosis of liver	digestive	C0162557	HP_0004448	Fulminant hepatic failure	110.38204561549485
573.5	Jaundice (not of newborn)	digestive	C0022353	HP_0006579	Prolonged neonatal jaundice	13.853287853524618
573.5	Jaundice (not of newborn)	digestive	C0022346	HP_0000952	Jaundice	60.67155454886004
573.9	Abnormal serum enzyme levels	digestive	C0025874	HP_0100608	Metrorrhagia	16.120128871258355
574.1	Cholelithiasis	digestive	C0856727	HP_0011980	Cholesterol gallstones	15.187178475737461
574.1	Cholelithiasis	digestive	C0008350	HP_0001081	Cholelithiasis	37.9664878196293
574.2	Calculus of bile duct	digestive	C0022346	HP_0000952	Jaundice	18.149293442083174
574.2	Calculus of bile duct	digestive	C0008350	HP_0001081	Cholelithiasis	15.46532262520231
574.3	Cholecystitis without cholelithiasis	digestive	C0008325	HP_0001082	Cholecystitis	58.93527013278443
575	Other biliary tract disease	digestive	C0008350	HP_0001081	Cholelithiasis	21.474748917494786
575	Other biliary tract disease	digestive	C0008312	HP_0002613	Biliary cirrhosis	26.09003835737915
575.1	Cholangitis	digestive	C0008311	HP_0030151	Cholangitis	64.0710263016658
575.2	Obstruction of bile duct	digestive	C0008370	HP_0001396	Cholestasis	82.76738234851152
575.8	Other disorders of biliary tract	digestive	C0008370	HP_0001396	Cholestasis	47.8552058394006
575.8	Other disorders of biliary tract	digestive	C0008340	HP_0100890	Cyst of the ductus choledochus	25.841724487847614
577	Diseases of pancreas	digestive	C0030305	HP_0001733	Pancreatitis	13.974727395804601
577	Diseases of pancreas	digestive	C0030299	HP_0005206	Pancreatic pseudocyst	25.927761854393772
577	Diseases of pancreas	digestive	C0267963	HP_0001738	Exocrine pancreatic insufficiency	17.649587392076207
577.1	Acute pancreatitis	digestive	C0001339	HP_0001735	Acute pancreatitis	49.41306618312022
577.1	Acute pancreatitis	digestive	C0030305	HP_0001733	Pancreatitis	33.4059275132044
577.2	Chronic pancreatitis	digestive	C0001339	HP_0001735	Acute pancreatitis	13.932520382813314
577.2	Chronic pancreatitis	digestive	C0030305	HP_0001733	Pancreatitis	21.345666332593588
577.2	Chronic pancreatitis	digestive	C0149521	HP_0006280	Chronic pancreatitis	90.64845224087681
577.3	Cyst and pseudocyst of pancreas	digestive	C0030305	HP_0001733	Pancreatitis	34.250120911793644
577.3	Cyst and pseudocyst of pancreas	digestive	C0030283	HP_0001737	Pancreatic cysts	30.179851270590127
577.3	Cyst and pseudocyst of pancreas	digestive	C0030299	HP_0005206	Pancreatic pseudocyst	80.92988663971215
578.1	Hematemesis	digestive	C0018926	HP_0002248	Hematemesis	58.90844240439087
578.1	Hematemesis	digestive	C1846821	HP_0001928	Abnormality of coagulation	17.01074714917866
578.2	Blood in stool	digestive	C0016167	HP_0012390	Anal fissure	15.520690617472825
578.2	Blood in stool	digestive	C0018932	HP_0002573	Hematochezia	58.82807099996453
578.8	Hemorrhage of rectum and anus	digestive	C0018932	HP_0002573	Hematochezia	68.55201191595735
578.8	Hemorrhage of rectum and anus	digestive	C0016167	HP_0012390	Anal fissure	15.372447433574006
578.8	Hemorrhage of rectum and anus	digestive	C0019112	HP_0032551	Hemorrhoids	14.23126120167668
578.9	Hemorrhage of gastrointestinal tract	digestive	C0017181	HP_0002239	Gastrointestinal hemorrhage	54.75586432005685
579	Other symptoms involving abdomen and pelvis	digestive	C0000734	HP_0031500	Abdominal mass	50.131270167382404
579.2	Splenomegaly	digestive	C0038002	HP_0001744	Splenomegaly	87.1030423679488
580.11	Proliferative glomerulonephritis	genitourinary	C0017665	HP_0012578	Membranous nephropathy	51.258881342243825
580.11	Proliferative glomerulonephritis	genitourinary	C0017662	HP_0000793	Membranoproliferative glomerulonephritis	29.806373332848448
580.12	Non-proliferative glomerulonephritis	genitourinary	C0027726	HP_0000100	Nephrotic syndrome	19.06504156637669
580.12	Non-proliferative glomerulonephritis	genitourinary	C0027721	HP_0012579	Minimal change glomerulonephritis	21.357776930412843
580.12	Non-proliferative glomerulonephritis	genitourinary	C0017668	HP_0000097	Focal segmental glomerulosclerosis	19.263171319091477
580.12	Non-proliferative glomerulonephritis	genitourinary	C0017665	HP_0012578	Membranous nephropathy	47.64751931722479
580.13	Acute glomerulonephritis, NOS	genitourinary	C0017658	HP_0000099	Glomerulonephritis	17.011708775422882
580.13	Acute glomerulonephritis, NOS	genitourinary	C0034186	HP_0012330	Pyelonephritis	15.38165457851493
580.14	Chronic glomerulonephritis, NOS	genitourinary	C0034188	HP_0033761	Xanthogranulomatous pyelonephritis	105.90778965724438
580.14	Chronic glomerulonephritis, NOS	genitourinary	C1561643	HP_0012622	Chronic kidney disease	22.50625396216449
580.2	Nephrotic syndrome without mention of glomerulonephritis	genitourinary	C0027726	HP_0000100	Nephrotic syndrome	27.625296437375237
580.2	Nephrotic syndrome without mention of glomerulonephritis	genitourinary	C0024143	HP_0033726	Lupus nephritis	23.32459993775927
580.2	Nephrotic syndrome without mention of glomerulonephritis	genitourinary	C1561643	HP_0012622	Chronic kidney disease	17.42511899176059
580.3	Nephritis and nephropathy without mention of glomerulonephritis	genitourinary	C0019061	HP_0005575	Hemolytic-uremic syndrome	17.967367606106688
580.3	Nephritis and nephropathy without mention of glomerulonephritis	genitourinary	C0085616	HP_0025637	Vasospasm	14.636645381051672
580.3	Nephritis and nephropathy without mention of glomerulonephritis	genitourinary	C0000832	HP_0011419	Placental abruption	16.175722385626738
580.3	Nephritis and nephropathy without mention of glomerulonephritis	genitourinary	C0022656	HP_0025418	Renal cortical necrosis	131.01502226564529
580.3	Nephritis and nephropathy without mention of glomerulonephritis	genitourinary	C0022660	HP_0001919	Acute kidney injury	28.2012835514773
580.31	Nephritis and nephropathy in diseases classified elsewhere	genitourinary	C0017658	HP_0000099	Glomerulonephritis	24.20228994681428
580.31	Nephritis and nephropathy in diseases classified elsewhere	genitourinary	C0022658	HP_0000112	Nephropathy	15.561264827638954
580.32	Nephritis and nephropathy with pathological lesion	genitourinary	C0017658	HP_0000099	Glomerulonephritis	17.24521707568594
580.32	Nephritis and nephropathy with pathological lesion	genitourinary	C0022667	HP_0032632	Renal papillary necrosis	20.24544840363501
580.4	Renal sclerosis, NOS	genitourinary	C0020538	HP_0000822	Hypertension	15.383999130238953
580.4	Renal sclerosis, NOS	genitourinary	C0178664	HP_0000096	Glomerular sclerosis	28.363609503951512
580.4	Renal sclerosis, NOS	genitourinary	C0027719	HP_0009741	Nephrosclerosis	14.476655041357962
580.4	Renal sclerosis, NOS	genitourinary	C0017668	HP_0000097	Focal segmental glomerulosclerosis	14.581407904197595
585.1	Acute renal failure	genitourinary	C0022660	HP_0001919	Acute kidney injury	21.596619486850532
585.1	Acute renal failure	genitourinary	C0022672	HP_0008682	Renal tubular epithelial necrosis	40.86695905938435
585.2	Renal failure NOS	genitourinary	C0035078	HP_0000083	Renal insufficiency	14.55712086403316
585.3	Chronic renal failure [CKD]	genitourinary	C1561643	HP_0012622	Chronic kidney disease	38.97003704429714
585.32	End stage renal disease	genitourinary	C2316810	HP_0003774	Stage 5 chronic kidney disease	18.749088662448692
585.32	End stage renal disease	genitourinary	C0022658	HP_0000112	Nephropathy	13.919325639959395
586	Other disorders of the kidney and ureters	genitourinary	C0041960	HP_0000070	Ureterocele	163.45466042144906
586.1	Anatomical abnormatilies of kidney and ureters	genitourinary	C1384594	HP_0011126	Nephroptosis	153.93388363863326
586.12	Vesicoureteral reflux	genitourinary	C0042580	HP_0000076	Vesicoureteral reflux	66.8985482604685
586.2	Cyst of kidney, acquired	genitourinary	C0268800	HP_0012581	Simple renal cyst	304.0412345416983
586.4	Stricture/obstruction of ureter	genitourinary	C0035357	HP_0005200	Retroperitoneal fibrosis	49.13161586485065
586.4	Stricture/obstruction of ureter	genitourinary	C0041956	HP_0006000	Ureteral obstruction	19.613147669354422
588	Disorders resulting from impaired renal function	genitourinary	C0001126	HP_0001947	Renal tubular acidosis	19.444997590103807
588	Disorders resulting from impaired renal function	genitourinary	C0162283	HP_0009806	Nephrogenic diabetes insipidus	17.158275766919132
588.1	Renal osteodystrophy	genitourinary	C0017668	HP_0000097	Focal segmental glomerulosclerosis	24.751418930899053
588.1	Renal osteodystrophy	genitourinary	C0178664	HP_0000096	Glomerular sclerosis	43.95037290731893
590	Pyelonephritis	genitourinary	C0034186	HP_0012330	Pyelonephritis	31.213054535874058
591	Urinary tract infection	genitourinary	C0034186	HP_0012330	Pyelonephritis	16.04924795160402
591	Urinary tract infection	genitourinary	C0010692	HP_0100577	Urinary bladder inflammation	15.683638775555007
592.1	Cystitis	genitourinary	C0010692	HP_0100577	Urinary bladder inflammation	91.28672251973947
592.12	Chronic cystitis	genitourinary	C0010692	HP_0100577	Urinary bladder inflammation	91.28672251973947
592.13	Chronic interstitial cystitis	genitourinary	C0010692	HP_0100577	Urinary bladder inflammation	16.238434785400553
592.2	Urethritis and urethral syndrome	genitourinary	C0041976	HP_0500006	Urethritis	99.05698542209886
592.2	Urethritis and urethral syndrome	genitourinary	C0010692	HP_0100577	Urinary bladder inflammation	17.629793972195273
592.21	Urethral syndrome	genitourinary	C0010692	HP_0100577	Urinary bladder inflammation	34.27836793489118
592.3	Urethral stricture due to infecton	genitourinary	C0041974	HP_0008661	Urethral stenosis	17.809994198984498
593	Hematuria	genitourinary	C0018965	HP_0000790	Hematuria	70.90939158737298
593	Hematuria	genitourinary	C0239937	HP_0002907	Microscopic hematuria	17.155989723570517
593	Hematuria	genitourinary	C0473237	HP_0012587	Macroscopic hematuria	18.86386717969977
594.1	Calculus of kidney	genitourinary	C0403719	HP_0000791	Uric acid nephrolithiasis	14.975139484947293
594.2	Calculus of lower urinary tract	genitourinary	C0005683	HP_0010474	Bladder stones	67.34174059469679
595	Hydronephrosis	genitourinary	C0020295	HP_0000126	Hydronephrosis	100.99904219183468
595	Hydronephrosis	genitourinary	C0521620	HP_0000072	Hydroureter	14.95508670240828
596	Other disorders of bladder	genitourinary	C0005689	HP_0002836	Bladder exstrophy	58.12389706616274
596.1	Bladder neck obstruction	genitourinary	C0521619	HP_0000074	Ureteropelvic junction obstruction	17.26711372720909
596.1	Bladder neck obstruction	genitourinary	C0238506	HP_0010957	Congenital posterior urethral valve	13.972030796121738
596.1	Bladder neck obstruction	genitourinary	C0005694	HP_0041047	Bladder outlet obstruction	29.609029691677733
596.5	Functional disorders of bladder	genitourinary	C0878773	HP_0000012	Urinary urgency	22.327786642062378
596.5	Functional disorders of bladder	genitourinary	C0005697	HP_0000011	Neurogenic bladder	14.412890528990882
597	Other disorders of urethra and urinary tract	genitourinary	C0152443	HP_0008722	Urethral diverticulum	55.7389717176345
597	Other disorders of urethra and urinary tract	genitourinary	C0238502	HP_0100821	Urethrocele	70.29937037611195
597.1	Urethral stricture (not specified as infectious)	genitourinary	C0041974	HP_0008661	Urethral stenosis	17.809994198984498
598	Abnormal findings on examination of urine	genitourinary	C2609414	HP_0001919	Acute kidney injury	25.16971735421213
598	Abnormal findings on examination of urine	genitourinary	C0035410	HP_0003201	Rhabdomyolysis	35.68968426308228
598	Abnormal findings on examination of urine	genitourinary	C0027080	HP_0002913	Myoglobinuria	74.78097001919069
598.9	Other nonspecific findings on examination of urine	genitourinary	C0018965	HP_0000790	Hematuria	32.438223808055184
599	Other symptoms/disorders or the urinary system	genitourinary	C0022658	HP_0000112	Nephropathy	23.315293508808555
599.1	Urinary obstruction	genitourinary	C0034186	HP_0012330	Pyelonephritis	14.176015806006436
599.2	Retention of urine	genitourinary	C1704272	HP_0008711	Benign prostatic hyperplasia	23.37239976129869
599.2	Retention of urine	genitourinary	C0080274	HP_0000016	Urinary retention	41.69261090045495
599.3	Dysuria	genitourinary	C0013428	HP_0100518	Dysuria	84.55258164340674
599.4	Urinary incontinence	genitourinary	C0042025	HP_0010992	Stress urinary incontinence	21.741319258120924
599.4	Urinary incontinence	genitourinary	C0270327	HP_0010677	Enuresis nocturna	30.32550882407376
599.4	Urinary incontinence	genitourinary	C0042024	HP_0000020	Urinary incontinence	20.94024495775568
599.5	Frequency of urination and polyuria	genitourinary	C0028734	HP_0000017	Nocturia	52.76198885159659
599.5	Frequency of urination and polyuria	genitourinary	C1704272	HP_0008711	Benign prostatic hyperplasia	14.245637490302038
599.5	Frequency of urination and polyuria	genitourinary	C0042023	HP_0100515	Pollakisuria	22.78967706573735
599.6	Oliguria and anuria	genitourinary	C0022672	HP_0008682	Renal tubular epithelial necrosis	15.156110331817644
599.6	Oliguria and anuria	genitourinary	C0028961	HP_0100520	Oliguria	53.278553654157506
599.6	Oliguria and anuria	genitourinary	C2609414	HP_0001919	Acute kidney injury	28.34028396145178
599.8	Other symptoms involving urinary system	genitourinary	C0270327	HP_0010677	Enuresis nocturna	49.147832946481934
599.9	Other abnormality of urination	genitourinary	C0042023	HP_0100515	Pollakisuria	31.070810684381968
599.9	Other abnormality of urination	genitourinary	C0085606	HP_0000012	Urinary urgency	25.862455798460637
600	Hyperplasia of prostate	genitourinary	C1704272	HP_0008711	Benign prostatic hyperplasia	69.22401459655643
601.1	Prostatitis	genitourinary	C0033581	HP_0000024	Prostatitis	117.61246998035759
601.11	Acute prostatitis	genitourinary	C0033581	HP_0000024	Prostatitis	109.52165552157172
601.3	Orchitis and epididymitis	genitourinary	C0014534	HP_0000031	Epididymitis	58.32575138524686
601.3	Orchitis and epididymitis	genitourinary	C0029191	HP_0100796	Orchitis	46.1433387989009
602	Other disorders of prostate	genitourinary	C0376358	HP_0012125	Prostate cancer	16.360434351428726
603	Other disorders of testis	genitourinary	C0037856	HP_0100813	Testicular torsion	126.5827604366174
603.1	Hydrocele	genitourinary	C1720771	HP_0100673	Vaginal hydrocele	194.57663029792252
603.1	Hydrocele	genitourinary	C1720771	HP_0000034	Hydrocele testis	194.57663029792252
603.1	Hydrocele	genitourinary	C0019294	HP_0000023	Inguinal hernia	15.225097976808012
603.2	Spermatocele	genitourinary	C0037859	HP_0033808	Spermatocele	250.6912853753414
604	Disorders of penis	genitourinary	C0033117	HP_0200023	Priapism	111.08365124904829
604.1	Redundant prepuce and phimosis/BXO	genitourinary	C0030483	HP_0100588	Paraphimosis	51.2083771777499
605	Erectile dysfunction [ED]	genitourinary	C0242350	HP_0000802	Impotence	34.35236028773741
605	Erectile dysfunction [ED]	genitourinary	C0242350	HP_0100639	Erectile dysfunction	34.35236028773741
608	Other disorders of male genital organs	genitourinary	C0037856	HP_0100813	Testicular torsion	41.14344651515743
608	Other disorders of male genital organs	genitourinary	C0234047	HP_0012878	Retarded ejaculation	30.079449667597128
608	Other disorders of male genital organs	genitourinary	C0037859	HP_0033808	Spermatocele	30.5955300515138
608	Other disorders of male genital organs	genitourinary	C0039591	HP_0033839	Testicular pain	15.091150974230436
609.1	Infertility, male	genitourinary	C0021364	HP_0003251	Male infertility	19.50157176375164
609.1	Infertility, male	genitourinary	C0021359	HP_0000789	Infertility	16.350351697513087
609.11	Azoospermia and oligospermia	genitourinary	C0028960	HP_0000798	Oligospermia	53.33966491397344
609.11	Azoospermia and oligospermia	genitourinary	C0004509	HP_0000027	Azoospermia	29.194238002899365
610.1	Cystic mastopathy	genitourinary	C0024103	HP_0032408	Breast mass	42.263786604171536
610.4	Benign neoplasm of breast	genitourinary	C0024103	HP_0032408	Breast mass	35.223493214595194
610.8	Other specified benign mammary dysplasias	genitourinary	C0024103	HP_0032408	Breast mass	24.225579837216426
611.3	Lump or mass in breast	genitourinary	C0024103	HP_0032408	Breast mass	44.334785958366965
612.1	Galactorrhea	genitourinary	C0032019	HP_0040277	Neoplasm of the pituitary gland	14.679006059578386
